Node	Weight_1	Weight_2	Weight_3	Query_1	Query_2	Query_3
Btla	0.0010018554300807918	0.0010065845979800796	0.002270308565752907	False	False	False
Raf1	0.0010001693628755401	0.0010037450876798687	0.004639374724630477	False	False	False
Fst	0.0010010260607878402	0.0010042396815402078	0.02387743105917135	False	False	False
Pon1	0.0010014672642664718	0.012613500208859794	0.060030677606342855	False	False	False
Cbwd1	0.00100045415876808	0.0010000507417054628	0.004435420092362298	False	False	False
Iws1	0.0010002327638291245	0.0010009534238666082	0.01617800385941107	False	False	False
Sufu	0.0010003862873963437	0.0010090910143114211	0.007256948374167344	False	False	False
Cpne7	0.0010012416491665	0.006562921708765112	0.009280967037612432	False	False	False
Hyou1	0.001000102429112295	0.0010001442177946479	0.001198398845502756	False	False	False
Vti1a	0.0010000706107089147	0.0010065602027982123	0.0037651691918687215	False	False	False
Cntn1	0.001000041673436838	0.001037604117838153	0.001298081287232839	False	False	False
Gipc1	0.0010002561125261533	0.0010042850350471888	0.0010038951973471918	False	False	False
Inmt	0.0010014022808942664	0.0010181731266601223	0.03636495866447829	False	False	False
Psmg2	0.0010001691472490927	0.0010017438025408598	0.0019881502682000435	False	False	False
Ssh1	0.0010003775050250016	0.0010051542395730342	0.0013096816063112816	False	False	False
Ap1b1	0.0010001042766743474	0.001001589199462617	0.004169305117655883	False	False	False
Tanc1	0.0010003015921968264	0.0027398485571748345	0.002022197052403072	False	False	False
Yap1	0.0010004450593957615	0.0023826151896643964	0.0023154843779285344	False	False	False
Ddx17	0.0010001820201550713	0.0010109403540414198	0.013894492614563127	False	False	False
Ncam1	0.0010000359905020172	0.0010005585820669026	0.007493695311173203	False	False	False
Rhob	0.0010000986504102398	0.0096645443005774	0.0019853954278488996	False	False	False
Gpc3	0.0010007838646946018	0.001939152052547695	0.0026033889896662924	False	False	False
C1ql4	0.0010000535160959614	0.00949059162896309	0.001076290841844542	False	False	False
Abcf3	0.001000030169528454	0.0010029987732965517	0.0011701652636927058	False	False	False
Tcaf2	0.0010002522946806554	0.001014013647258267	0.0112520726412575	False	False	False
Rab13	0.0010006959920339407	0.0010125302609687258	0.00131448159506958	False	False	False
Shb	0.0010011576693680746	0.0010122288932197536	0.0010103873715334457	False	False	False
Tgfb2	0.001000311037252923	0.0010056465601862305	0.01429090490852987	False	False	False
Tmed2	0.0010002587574378461	0.001007769339600188	0.0018153527975785057	False	False	False
Kcmf1	0.0010002253220732459	0.0010040316943949953	0.007346474993764026	False	False	False
Ppil3	0.0010000661156267796	0.001001580594557174	0.005535015230751858	False	False	False
Jak3	0.0010003602743594942	0.001001048959879566	0.01925672557042965	False	False	False
Pde1b	0.0010006040791509462	0.0010157424050749701	0.00114480451997618	False	False	False
Rcor3	0.0010004545422692198	0.0010047095041418371	0.009851639353997813	False	False	False
Gna13	0.0010000241741161037	0.0010036870833155835	0.0022003803607715143	False	False	False
Cnot7	0.0010001018673903585	0.001002028208360821	0.0024118498537540525	False	False	False
Tulp3	0.0010002361911246164	0.001003543455189071	0.0020602104766126728	False	False	False
Tet2	0.0010004060170718605	0.001001906533935629	0.001243818151863	False	False	False
Paip1	0.0010000729517002764	0.001006300358212791	0.009941574973633044	False	False	False
Dll1	0.0010001209982980876	0.0010149097736214855	0.0010063716839237777	False	False	False
Hipk1	0.0010001823967076	0.0013639089012352054	0.0014558765458676296	False	False	False
Lin7b	0.0010001159210436066	0.0010072944444531175	0.010841574509432753	False	False	False
Hmox1	0.0010001625717779915	0.0010071301374079498	0.01937465764007899	False	False	False
Porcn	0.0010000187509314694	0.0010031776275240014	0.0053848088040826395	False	False	False
Pitx3	0.0010011203183992684	0.001056540061677932	0.006051963976036201	False	False	False
Aph1b	0.0010000714517169108	0.001557072498508354	0.0013987991312603854	False	False	False
Gpm6a	0.003303860780882201	0.0010011816354747805	0.011948605036838932	False	False	False
Atad2	0.0010000710995385158	0.001008432813909886	0.0010029814606952452	False	False	False
Noxo1	0.0010005886593883102	0.0010192922116864069	0.005288203068536557	False	False	False
Fzd1	0.0010001625726184413	0.0010026625259267864	0.0010496854957115411	False	False	False
Rab10	0.0010001250071521237	0.0010002569023027676	0.004489015725623226	False	False	False
Gli3	0.0010013669958227078	0.0010223268776408645	0.0016353276152529304	False	False	False
Rbp2	0.001001161815778963	0.0010069808242830559	0.0014928852594532091	False	False	False
Lats2	0.0010002673534571854	0.0010054237506879643	0.006906811515290504	False	False	False
Tead1	0.001000546908612768	0.0010046522969934474	0.0010030749912382495	False	False	False
Mef2a	0.0010000548505170936	0.0010021504081692168	0.004028280219521867	False	False	False
Sf3b3	0.0010001469782028065	0.0010047026021896986	0.002453115754542515	False	False	False
Ccdc8	0.0010002942028532128	0.0010029708998176878	0.0010355530356046354	False	False	False
Rere	0.0010002544640029009	0.002398091152172516	0.051880273575888036	False	False	False
Tiam2	0.0010006442463266435	0.0017858595496833979	0.005858657849275191	False	False	False
Strbp	0.0010001463284976396	0.0010043033436098333	0.022052268298347347	False	False	False
Sgip1	0.0010000160544452123	0.001005571442592181	0.0015105564962838976	False	False	False
Mcm4	0.0010003706103635939	0.001756718974243471	0.002640459040770091	False	False	False
Ptprs	0.001000249698688088	0.001000505134220615	0.0011535165621215974	False	False	False
Cd2	0.0010016431414297323	0.001057311027937556	0.0010192005948927371	False	False	False
Clspn	0.0010011721616157345	0.0010094788045680078	0.09463345185826165	False	False	False
Ptprf	0.001000025839474085	0.0016368458029473476	0.0012238819972273446	False	False	False
Tifa	0.061797780382798734	0.0858562590354674	0.0023439139148159183	True	False	False
Sntb2	0.0010003125683172515	0.001009010864571883	0.006273999034133091	False	False	False
Siah2	0.0010000768455171694	0.0016714312328131886	0.005505532708271587	False	False	False
Ccng2	0.0010000756477022506	0.0010068233409980234	0.002483493763574085	False	False	False
Nfil3	0.0010002115981234672	0.0010091795292912391	0.006940480751577271	False	False	False
Rtn2	0.0010001252041027856	0.0010057548510852238	0.004299227670211869	False	False	False
Cenpi	0.0010005712680280446	0.0010109881590662489	0.05713367039222692	False	False	False
Rit1	0.0010000416479790503	0.0010023777390041973	0.0186598615877349	False	False	False
Ncf1	0.0010008470009388792	0.015795764407809693	0.08692616913689429	False	False	False
Atp5j	0.0010001746817618995	0.0010018359967910663	0.0019476098302780554	False	False	False
Hcls1	0.0010004046979622302	0.0010037107353766343	0.003276231223614686	False	False	False
Rdh13	0.001000028822663615	0.0010067382526545562	0.0017038667754492808	False	False	False
Otud4	0.0010001734319672574	0.0011818946121553168	0.0012763040470070654	False	False	False
Dctn5	0.0010000617796455432	0.0010017422766275862	0.0010931083541744408	False	False	False
Myrf	0.0010008096107991947	0.0010008779416278517	0.015468664658075573	False	False	False
Api5	0.0010001954333649298	0.001001479746770024	0.0017624689861321422	False	False	False
Cyld	0.001000285998718762	0.0010031117643465595	0.0010044793429724072	False	False	False
Mbnl1	0.0010000692690789715	0.0010007114571621712	0.002413327531330502	False	False	False
Stag1	0.001000179691827021	0.0010020955644545137	0.00810404340296111	False	False	False
Zfp54	0.0010003362204288302	0.0010156953178756649	0.001063318338362162	False	False	False
Tln1	0.0010001519196319122	0.0019888309709111098	0.014785389771526256	False	False	False
Pkd2	0.0010001951328741567	0.0010017011118882986	0.01934640426642927	False	False	False
Sept5	0.0010000153870445773	0.0010004216379925174	0.004840107901813511	False	False	False
Rac2	0.014211720338834676	0.047973680740395576	0.12686571273958905	False	False	False
Morc3	0.0010000501663592642	0.0010030026492539074	0.0058340329624500505	False	False	False
Nbn	0.0010000800563716042	0.002301718756404214	0.005858269783719389	False	False	False
Lsg1	0.0010002403554000721	0.0010026603753893247	0.0013668563462501289	False	False	False
Usp9x	0.001000166009115086	0.0034445094865702313	0.001071364295500675	False	False	False
Ercc3	0.0010001840681482328	0.0010020551031498534	0.0014301233374475744	False	False	False
Avil	0.0010001562169824943	0.002180257858261309	0.008146957677964835	False	False	False
Hhatl	0.0010001853126501718	0.0010018350291085575	0.006312019456022139	False	False	False
Lmo3	0.0010002952124726788	0.0010243478847035835	0.0011017769134140647	False	False	False
Pax6	0.0010009240790397043	0.00239963679374646	0.046619436614580144	False	False	False
Flcn	0.0010000689199058986	0.0010084388775856846	0.023882977532987498	False	False	False
Ccm2	0.0010002527773280403	0.0018976002598555244	0.0055925750379917285	False	False	False
Dgcr8	0.0010004737264817233	0.018173701772264825	0.0397342539894435	False	False	False
Senp2	0.0010000296564913348	0.0010048883132116352	0.0023430644820856533	False	False	False
Syk	0.0010001863541387252	0.0010137726356405459	0.061794738374847794	False	False	False
Gmcl1	0.0010000699420028385	0.0010005762972075262	0.0035252489641608483	False	False	False
Hint1	0.001000027247780501	0.0010048171202115808	0.0013857063294797555	False	False	False
Dym	0.0010001559855137162	0.0011008332389518532	0.003159418839138714	False	False	False
Sgcg	0.0010088205418059596	0.001112017661521838	0.018586109627020054	False	False	False
Icam5	0.0010003583558657668	0.0010036467055937381	0.0038355132180855228	False	False	False
Dact3	0.0010001115766885172	0.001507412592652399	0.0010000427383497895	False	False	False
Clgn	0.0010000147547141948	0.0010038417571331558	0.002721973961450696	False	False	False
Synj1	0.001000078738396654	0.0010022079940316887	0.009832837630988873	False	False	False
Dhx30	0.0010001213475408634	0.0010038003605182572	0.0012884877981222055	False	False	False
Plod3	0.001000265104931911	0.010373276726901016	0.01567699030371351	False	False	False
Safb2	0.0010002584722840228	0.0013102054499329128	0.054373568025834894	False	False	False
Cd68	0.001000276741851917	0.0010214349755563268	0.008435982439586806	False	False	False
Irak1	0.0010000442002846355	0.0010066525783809434	0.001080546845230535	False	False	False
Apex1	0.0010000022863117346	0.0010012411006245397	0.0026127389549069737	False	False	False
Klc4	0.0010001630674464626	0.0010089275268659495	0.01151154031617031	False	False	False
Ulk1	0.0010000181311644427	0.0010014914874560974	0.001858784057484739	False	False	False
Mkks	0.0010001396742317999	0.00261659215577293	0.009583538946874491	False	False	False
Ap3s1	0.0010000736160475743	0.0010028047222183302	0.014736216510864032	False	False	False
Cirbp	0.0010001204259107936	0.0010004621594658398	0.016497743692549097	False	False	False
Runx2	0.001000300191778272	0.008166745478155457	0.01327222966317411	False	False	False
Crlf1	0.0010008390917745347	0.0010041963260600628	0.001013542303815107	False	False	False
Srrm1	0.001000144541109114	0.0010060708755757076	0.02441398099405514	False	False	False
Ddx41	0.0010001743865288239	0.0010069125587281013	0.003208774527722605	False	False	False
Ptprk	0.0010001878650550311	0.0010048030360243483	0.010159402246168216	False	False	False
Kcnh1	0.0010000820424153377	0.0010029552646635426	0.001002082882784526	False	False	False
Nphp1	0.0010005784458767134	0.0010070030787535105	0.0018967609102528266	False	False	False
Stx12	0.0010001365764571416	0.0010018407801003029	0.001772224481209208	False	False	False
Nelfe	0.0010001907731189094	0.0010037782827285921	0.011954660507140526	False	False	False
Atrip	0.001000112544648291	0.001004171909235798	0.006624891797720278	False	False	False
Pbx3	0.0010003299504783062	0.001004912179829369	0.021526584454283425	False	False	False
Mier2	0.0010001771258620908	0.0010060020812109425	0.0010617153999313575	False	False	False
Bax	0.0010002955358476998	0.001010595098810876	0.004496166522208888	False	False	False
Tll1	0.0010005304943321413	0.0010029912669981193	0.015328293998404467	False	False	False
Psme3	0.0010000650201561951	0.00100249731634654	0.0013385608590004616	False	False	False
Cenpm	0.0010010978461767633	0.0010023090114584987	0.0027839713008073544	False	False	False
Trib3	0.0010005806154978578	0.0010109426576211278	0.018385560600136255	False	False	False
Bid	0.0010005233969092812	0.003657919492598216	0.0015915360955405695	False	False	False
Rtn4r	0.001000186667153813	0.0010068556794040396	0.01423463151555912	False	False	False
Hnf1b	0.0010006034669793656	0.001015185586818196	0.006717319362265262	False	False	False
Ccnd1	0.006446211111321063	0.10488334529335848	0.01381917937581123	False	True	False
Ddx4	0.0010004425312789657	0.001023087764038255	0.0027778645617559028	False	False	False
Ift57	0.001000012334182152	0.0010052593751980119	0.004734046288539941	False	False	False
Cd22	0.0010009979547803299	0.001033865040382992	0.0105506900009006	False	False	False
Rptor	0.001000015529315872	0.0010046738516672636	0.004144403689496488	False	False	False
Pdpn	0.0010004171804396135	0.03986817039869225	0.036214298808093785	False	False	False
Lmo4	0.0010002098454065544	0.0010041781744205011	0.0014155409906893503	False	False	False
Egfl7	0.0010004335020738382	0.001002695815038891	0.020947677083733993	False	False	False
Mlkl	0.028808158449807122	0.00836351970906765	0.05114128160931235	False	False	False
Ift27	0.0010001238951105496	0.0010033447746910149	0.0011267268837755334	False	False	False
Sf3b4	0.001000083571702	0.0010030780011090132	0.011856998597360821	False	False	False
Gmppb	0.0010006210464717916	0.0022844181621019906	0.0010023253522231513	False	False	False
Pkd1	0.0010002912772872092	0.0020595129686600327	0.027353537177527944	False	False	False
Rbm10	0.0010002141339325611	0.0010078881127974302	0.0013573580342863254	False	False	False
Gfi1b	0.001004747824861796	0.001052948005815247	0.11479192100010338	False	False	False
Foxo4	0.0010001295358387566	0.001008580447511063	0.005262348171574151	False	False	False
Tlk2	0.0010000740231723444	0.0010030993049238224	0.0013211835032741674	False	False	False
Il23a	0.001004278570742974	0.036808250069613024	1.0	False	False	False
Psip1	0.0010001179122129643	0.001000626084553104	0.007502946912025219	False	False	False
Dok6	0.0010007969175180188	0.0010003087897389046	0.02569456509034495	False	False	False
Kcna1	0.001000185497857206	0.0010060361604622508	0.0014699226406760652	False	False	False
Myo1b	0.0010000006421165887	0.0020224739934898003	0.010276498303633936	False	False	False
Pds5b	0.0010001358840134832	0.002287652731541177	0.00587875198113398	False	False	False
Fgf1	0.0010001534209795912	0.0010916974211324737	0.0010703444157034389	False	False	False
Dgat1	0.0010001616359638968	0.0010027648791985663	0.024043743535668058	False	False	False
Shoc2	0.001000043900307683	0.0010015648023315885	0.007922695950457043	False	False	False
Eps8	0.0010005781142908496	0.0010047571587341894	0.001008010334843355	False	False	False
Psmd9	0.0010001538748736277	0.001008328040176211	0.014907784213033178	False	False	False
Rufy2	0.001000001138359934	0.0010053886412753454	0.0021935160969830396	False	False	False
Lemd2	0.0010000784228014212	0.0010045982113864563	0.0010481945209452055	False	False	False
Lrp1	0.0010000928307435982	0.0010121846268586674	0.007000745070873717	False	False	False
Hgh1	0.001000058728383256	0.0013882471619241275	0.031413788223314434	False	False	False
Dmxl2	0.0010001243650308261	0.0013001432913961589	0.006049237596986632	False	False	False
Myef2	0.0010002314402967308	0.001188838774719731	0.001091913807171057	False	False	False
Cdca5	0.0010014518598802195	0.0010720121270116287	0.164933195721741	False	False	False
Spdef	0.0010002394643528227	0.0010083574305003152	0.012032329857485528	False	False	False
Crlf2	0.001000243617916931	0.0010010365521624473	0.01101364521148732	False	False	False
Clcc1	0.0010006581703742646	0.0010108367889169897	0.00649485430444581	False	False	False
Arl10	0.001000306336009909	0.0019295133761456583	0.001012296603361122	False	False	False
Kcnd1	0.001000238712063399	0.004284120782670818	0.0014042700811747128	False	False	False
Rev1	0.0010001699194897489	0.00101341301158466	0.0011050547363494706	False	False	False
Atg2a	0.001000218371806522	0.0037935458296081267	0.0011555108539866102	False	False	False
Cmc2	0.0010001100062864907	0.0010072189316137476	0.0014741874990381934	False	False	False
Efnb2	0.0022077113798779037	0.001977755857170576	0.0010713020245605852	False	False	False
Evi5	0.0010002326492338154	0.001004170476760931	0.0016343682675722857	False	False	False
Rab9b	0.0010000530675398677	0.0036725124587790093	0.007205030003842337	False	False	False
Birc6	0.0010003371329028558	0.00176967658845675	0.008614842948137191	False	False	False
Svip	0.001000123395433368	0.0010047877724943118	0.002054779716705051	False	False	False
Ddb2	0.0010000815903021812	0.0010025903511661962	0.0028890017731190484	False	False	False
Dhx36	0.0010002153462467292	0.0010021564443812182	0.0011727231753782626	False	False	False
Taf7	0.0010000309955184342	0.001005945146399368	0.0011302866988008337	False	False	False
Phf1	0.001000055931853427	0.0010011745500439508	0.023330245522925078	False	False	False
Traf6	0.0010000702000043276	0.0010021873314100393	0.002555344267448733	False	False	False
Il1a	0.0010005322979367932	0.0010043304546925379	0.01377227334722517	False	False	False
Kdm1b	0.0010000680299023553	0.0010003885874946515	0.0010180566870053934	False	False	False
Lax1	0.0010028786332835708	0.0010174286135741528	0.014076343924039766	False	False	False
Myo7a	0.0010000993613450589	0.0034599240203609413	0.001090585865816568	False	False	False
Ghr	0.0010000811842888206	0.0014893814152689333	0.007628896389957634	False	False	False
Sytl2	0.0010000134612820463	0.0010022358732616578	0.0010918497746387062	False	False	False
E2f4	0.001000018439256093	0.001001877117374957	0.0012790404521840874	False	False	False
Chkb	0.0010001777986309956	0.001007164144453716	0.0056319833177560326	False	False	False
Esam	0.001000271145513477	0.003194722059705358	0.007524516462341401	False	False	False
Lad1	0.0010013599124838904	0.0010065938005654543	0.0115065090185935	False	False	False
Trim9	0.0010000364612015118	0.021424261929534855	0.0010908143667056954	False	False	False
Myl6b	0.0010001259736202796	0.0010068759277444457	0.002039409385606584	False	False	False
Mark3	0.0010000925737064293	0.0020363878443587155	0.0021749528849959727	False	False	False
Exog	0.0010002781288831408	0.0010011974123690585	0.0026047934784666216	False	False	False
Copa	0.001000005562743903	0.0010030651455825428	0.0013092493341329294	False	False	False
Aldh2	0.0010003448352835403	0.0010014479287478108	0.001025029258582533	False	False	False
Tph2	0.0010001680484447882	0.0010268372292191006	0.0070669663873160855	False	False	False
Ube3b	0.0010000789681064205	0.0010001715512727965	0.006197566499340211	False	False	False
Rrp8	0.001000101656792109	0.0010008762747009709	0.01684281589181777	False	False	False
Casp6	0.001000278404832783	0.0010064191635098909	0.013532867708398982	False	False	False
Rfx8	0.0010000255275241466	0.0010301713928902506	0.009466843835596733	False	False	False
Sbds	0.0010000313227284644	0.0010002537988387952	0.004037322391512535	False	False	False
Asxl2	0.0010002893117044206	0.0010119953161361302	0.027770766643844827	False	False	False
Grb10	0.0010003486962188546	0.001002444946756584	0.0014036748856157163	False	False	False
Glmn	0.001000110636463768	0.0012640283794466299	0.0032645174494791815	False	False	False
Ylpm1	0.0010000688754731957	0.0020956410319111296	0.03200160703724518	False	False	False
