Node	Weight_1	Weight_2	Weight_3	Query_1	Query_2	Query_3
Crlf3	0.0010002660160722105	0.0010071119469523225	0.001426391700607327	False	False	False
Aph1a	0.0010001836211096435	0.006144953603375233	0.004282476495391177	False	False	False
Srpk1	0.0010000192434990883	0.0010078835905750973	0.003143489436790249	False	False	False
Skp2	0.0010001159465533988	0.0017678851553611982	0.0015471572562948815	False	False	False
Dna2	0.0010014656824965467	0.02139249404911317	0.08842417054252479	False	False	False
Ezh2	0.0010003086014686573	0.001025234945007656	0.006407759552189535	False	False	False
Madd	0.0010001766188552147	0.0010013120377654057	0.0012951337829750838	False	False	False
Ptbp1	0.0010000378188585078	0.0015825011183829563	0.0011830709229992324	False	False	False
C1qc	0.007292429237097358	0.0010004078515877778	0.0015781038852722181	False	False	False
Eif2a	0.0010001762333844643	0.0010000643742360427	0.0010182043640222756	False	False	False
Itch	0.0010001409131294072	0.0010016498096256867	0.0010126532608460196	False	False	False
Stk3	0.0010005232371076858	0.00642004297540035	0.0014281932615760697	False	False	False
P4ha2	0.0010001184843653084	0.0010106175808279147	0.0021926020855849732	False	False	False
Gnaq	0.001000219117034937	0.0023540688732697867	0.0016143956378159943	False	False	False
Nacc2	0.0010000301802260908	0.001001085587318577	0.0011331236742861213	False	False	False
Rer1	0.0010001821179556967	0.0010031984808782648	0.014417958284641534	False	False	False
Fmnl3	0.0010003254186152263	0.0010077353784365708	0.01894164256471884	False	False	False
Wdr34	0.0010005167062514051	0.0010081938793256335	0.02845574809195781	False	False	False
Tma16	0.0010000588156059064	0.0010080166001017509	0.01941947402089645	False	False	False
Pi4kb	0.0010000140086170565	0.0010044199777315725	0.0029839528796566264	False	False	False
Cstf2	0.001000029467422473	0.001001483494244306	0.0015619806051722588	False	False	False
Hsbp1	0.00100016112450608	0.001001126591937154	0.008978255843726156	False	False	False
Meox1	0.0010021472428499852	0.1669437978577048	0.05091887439940788	False	False	False
Rec8	0.001000782224519557	0.001019600353861637	0.001247220485054077	False	False	False
Ipo8	0.001000078959139476	0.0010036978462800062	0.0025071365286746415	False	False	False
Ubc	0.001000303659383728	0.003746566151732944	0.016807356599171243	False	False	False
Msrb3	0.0010001935970725946	0.0026160169254478404	0.0059680473135378335	False	False	False
Srf	0.001000032585959324	0.0010066337221934089	0.0048980733321202985	False	False	False
Hint2	0.0010000493419987193	0.001005618093259721	0.001000024247177176	False	False	False
Dmc1	0.0010016478938031364	0.0010038869058019504	0.007070039684485299	False	False	False
Ddx52	0.0010004461810935465	0.0010039994255237434	0.0077918281483829906	False	False	False
Pde2a	0.0010000414447556268	0.001003282644420148	0.007437320337440224	False	False	False
Clip2	0.001000109203615934	0.0010015026866855691	0.0013211171689400773	False	False	False
Plvap	0.0010004582933009526	0.0021208378925935923	0.0010517041790295346	False	False	False
Rbm26	0.001000297427635286	0.0010078008805880175	0.012906171887449025	False	False	False
Nub1	0.0010000123135455758	0.00100198025613216	0.0019390462925464402	False	False	False
Glrb	0.001000256206173561	0.0011058691149180852	0.0010015876723217698	False	False	False
Degs1	0.0010000041457746565	0.0010038397069769668	0.009330876100730304	False	False	False
Aida	0.0010002783860306645	0.0030726280672358766	0.0018838089290424702	False	False	False
Nphp3	0.0010001691244242194	0.0010048048812779317	0.046507674375744046	False	False	False
Epha5	0.001000096689084782	0.12263437238604545	0.0011738121147531063	False	False	False
Gdf5	0.001001181521525261	0.0011170727018213172	0.5082119209695717	False	False	False
Apbb3	0.001000021123834613	0.0010045335695939245	0.0025250181760190036	False	False	False
S100b	0.0010001263522230986	0.001005263961174133	0.0029812180492729944	False	False	False
Slx4	0.0010001413821489808	0.0010102718819287517	0.002174115755537714	False	False	False
Pax8	0.0010006543631712421	0.0016582178144879992	0.015544872400732577	False	False	False
Ring1	0.0010001446394159216	0.0010008376238247298	0.008674185153081755	False	False	False
Sntb1	0.009580445591093448	0.013989101280152995	0.047672871112397	False	False	False
Tnnt3	0.0010038077939335177	0.0010877830754234476	0.015060192564537951	False	False	False
Cdk9	0.001000236311287196	0.0014399172802155075	0.003687804428381683	False	False	False
Thoc5	0.0010001505102528142	0.0010061764254990213	0.0022773702954211744	False	False	False
Mycbp	0.0010001459160360142	0.0010042186072277159	0.012253257224413491	False	False	False
Fcho2	0.0010001360188615462	0.0010054173099377818	0.023689748752705138	False	False	False
Dmd	0.001000232677599422	0.0010013792617399545	0.014247618104619917	False	False	False
Azi2	0.0010001401020598756	0.0010051030689581118	0.0022196528249355395	False	False	False
Casp7	0.001001033063896538	0.0010017304989083586	0.013983469239975049	False	False	False
Bmx	0.0010009383416396541	0.001009345264505523	0.0038846447685480534	False	False	False
Mc4r	0.0010019078543367318	0.0010050762768379585	0.011129168243929555	False	False	False
Ngly1	0.001000079334495531	0.001002734406393912	0.0010331072378410812	False	False	False
Mef2c	0.0010003033464343418	0.02333653485020478	0.0015237161074522678	False	False	False
Rxrb	0.001000058038347686	0.0011132511557856435	0.004323331828583139	False	False	False
Mtor	0.0010001870789945846	0.00796358045712292	0.011146155473837828	False	False	False
Oxsr1	0.0010000128351957502	0.00100594133694546	0.007136019802540411	False	False	False
Ccnb1	0.0010010077311970091	0.0010074701679630717	0.004851062468653107	False	False	False
Vps53	0.0010000622858314977	0.0010028031272741244	0.0037885247834958517	False	False	False
Rcc1	0.0010001023764785418	0.0010058786232539326	0.018433117666041887	False	False	False
Apmap	0.0010000859479048648	0.0010082969624390212	0.0016678385394920548	False	False	False
Tia1	0.0010002014986171977	0.0010075906793914318	0.024629395483772618	False	False	False
Stx17	0.0010000094541951683	0.0010082627925802584	0.003677648175701458	False	False	False
Ptprb	0.0010005007570903876	0.0010022767276130625	0.0015124473872026108	False	False	False
Ubr5	0.001000237491819453	0.0055955575864651535	0.022287389107894136	False	False	False
Ptprn	0.0010001439037122292	0.001194299405016448	0.001003044958510846	False	False	False
Sytl1	0.0010028312525827915	0.0010314340197750832	0.001864500846368431	False	False	False
Psmd5	0.0010000368003176606	0.0017893456065810423	0.0024903940636418587	False	False	False
Lima1	0.001000310640162581	0.003697429921575783	0.0019675479982011164	False	False	False
Lrrc2	0.0010015647725076294	0.0010140127156998094	0.002913369537385882	False	False	False
Ddc	0.0010006321550799578	0.0010169638112239763	0.0010009632183108524	False	False	False
Mbtd1	0.001000094379891062	0.0010034955982713178	0.005571898042574908	False	False	False
Timp3	0.0010001018721687814	0.0010057792392731651	0.0010531000694616456	False	False	False
Sv2b	0.0010000202209055253	0.0010035016234891444	0.007769522200409389	False	False	False
Tada3	0.0010000360141815836	0.0010070055919147954	0.0029146243050435384	False	False	False
Fhl2	0.0010006654586086757	0.008405697430574368	0.15504782186018065	False	False	False
Fgd5	0.0010001910787685636	0.0010008318615927101	0.0010744936052898152	False	False	False
Rpn2	0.001000053935505593	0.0010021949340637264	0.00849103797630179	False	False	False
Abtb1	0.001000139609333873	0.0010052032329084066	0.0010483066158872216	False	False	False
Cpeb1	0.0010000267622084463	0.0010582510824937719	0.005620368928196385	False	False	False
Tnik	0.0010003267865696596	0.0010061606300229339	0.001000796554252136	False	False	False
Cntn4	0.0010006740589014816	0.001248686845998678	0.001329021143204271	False	False	False
Ephb4	0.0010000248191547889	0.0010123428024261718	0.0018803688019118925	False	False	False
Chd7	0.0010004540938079736	0.0013007742477045801	0.027379451736307837	False	False	False
Nop14	0.001000356104155096	0.0010080617360120653	0.009591007898167154	False	False	False
Adh1	0.0010010821931760684	0.0010189641894664168	0.06003337108415429	False	False	False
Limk1	0.0010000779116467243	0.0010017843750131314	0.0012135535859685044	False	False	False
Kmt2c	0.0010000766906398488	0.0010115991365441802	0.008858592436214705	False	False	False
Palm	0.0010000197455785787	0.0010015033877978172	0.0013904165358089924	False	False	False
Chd8	0.0010002303166797202	0.001120663301896802	0.03459117143919459	False	False	False
Gmip	0.0010006315308982439	0.005382252433646354	0.12389956889509965	False	False	False
Lrp2	0.001000210405767501	0.0010143047065573967	0.001057522359718812	False	False	False
Phtf1	0.0010001080699471225	0.0010026274579392584	0.001103216522076934	False	False	False
Cep63	0.0010003922972149403	0.0010093883357955614	0.00619111353476056	False	False	False
Lbr	0.0010001158588198553	0.0010128977007294005	0.005968031864174797	False	False	False
Ercc8	0.0010001663205490565	0.001016907586115287	0.0035335572450269047	False	False	False
Etfa	0.0010000802336326104	0.0023000698085784144	0.0019137436237474542	False	False	False
Vps41	0.001000071973166362	0.00100093073763843	0.0011433641818225577	False	False	False
Rad51	0.0010014946927626276	0.003074513581588667	0.0010055545276616545	False	False	False
Stk31	0.0010044766893654452	0.0010171719261070635	0.1940618114584694	False	False	False
Iffo1	0.0010000274472988637	0.0010020648459578513	0.00826374071506997	False	False	False
Desi1	0.001000332999359465	0.0010040570016597629	0.0012542408169037528	False	False	False
Derl2	0.0010000877742792197	0.0010000600489745584	0.0014524837717331527	False	False	False
Fhl5	0.0010016186934303471	0.001133518227827734	0.005840767686333544	False	False	False
Cdk7	0.0010000892924112452	0.0011862729619477332	0.0011089319454734815	False	False	False
Mbd4	0.0010004531550164306	0.0013355576822863843	0.020297532757408532	False	False	False
Phf20	0.0010001035119882407	0.0010033671938449948	0.0024065651315934755	False	False	False
Matn2	0.0010002375591686961	0.11105789725249819	0.05181532168085935	False	True	False
Ssrp1	0.001000243750760423	0.0010009229175750017	0.001000085812158237	False	False	False
Sumf2	0.0010003474798751754	0.001003821403290874	0.00235933450563058	False	False	False
Cd79b	0.0010007352336686933	0.0010458937680527117	0.01192460045824794	False	False	False
Noc4l	0.001000131213965306	0.0010052201803970734	0.006949655105949517	False	False	False
Orc4	0.0010003220792826491	0.00218609889006525	0.001443855017261013	False	False	False
Asns	0.0010000698671544393	0.0010059246904717588	0.005697171799898994	False	False	False
Bex2	0.0010000751960280861	0.001005043312638681	0.004924344704950613	False	False	False
Fgd1	0.00100002555070677	0.00100164910755715	0.0012960470183413762	False	False	False
Kif27	0.0010010861332379701	0.0010267945504092687	0.007060429654201094	False	False	False
Luzp1	0.0010001437350620843	0.0010053492224174386	0.009184025557254269	False	False	False
Nedd4	0.0010001082309539484	0.0010009802275706792	0.0010257121611916746	False	False	False
Psme4	0.001000046513239806	0.013675477768469835	0.001017058302478851	False	False	False
Cdk12	0.0010002406245688195	0.0010051372227841025	0.004906257607010392	False	False	False
Lipc	0.00100006770100679	0.0010979368934373418	0.055943996172592735	False	False	False
Nubpl	0.0010001240744933989	0.0010068871109775428	0.0019094495756448331	False	False	False
Rcan1	0.0010001681388742112	0.0010052520548283004	0.004853394215034588	False	False	False
Sept8	0.0021284540673059626	0.002241336522848863	0.0015435853656291213	False	False	False
Lzts2	0.001000326429411955	0.0010007799678061666	0.0010001031323013969	False	False	False
Vamp8	0.0010007307266603717	0.0010071366465946852	0.006584793840798245	False	False	False
Aimp2	0.0010001206801383206	0.0010010092624302342	0.009668270779112781	False	False	False
Srsf9	0.0010002178768928447	0.001005235286010904	0.0024997800314864142	False	False	False
Mdc1	0.0010001811929988302	0.0010008389870915983	0.036234041318141695	False	False	False
Tead2	0.0010001832064819585	0.001006698471948474	0.0010014122734815255	False	False	False
Lrrk1	0.001000645146969397	0.002108211479068401	0.019344446477288862	False	False	False
Zfhx2	0.0010000959251554422	0.0010079408661231638	0.002297079710156238	False	False	False
Dpys	0.0010008684891028947	0.006447298803828793	0.010522497322806152	False	False	False
Axin1	0.001000141246449539	0.0010005343379727884	0.003871921951958433	False	False	False
Socs5	0.0010001228615478682	0.001001042540523311	0.0012894931655172345	False	False	False
Traf1	0.001000204965396126	0.001021598520143916	0.0019765649750487562	False	False	False
Sphk2	0.0010001023401253744	0.004908087400830827	0.0011041287747234818	False	False	False
Mtpn	0.0010000672168708204	0.0010025934599206525	0.004560912678595143	False	False	False
Ttll3	0.0010000034022028012	0.001006666542317268	0.001339047138846569	False	False	False
Myd88	0.0010000707795190594	0.0010005824316340654	0.012219902838531867	False	False	False
Wwp2	0.0010000593767802812	0.0010052553350056379	0.0023825664358787055	False	False	False
Bmp2	0.0010006791547943355	0.011676001091774545	0.006075429301702864	False	False	False
Trib1	0.0010005454607835199	0.029616841985402827	0.0031954328005337	False	False	False
Rims1	0.0010003296692403306	0.006322128165489559	0.005964472629475817	False	False	False
Rem2	0.003907336223454882	0.008420805693202148	0.0061255673949309015	False	False	False
Cd3e	0.0010013379391288842	0.0010102936894579614	0.0035265672144661397	False	False	False
Nr6a1	0.0010002291627761659	0.0010021583627225917	0.038352426661747964	False	False	False
Gfpt1	0.0010000474742508378	0.0010044347895481545	0.001528881140137068	False	False	False
Tnpo2	0.001000142263716128	0.0010040357177347136	0.0011294171480648798	False	False	False
Rab43	0.002783927673645316	0.009554787942498415	0.009087478829693536	False	False	False
Hspb1	0.0010001342514561217	0.001000465618831734	0.020306587404333554	False	False	False
Tekt4	0.0010003966999758626	0.0010533195893813198	0.0012193087301906895	False	False	False
Fmnl1	0.0010000762860280386	0.0010064640151477824	0.0021327188139090452	False	False	False
Lyn	0.0010004857822640645	0.001015012220615267	0.0015410535817326852	False	False	False
Pard3	0.0010001772613823178	0.0032109536631390535	0.0022310010631226163	False	False	False
Pcdh8	0.0010003799419972255	0.0010046544975705778	0.0034655328451176485	False	False	False
Myo15	0.0010006179221392745	0.01731197459191151	0.0019992773500355416	False	False	False
Ulk2	0.0010001081723740558	0.0010001510156592548	0.0024232997182374247	False	False	False
Vegfa	0.001000017385292994	0.0011412708439092916	0.015411516341618636	False	False	False
Foxp4	0.0010001616776784312	0.0010006240884980167	0.009413601174576673	False	False	False
Copb2	0.0010000537411432003	0.0010025907791062524	0.0013033021333700232	False	False	False
Foxj2	0.0010000110084071676	0.0010026683986821582	0.0010826492803627465	False	False	False
Aqr	0.001000059122808229	0.0010007992738704499	0.0010967405853093673	False	False	False
Cnpy4	0.0010002111090920795	0.0010067743627021006	0.013820992338390393	False	False	False
Rp9	0.001000024676733875	0.0010006881947941851	0.01692251609868638	False	False	False
Ccpg1	0.001000103245519163	0.0010013030832731228	0.0020974567980820286	False	False	False
Icam1	0.0010010871446070049	0.001021105463820353	0.006412883934523114	False	False	False
Spag4	0.0010000727640494163	0.0010014492279761904	0.0014044377322135159	False	False	False
Myc	0.0010002838765214728	0.0017614879753891062	0.0060015651983799205	False	False	False
Hecw1	0.0010000417170435497	0.001000586653841471	0.0010058578755141245	False	False	False
Rbbp7	0.0010000711997803986	0.0010957977029826874	0.0010963090365472637	False	False	False
Rbm25	0.00100003889192313	0.001009825321043536	0.020817736465269035	False	False	False
Ap3b2	0.0010000877341118021	0.0010015115592497802	0.0014917952146245262	False	False	False
Dsg1c	0.0010000255115264253	0.0010353770472368413	0.029931507678685767	False	False	False
Phf2	0.001000083545648513	0.001001878488769458	0.0012808641074726205	False	False	False
Flrt1	0.0010001599619661012	0.0010022271172125475	0.0010434095794002267	False	False	False
Ostm1	0.0010001300823017142	0.0010006304499655982	0.002513284315425762	False	False	False
Amot	0.0010000488384881948	0.0010099898950686006	0.0019848177362219097	False	False	False
Sgsm1	0.0010001904494925551	0.0010010923604287286	0.0022875511988930024	False	False	False
Csrp2	0.0010003712226850983	0.0010019875040887354	0.00703849782406245	False	False	False
Pdilt	0.0010018713173651351	0.0010409486104042554	0.006333912797996657	False	False	False
Wdhd1	0.0010006249240868737	0.0010044093564137108	0.001020731234983686	False	False	False
Nol11	0.0010003226542962525	0.0010028666383039876	0.0010033207966293571	False	False	False
Imp3	0.001000136524018496	0.0010036831156316358	0.001073231472857321	False	False	False
Brdt	0.0010000790745069291	0.0010040136358929468	0.0047746267320153725	False	False	False
Il1b	0.0010011532682879902	0.0011163401206936187	0.024071053265171713	False	False	False
Pde4a	0.001000137835348181	0.0010197981731353348	0.03176356153826543	False	False	False
Fhdc1	0.001000225012135837	0.026484947132262668	0.0012893501566673695	False	False	False
Mbd1	0.0010003471862404245	0.0018538282905292908	0.0028948940448376634	False	False	False
Tmod1	0.001000004223369437	0.0010028772747119994	0.007731806290103415	False	False	False
Twsg1	0.0010000882322240459	0.001006202719552991	0.007004634197673832	False	False	False
Mark1	0.0010002668148222237	0.0010037365482008283	0.0011734192787481621	False	False	False
Sh2b1	0.0010001150812051797	0.001002582027858104	0.004710886721869287	False	False	False
Itpr3	0.0010003280772154066	0.0010038819325823639	0.0013518832873498524	False	False	False
Il1r1	0.0010001307022967194	0.0012931473167235854	0.010244973420926052	False	False	False
Ptn	0.0010003454067079006	0.009146301486206255	0.021137538132432156	False	False	False
Lin7a	0.0010001522883562098	0.0010313704638686854	0.007179075358721505	False	False	False
Zic2	0.0010001914111069903	0.001010238487042838	0.07327333732723597	False	False	False
Nwd2	0.001000005994782666	0.0010041189771990671	0.011781058465665201	False	False	False
Gon4l	0.0010001100143765468	0.001001582403838252	0.007534987418477904	False	False	False
Ap2b1	0.0010001713173052554	0.001002646600747378	0.0037814090758452046	False	False	False
Adrb1	0.0010000663050823482	0.001011525749805009	0.001254322804924036	False	False	False
Meis1	0.0010008446274775012	0.009343145566768084	0.0033418136304991884	False	False	False
Stk39	0.0010000645353506125	0.001003998129623902	0.0020794988907654505	False	False	False
Irf3	0.0010001307964908573	0.0010030833574151635	0.0039396181108723735	False	False	False
Ctc1	0.0010002233380943901	0.0014498605972128665	0.0020279621444790077	False	False	False
Tssk2	0.0010022770909978455	0.0011336383187597074	0.0014672400985420843	False	False	False
Fcho1	0.0010001041844687427	0.001003336478625992	0.009571847300585364	False	False	False
Flii	0.0010000489976529265	0.0010019508868463326	0.001004467130769455	False	False	False
Khnyn	0.00100014863276558	0.0010072955793497252	0.0011203013144432962	False	False	False
Brd8	0.0010002430110719193	0.0010007413018549276	0.0049241504182329894	False	False	False
Inhba	0.0010003307115585222	0.0010468598853586356	0.03378126057212908	False	False	False
Grb2	0.0010000312560327857	0.0010018298038602074	0.001521806760156184	False	False	False
Nek8	0.001000534563971748	0.001010153730074523	0.0022882044840195647	False	False	False
Sp7	0.001002935553362704	0.001069785316415215	0.003887567316323377	False	False	False
Bcr	0.0010000060440974719	0.0010028690125212093	0.0010000081359987853	False	False	False
Wwtr1	0.002474876498488316	0.002431192753694341	0.04645053541891758	False	False	False
Eif3f	0.0010000729771711878	0.002156017651066861	0.0010184871459007966	False	False	False
Gria1	0.001000029553673898	0.0013986209258769898	0.0028948265700656194	False	False	False
Flot1	0.0010000262918708556	0.0010047282536612193	0.0014628115988555286	False	False	False
Ube2w	0.0010000293925493734	0.00100282175863126	0.003876021728816265	False	False	False
Rab18	0.0010000273517621575	0.001000898031854222	0.0011323718203411592	False	False	False
Kif22	0.0010013639033163227	0.0016437921153173991	0.027144926031705725	False	False	False
Cbln4	0.0010003841726804776	0.0010326935135363533	0.004581812178143794	False	False	False
Numa1	0.0010000887430561148	0.0010037411309939744	0.015601640172831537	False	False	False
Inhbb	0.0010001119141981585	0.0010175944158023471	0.006358011105578844	False	False	False
Rnf14	0.0010001344894776528	0.0010020000706931472	0.001171115086983653	False	False	False
Arf5	0.001000241624498692	0.0010011936268958814	0.0010834421975062232	False	False	False
Nol3	0.0010000109461012951	0.001004432295403181	0.0013975380383762486	False	False	False
Armc8	0.0010000288961791723	0.0010015742854221526	0.001188780434401515	False	False	False
Fen1	0.001000565828177067	0.0010017836568175856	0.0010088088177549702	False	False	False
Pax1	0.0010008272832889831	0.0010337238284861734	0.0018814817552977791	False	False	False
Dnmt1	0.0010003654818980924	0.008416631506693254	0.03075894495756519	False	False	False
Il16	0.001000444501184214	0.003774422739881468	0.001009818188212773	False	False	False
Rap1b	0.0010001784778083205	0.004143439261869301	0.002231161344725193	False	False	False
Med14	0.0010001252915376882	0.001361645567093289	0.0042903614385236995	False	False	False
Egln1	0.001000376605838068	0.0010016452200537367	0.009807286470143575	False	False	False
Fgf2	0.0010009713132840808	0.0010000070173773858	0.0065641445517201176	False	False	False
Lsamp	0.0010002193027971132	0.0010052929046630917	0.013451993677300919	False	False	False
Dpp4	0.001000560676436241	0.001006109741547969	0.10638623807087053	False	False	False
Mov10	0.024362924499011982	0.0010109054164449515	0.04466009874296266	False	False	False
Gas1	0.0010003295731235103	0.0024783046769878475	0.011972516753215968	False	False	False
Il11	0.0010014907214203706	0.0010814009328497522	0.03718034057311337	False	False	False
Herc2	0.0010003173686494123	0.0029683914180065525	0.033903425148955	False	False	False
Trpc4	0.0010001923966895818	0.0010073988887770082	0.002427412727098241	False	False	False
Ackr3	0.0010005189670345576	0.0010024027261667388	0.0010786772424979392	False	False	False
Rnf25	0.0010002210475182198	0.0010002501078201333	0.0018567123612884314	False	False	False
Rxra	0.0010001247402939904	0.0035489773501567496	0.010083695927253576	False	False	False
Speg	0.0010000314653758093	0.0010035431712496626	0.018209399555183598	False	False	False
Ctu1	0.001000300110818448	0.003408797953212559	0.001158914149302499	False	False	False
Lonp2	0.0010000249655014214	0.0010003854868061604	0.0018483230228318174	False	False	False
Leng8	0.0010000241223029462	0.001001493374702528	0.05830344704660871	False	False	False
Nup98	0.0010002920530467808	0.00100072305284146	0.0014211098610841626	False	False	False
Acad9	0.0010000695263290814	0.0010006167891770388	0.0010547700024385286	False	False	False
Hook2	0.0010002278429134502	0.0010073734284483961	0.014942176055876333	False	False	False
Rpap3	0.0010000510371879108	0.0010021023060445234	0.0010271304266351144	False	False	False
Cstf3	0.0010001635450814306	0.001008313018729479	0.0014439572198656117	False	False	False
Rgs3	0.0010000617738471509	0.0010013554364187865	0.0010010251823577608	False	False	False
Med1	0.0010002383299657668	0.0010027468127205106	0.0015312075599008853	False	False	False
Stap1	0.0010020179121452565	0.0010218103286319265	0.02297908520463768	False	False	False
Ngf	0.0010004916519306853	0.0022152747631723345	0.05322238089037791	False	False	False
Wac	0.00100013993913723	0.0010564113021101	0.022396944454918924	False	False	False
Ncald	0.0010000712622797194	0.0015838356143737108	0.009500217233846468	False	False	False
Bank1	0.0010001246421142515	0.0010110400697433198	0.0014675743988470588	False	False	False
Tbx21	0.0010000831066733305	0.0010090653162887371	0.0022753872919367398	False	False	False
Mtmr3	0.0010000801862123968	0.001001641697325146	0.0015078050036779912	False	False	False
Bfsp2	0.0010003658555455923	0.0010131904866670823	0.014027150263454673	False	False	False
Abhd5	0.0010000224067313733	0.001004454799115072	0.05053098163462859	False	False	False
Zbtb9	0.0010001014805607646	0.0010019089295490889	0.010236412589121311	False	False	False
Ascc1	0.0010003853913775947	0.0010079407387423376	0.007537041104982235	False	False	False
Cemip	0.005881766675753339	0.0010118994934067542	0.0028755246319404505	False	False	False
Pls1	0.0010002265055120267	0.0010129850648605205	0.01215800349312341	False	False	False
Fbxw8	0.0010000281247026248	0.00100077103705644	0.0018578868037270615	False	False	False
Pi4ka	0.0010001200149032084	0.0012839522089711955	0.0026917217591090393	False	False	False
Rbm15	0.0010000114646885486	0.001003774465707659	0.008360090285636945	False	False	False
Mafg	0.0010000905804968833	0.0010002288951014302	0.0031682974152221076	False	False	False
Rrn3	0.0010000754759763501	0.0010010385034715996	0.002591821201631347	False	False	False
Clk2	0.0010001538579405241	0.00100062201439759	0.015507272047931165	False	False	False
Nova1	0.0010009965527073349	0.0010136557234865227	0.007633045253800195	False	False	False
Sdha	0.0010000096448039358	0.0010020083285014996	0.0010174866877962782	False	False	False
Mcts1	0.0010002872510625177	0.0010078938058072828	0.005999830978566321	False	False	False
Efna5	0.0010002529256983718	0.0010012080696229025	0.004558342892631407	False	False	False
Nek7	0.0010001517355483107	0.0012636808683243312	0.0028396684495800694	False	False	False
Wnt9a	0.001000105528488016	0.0010048934009423572	0.0014255497978567992	False	False	False
Snd1	0.0010001450199372424	0.001001656484483412	0.001182044924288536	False	False	False
Uck1	0.0010001639932864324	0.001006317899348217	0.0010453851097950552	False	False	False
Scn8a	0.0010000139028747096	0.0010074912941077322	0.01797771749923107	False	False	False
Trpc6	0.0010004069944922964	0.001007249334093962	0.001123637696491488	False	False	False
Vps16	0.0010002810187312952	0.0010001613847113327	0.0029935394708411997	False	False	False
Vgll4	0.003039446832567388	0.014356249592531737	0.0049657475438075705	False	False	False
Il34	0.0010000164992148026	0.018506661596620094	0.0010000246658748966	False	False	False
Ntng1	0.0010002722084203816	0.0010065462877676225	0.0010334646032769416	False	False	False
Maf	0.0016367171759330097	0.0010031441738093617	0.00503006914417042	False	False	False
Nlrc4	0.0010022165603424111	0.0010419710717173153	0.013807774595379383	False	False	False
Erbb2	0.001000059731062394	0.001008715350871403	0.00888603523210952	False	False	False
Htr5b	0.0010000953687192677	0.0010177496716651329	0.001369328548595744	False	False	False
Vdac2	0.0010001538868123097	0.0010012275663935754	0.010962713790175601	False	False	False
Eif3b	0.001000172708087532	0.0010037286315009999	0.007510824291264257	False	False	False
Sf3b6	0.0010002634025033544	0.001008145193775669	0.009593232714293624	False	False	False
Egr2	0.0010007735619843344	0.0010206551951686617	0.0036687548415815082	False	False	False
Pdk4	0.0010008612371889111	0.0010159893019979767	0.0012114077530967066	False	False	False
Cd47	0.001000129480406225	0.001001797997098591	0.002304271599894097	False	False	False
Atf6b	0.0010000926152058803	0.001002660242062364	0.0013046936186791231	False	False	False
Tgtp1	0.07449245053399048	0.0010426039681631554	0.009564410557096992	False	False	False
Palld	0.0010002418560487879	0.003274540329580687	0.001231158271853312	False	False	False
Cd80	0.001000245968296385	0.0010511851284968144	0.08586175540508609	False	False	False
Nptx1	0.008368359143652066	0.17983407417760794	0.0061750050306016244	False	True	False
Etv3	0.0010003647306887188	0.001003046165555563	0.0014953271926872714	False	False	False
Ston2	0.001000082786719132	0.0010031879924967007	0.0044437167578963675	False	False	False
Ppm1a	0.0010000701309441013	0.001000485992834019	0.0012503826883005444	False	False	False
Ascl3	0.0010018035381753447	0.0010363900700918283	0.015637927377565877	False	False	False
Rab32	0.001000394345615894	0.001020801539972423	0.001273082252024761	False	False	False
Nipbl	0.0010000546364946456	0.0010051387917999733	0.0010000388987148855	False	False	False
Wsb1	0.0010001893573514035	0.0010136597579369128	0.039440438285342605	False	False	False
Pak2	0.0010000675203552228	0.001000795374284283	0.006454236569864056	False	False	False
Cpne6	0.0010000249794953038	0.001000553286695502	0.0017026933205890487	False	False	False
Yaf2	0.0010003007063240773	0.0014146433231780903	0.017627788997854135	False	False	False
Sox5	0.0010003461409326703	0.005356535423223008	0.0010526166974102313	False	False	False
Daam1	0.0010000191042019862	0.001411148863735113	0.001116775939233086	False	False	False
Lpxn	0.0010001967909688656	0.0010173944128909122	0.009719454985393807	False	False	False
Taf5	0.0010004346491561383	0.0010012427406625413	0.016651933034756806	False	False	False
Cav1	0.001000305472800883	0.0010069258468701834	0.004705395659756149	False	False	False
Sltm	0.0010000544310239147	0.0010001949548930958	0.022126316688008144	False	False	False
Magi3	0.0010000419839528002	0.0010026283309722628	0.0014707886136278798	False	False	False
Nid2	0.0010009683093428461	0.0010210631544502625	0.004611604241473078	False	False	False
Srp68	0.0010000176879190455	0.0010004440120977328	0.0010754721269364384	False	False	False
Lyz2	0.0010000728133986612	0.003214332281756984	0.0302112748773022	False	False	False
Anks6	0.0010001093580539492	0.0010076900153636642	0.015073138333030832	False	False	False
Eri3	0.0010000155653759745	0.0010027489783303145	0.0011028562389987756	False	False	False
Kif17	0.0010008336198924891	0.004737770063405605	0.010160622909769976	False	False	False
B9d1	0.0010001032655882508	0.001004405902752793	0.002278079062489098	False	False	False
Xirp2	0.027255685036539575	0.05743541776412362	0.02564818228681336	False	False	False
Telo2	0.004956057970000805	0.009234261499653746	0.03668235322870991	False	False	False
Dazl	0.0010011557692891106	0.001021753057250221	0.003127843525259404	False	False	False
Plcb1	0.001000257556320209	0.005406319854461606	0.0010111859702169196	False	False	False
Pwp1	0.0010000498729326672	0.0010004220663072706	0.0014069932066218783	False	False	False
Praf2	0.001000030095569679	0.0010035021547444244	0.025366877898591447	False	False	False
Lamp1	0.0010002045079111354	0.001001047079333454	0.01530464093847832	False	False	False
