source	target	Weight_1>2	Weight_2>3
Lzts1	Lzts1	0.0019981762770902678	0.0024390239985734954
Tiam1	Tiam1	0.002009165780969563	0.007524553628148672
Vldlr	Vldlr	0.0019998241340184746	0.0030705466690556793
Dsn1	Dsn1	0.001997832070510889	0.002098312261071286
Rab43	Rab43	0.012188327311609307	0.01830109291583233
Jdp2	Jdp2	0.001997524224394415	0.002056604841146912
Nedd8	Nedd8	0.0020019961506455393	0.01755563565252189
Casp7	Casp7	0.001998760518068536	0.014763958866334725
Dctn5	Dctn5	0.0019978048424358994	0.0020904714054596264
Dock2	Dock2	0.0020057671739902067	0.012028489727010363
Ccnb1	Ccnb1	0.0020044520016149103	0.005824410139723572
Dag1	Dag1	0.006146691158144956	0.03475526675974924
Fig4	Fig4	0.0019991900660886173	0.005233030397998926
Stx1a	Stx1a	0.00199972861561629	0.011380764298819198
Pa2g4	Pa2g4	0.002000885824879592	0.002067325185774514
Kif7	Kif7	0.002008197391507645	0.005329961470548402
Myadm	Myadm	0.0021429606558941777	0.011965938345970309
Nf1	Nf1	0.00199772777780665	0.006032586444642621
Kcnb1	Kcnb1	0.03430395607804633	0.039673426881705866
Esyt2	Esyt2	0.01418593256174343	0.0332585928893003
Elmo2	Elmo2	0.0019969668167652195	0.0029904071233121483
Skp2	Skp2	0.002760360421226959	0.0033040892157738936
Arl3	Arl3	0.0020039989887125392	0.012266089547291434
Ppard	Ppard	0.001997993390070029	0.0020084308908391527
Mcts1	Mcts1	0.0020041563480566273	0.0069589583196833366
Atg13	Atg13	0.0019970110813831614	0.004756874005355083
Fntb	Fntb	0.009455074421967236	0.024620364094191795
Jak3	Jak3	0.001997411596225798	0.019855545369046743
Abl1	Abl1	0.0019981100388239783	0.0021624544664932523
Numbl	Numbl	0.0019978337722138303	0.0028931187948865044
Eif1b	Eif1b	0.016505998469196644	0.04293195473455945
Grik2	Grik2	0.002012567931975608	0.00377912807924759
Hspb1	Hspb1	0.001996605461660242	0.020862533907011017
Herc4	Herc4	0.002261827205369536	0.004355172380813809
Ilk	Ilk	0.0019961900790291683	0.01041073026119723
Lyar	Lyar	0.005298479034067467	0.015399757194664772
Map6	Map6	0.0019971752998258997	0.005450773164067364
Ube3c	Ube3c	0.001998554915579729	0.003287754590660856
Thrsp	Thrsp	0.001997548010280983	0.002679906299053824
Phf6	Phf6	0.0020059265616066855	0.002012508865411863
Rpp14	Rpp14	0.002004795173663031	0.00981690747663698
Uso1	Uso1	0.0019967781665062327	0.003338954218008383
Knop1	Knop1	0.0020006584665243714	0.002104139583926679
Rfx3	Rfx3	0.0020037089674347147	0.002413930483336474
Srrm1	Srrm1	0.002002198575036319	0.024789891540820664
Herc6	Herc6	0.1356715245240333	0.004004196726469766
Mtor	Mtor	0.008884132239958391	0.01875140159808593
Trex1	Trex1	0.0020059575456018337	0.002812523700182964
Slbp	Slbp	0.0020002415100385347	0.002001431663521959
Wt1	Wt1	0.004857513519776769	0.02006889892649124
Ostf1	Ostf1	0.001999256990688257	0.02018137677850753
Emp1	Emp1	0.007640145100337845	0.008318212522489854
Mt1	Mt1	0.11581591882689564	0.12115406285569287
Haus3	Haus3	0.0019991663378372596	0.011213612276618533
Cbx7	Cbx7	0.003535692164845003	0.003819261608280895
Trib1	Trib1	0.029707811860281694	0.031769834254475035
Ppif	Ppif	0.002165933919758962	0.007214398623437137
Pmm1	Pmm1	0.00199894924058422	0.0032520089596345227
Zfpl1	Zfpl1	0.0025979330486957204	0.007434301745283343
Nfic	Nfic	0.0019970708435922625	0.0021409628019391377
Acaca	Acaca	0.011558162006202613	0.013675363011376486
Ubxn6	Ubxn6	0.0020012297197390637	0.0020079996835202377
Flii	Flii	0.001997999888952347	0.00200240036544408
Myo1f	Myo1f	0.0020102016204036	0.007874612069517334
Aspm	Aspm	0.002027229325539629	0.009128852593042932
Lsr	Lsr	0.002007636115681017	0.003450329533859449
Hgs	Hgs	0.0020010545589552097	0.00202487437748276
Prdm1	Prdm1	0.00201959608595663	0.008298608062535398
Rbp1	Rbp1	0.001997772596415336	0.027711034933454063
Dhx30	Dhx30	0.001999914036906312	0.002287045591113682
Gys1	Gys1	0.0021319552358349614	0.0059326058765506486
Eya4	Eya4	0.0020246887504059468	0.004012767801685335
Ptprb	Ptprb	0.001998774384369433	0.0025084161402577744
Msrb1	Msrb1	0.001996454599318624	0.004277380312443135
Pex2	Pex2	0.0020334699262860158	0.003837012052799368
Sall4	Sall4	0.0020367085777159475	0.0020451237019274322
Rrp15	Rrp15	0.0020146850711834584	0.025355534264979347
Rab34	Rab34	0.002001794694972158	0.010208275672642604
Rnf41	Rnf41	0.002229219618653851	0.007484823379220421
Ncbp2	Ncbp2	0.001999294228104264	0.0022863111974475167
Zyx	Zyx	0.001996230643694187	0.003054246071818791
Gkap1	Gkap1	0.001998967904351031	0.0020046135089270105
Kat6a	Kat6a	0.0019977111804621154	0.002145643259386267
Astn1	Astn1	0.00282405035860425	0.0032785685441279284
Gpn2	Gpn2	0.002004331941283473	0.023228254545009274
Sdha	Sdha	0.001998017905547543	0.0020154248758053666
Cd38	Cd38	0.0020079227079697433	0.003024754871299868
Tpx2	Tpx2	0.005235786457223226	0.023189716583272783
Cstf3	Cstf3	0.002004450671613659	0.0024462713202409348
Rfx2	Rfx2	0.0020225617251914325	0.0066427331566021215
Sgcb	Sgcb	0.002001938750048554	0.009448515279652814
Klf5	Klf5	0.001999731320622787	0.0024613077881186912
Sept8	Sept8	0.004350778598774057	0.003770650271730715
Lsm4	Lsm4	0.00200173609747153	0.002445147228877998
Rbms2	Rbms2	0.0020025246553888364	0.010906946883245092
Myh4	Myh4	0.0020286942290991677	0.003921397459307802
Ddx1	Ddx1	0.0019974970640594244	0.00298960213041329
Tdrd3	Tdrd3	0.0037529645218832884	0.015995084552450845
Trim3	Trim3	0.001997725635846976	0.004213784292540696
Casp3	Casp3	0.006589945070204115	0.009723892910400765
Psmd7	Psmd7	0.001997592756602705	0.0024153185047889433
Acot9	Acot9	0.0019973604733075118	0.00723956244872062
Nol9	Nol9	0.002006648896592742	0.02072269132494039
Zbtb9	Zbtb9	0.0019980103725445123	0.011113425272286728
Aebp2	Aebp2	0.001997534067271855	0.012003082384750752
Adrb1	Adrb1	0.002007553675863231	0.0022607260917813436
Myo9a	Myo9a	0.0028113031905110087	0.027098336625181633
Gtse1	Gtse1	0.0019987440736410613	0.02439442462511502
Rab2b	Rab2b	0.002099365067453987	0.005120309316675029
Wdr43	Wdr43	0.00200242868433382	0.003037403759406582
Coq3	Coq3	0.0020080213050697885	0.0022532845641983186
Erf	Erf	0.001997152171344724	0.021838424633287175
Tdrkh	Tdrkh	0.0019965092927795693	0.007616415533701386
Apbb1	Apbb1	0.001999445411100779	0.002181155244861177
Rwdd1	Rwdd1	0.0020024963183978882	0.0032015600662755692
Apmap	Apmap	0.002004357393209143	0.00266899291523621
Cntrl	Cntrl	0.0020024482027701036	0.02768006040106764
Nfia	Nfia	0.0020009342117526577	0.0027007837429096856
Tnnc1	Tnnc1	0.002059433002235425	0.15928004421434447
Ddx51	Ddx51	0.0020058108253811937	0.006944781034818451
Wfs1	Wfs1	0.002002081060403638	0.0053183621050180326
Ephb1	Ephb1	0.002348624572826515	0.005043817755332631
Zmym4	Zmym4	0.001998337802418669	0.004444148460336469
Sart3	Sart3	0.0019969569826911835	0.0026974461281808375
Magi3	Magi3	0.0019986676425678912	0.002467314247732149
Abr	Abr	0.0022336923835113423	0.002823131109197943
Trpc3	Trpc3	0.0019995100369629157	0.0028637689603370547
Grik5	Grik5	0.0021724018176173575	0.007262334532880777
Nasp	Nasp	0.0020089206840057626	0.0021137178580600854
Maz	Maz	0.0019964360893633517	0.006841049936496432
Fzd2	Fzd2	0.002002575261152978	0.004652937922113901
Cadm4	Cadm4	0.00200033596948834	0.008679398252407941
Speg	Speg	0.001999568352190824	0.018850764075893613
Bst2	Bst2	0.1414691752717196	0.013948941469080774
Itih4	Itih4	0.0020471847597937696	0.002224146453888988
Mpc2	Mpc2	0.04033032432555752	0.091423587139903
Stx3	Stx3	0.00199721651915366	0.0686487492386595
Gpx8	Gpx8	0.006432893931564069	0.06340203962030377
Myl1	Myl1	0.0020564080542416173	0.028013117249872908
Setd6	Setd6	0.0020066526931292383	0.004066419545043678
Cbs	Cbs	0.002058847007854257	0.09451519330102408
Osr1	Osr1	0.0020018041070725156	0.09894161743502598
Elp3	Elp3	0.0019962841228039242	0.003957906485304006
Exoc5	Exoc5	0.0044771445983747046	0.004508708260574652
Nup50	Nup50	0.002000844652509226	0.008407962889963087
Dhx58	Dhx58	0.062374610673616056	0.004178245944372305
Gmfg	Gmfg	0.0020348376492688234	0.01836376737205317
Grik3	Grik3	0.0020044573639238553	0.0021988236577844284
Wnt3	Wnt3	0.002000684909875295	0.0043403019588182995
Thoc5	Thoc5	0.0020023096479713947	0.003272800328134524
Hipk1	Hipk1	0.0023585155518506128	0.0028118566147412477
Rgs18	Rgs18	0.0020561645253952933	0.05859598745398629
Naca	Naca	0.0020001107447403348	0.002011352795663801
Ncor2	Ncor2	0.007090946722077584	0.007975157768369047
Clgn	Clgn	0.0019998491012031923	0.0037119855444950156
Src	Src	0.0019966779924434686	0.0020873382598172365
Bcl3	Bcl3	0.0020037689625733977	0.019756116198917147
Mcm3	Mcm3	0.002001008631247828	0.005130415051491193
Baz1a	Baz1a	0.004365819035208203	0.014356199453710748
Ednra	Ednra	0.001999737665139501	0.002057314076920955
G2e3	G2e3	0.002010671146516939	0.0033810159401659046
Jade1	Jade1	0.0020037819028487897	0.009967162925978986
Otud3	Otud3	0.002006394892265629	0.00208601736421383
Gnpat	Gnpat	0.001998540031225924	0.0020876890683635204
Exph5	Exph5	0.002007954375252185	0.002443596012846707
Epm2a	Epm2a	0.0019964308716175264	0.006947624358580617
Glis1	Glis1	0.002027374809330773	0.00280566949038409
Cd2ap	Cd2ap	0.007264910480777905	0.01025004787418885
Snx27	Snx27	0.001997558230703862	0.0026837850862800193
Cope	Cope	0.003841586661176546	0.004016693924548759
Foxq1	Foxq1	0.002036610347211979	0.018066547846708338
Kif11	Kif11	0.00221938858919059	0.0031610627429137722
Etv3	Etv3	0.0019994052659484726	0.0024921470444621272
Cpsf7	Cpsf7	0.002000563968780066	0.0024433687011487263
Pml	Pml	0.03205278136267398	0.004201673828186008
Ldhb	Ldhb	0.004764281089552548	0.004887074620733085
Cpsf3	Cpsf3	0.0030983194906918144	0.005703096951784178
Pygl	Pygl	0.0019970566560025527	0.008264658907628022
Ifrd1	Ifrd1	0.002671936710579978	0.003476283144976998
Limk1	Limk1	0.001997862840385768	0.0022104410869312435
Epc2	Epc2	0.002005585576263149	0.02070516911794998
Wdr18	Wdr18	0.001996756857730571	0.002675653226097986
Bmpr2	Bmpr2	0.0034869646466374367	0.005931206182057221
Diap3	Diap3	0.0020038524969878116	0.0038385843157872153
Ptprs	Ptprs	0.0019967598060765374	0.0021493918596426007
Arc	Arc	0.0019977527089796764	0.051584587681851535
Med13	Med13	0.0020011730783898347	0.003020682888908248
Sos2	Sos2	0.002002180744479385	0.0022003114905009905
Map1s	Map1s	0.002003316469919096	0.0021859661754442482
Wnk2	Wnk2	0.0021234248483075484	0.01267049797381963
Ptpro	Ptpro	0.0020003825799295946	0.04264180728709514
Sept9	Sept9	0.0076071278519837275	0.011025728999418285
Cnot8	Cnot8	0.0019961424268662023	0.002013914050270149
Aff3	Aff3	0.0020019649588772673	0.0021035130337000996
Ace	Ace	0.007747150679546034	0.024031746118882157
Nyap1	Nyap1	0.001997409076400917	0.002959869452506194
Dmbx1	Dmbx1	0.0020357257515567382	0.0043420804348685005
Rad18	Rad18	0.0020064002314472253	0.00215546676039761
Clcf1	Clcf1	0.0019976347166977457	0.028492777768541994
Dctn3	Dctn3	0.001998140672000474	0.003046791381179044
Lhx9	Lhx9	0.002054032861627641	0.025337264223596462
Copg1	Copg1	0.0019987679623725725	0.0037695351827749606
Aimp1	Aimp1	0.0020014164873398362	0.012753759358132924
Max	Max	0.0019976060612710554	0.0076119122553893305
Ostc	Ostc	0.0021522828369402777	0.024050249892128988
Fanca	Fanca	0.0037959689096856816	0.024413859243698006
Rab30	Rab30	0.0019971735202210985	0.0032624535779335125
Dmtf1	Dmtf1	0.0020004849553488576	0.002350061052508876
Pja2	Pja2	0.001996633189481956	0.002048239870173973
Ttc27	Ttc27	0.002005120674504764	0.0026924267688735277
Pkp3	Pkp3	0.048443805314359316	0.06037805506753239
Hrg	Hrg	0.0020967635437203584	0.025982892627646567
Coq2	Coq2	0.0020016797479082008	0.0062358297973268495
Gfra1	Gfra1	0.001996746685014389	0.0020937922382649236
Rap2b	Rap2b	0.0020033761892502226	0.007660598279733785
Wwtr1	Wwtr1	0.004882117246872227	0.04660366069849924
Crtc2	Crtc2	0.001999872859692965	0.01181138550587166
Ncbp1	Ncbp1	0.0019984591579210423	0.0031810733502342847
Eps8	Eps8	0.0020013219515229706	0.0020087243984048793
Cd14	Cd14	0.002001096514963476	0.0020181336333223226
Rbm5	Rbm5	0.001996952632236118	0.024195352553395146
Sipa1	Sipa1	0.0020027494997079103	0.006451017354570985
Pias4	Pias4	0.001997206351445384	0.0048394170885733365
Rras2	Rras2	0.0036317846267343453	0.005572552102683479
Dock7	Dock7	0.005713578632125161	0.0180851490581047
Dhx40	Dhx40	0.001996482552649516	0.003944852384113555
Hid1	Hid1	0.0019963516397529875	0.0058762878956345995
Rab9b	Rab9b	0.004650834198773065	0.01076049472433854
Smyd1	Smyd1	0.003984032058840536	0.003985277051891353
Ap2s1	Ap2s1	0.0019966146893849127	0.003924236495628664
Dlg4	Dlg4	0.0020007717903185495	0.0020018734380400933
Cebpg	Cebpg	0.0019998311033584746	0.0025717996517821222
Blk	Blk	0.002011590557521089	0.009190830724509413
Sfrp2	Sfrp2	0.002024391114054888	0.002455957251673344
Socs4	Socs4	0.0020011713769094446	0.002126219390454895
Srpk2	Srpk2	0.0020005087624086326	0.002486660704696914
Rtcb	Rtcb	0.001998938774265652	0.0030242165147523477
Lats1	Lats1	0.001999610379335837	0.0023998457129909725
N4bp1	N4bp1	0.0020553615602964636	0.002056502894212359
Mknk2	Mknk2	0.014526780639355743	0.01693433854415358
Fbll1	Fbll1	0.002008385222665323	0.011148655740641548
Rai14	Rai14	0.002001411078836332	0.0032708226539757725
Kdm2b	Kdm2b	0.0019970555281873313	0.00674735726115362
Smad3	Smad3	0.0020140002534542126	0.003144754100794639
Rgs19	Rgs19	0.0019982239978573713	0.0024785071961784793
Exoc2	Exoc2	0.0020027635150870232	0.013110476261058457
Eif3d	Eif3d	0.001997920693984825	0.0021193847804090444
Rbmx2	Rbmx2	0.001996191975680414	0.002946767274612234
Cbx3	Cbx3	0.0020008968257385126	0.0031586443573292863
Prom1	Prom1	0.0020086832431591294	0.07025361242714985
Bex1	Bex1	0.0020048857243204986	0.024167264621948098
Crlf2	Crlf2	0.001997283047123135	0.011872042945771936
Rad51	Rad51	0.004059461874162794	0.00406348879819252
Ube2n	Ube2n	0.001999137906710798	0.01209733560418406
Fgd5	Fgd5	0.001997026843834245	0.002071027410953961
Wdr7	Wdr7	0.0037178300785012017	0.005939312408421368
Tmed9	Tmed9	0.00199727229822503	0.002336504947696559
Snx6	Snx6	0.001997986563571424	0.002667677513346462
Casp1	Casp1	0.003948344159281964	0.005527743630157884
Nrp2	Nrp2	0.0019996516596416758	0.007544649246189016
Dgka	Dgka	0.0022488537585680004	0.04531638878357453
Iqcb1	Iqcb1	0.001997015918436315	0.025632285979877118
Cdk18	Cdk18	0.0025697145071897267	0.0057832464658182136
Emd	Emd	0.0020007628695867183	0.002114990093891336
Irgm1	Irgm1	0.2961453147409774	0.004925781137126243
Pdpn	Pdpn	0.039263926365752516	0.07070319551146372
Pink1	Pink1	0.006575644910412065	0.009347574256839812
Itm2b	Itm2b	0.0025542913010019822	0.00387716855718924
Prep	Prep	0.0023866057623529204	0.00766607320762576
Tead1	Tead1	0.0020011864281701784	0.0020037043962378206
Gstcd	Gstcd	0.002006002933224461	0.00628224917354728
Tcaf2	Tcaf2	0.0020102168306410494	0.012117452569698844
Sfr1	Sfr1	0.0019992973364453257	0.003051420397600616
Sphk1	Sphk1	0.0019992855434718174	0.0023355287980791977
Pkd2	Pkd2	0.0019978966629355015	0.01994231701030408
Pi4ka	Pi4ka	0.002278867126768252	0.003959930575177098
Ap3m1	Ap3m1	0.0019965944725960517	0.002785548330933362
Atf6b	Atf6b	0.0019987498552846085	0.002302042234703654
Gpc4	Gpc4	0.002004554337102361	0.0021961517635543043
Gsdmd	Gsdmd	0.0019967151763160087	0.11784040407202212
Iigp1	Iigp1	0.3291083905784971	0.003668885847495042
Rab44	Rab44	0.00281961783907928	0.17646295621900712
Bcas1	Bcas1	0.002018865563228037	0.014386008733438585
Gmeb2	Gmeb2	0.00273158372073826	0.02831286933541835
Cav3	Cav3	0.0020322217971408102	0.08022751744092774
Sp110	Sp110	0.01614282682120885	0.024893474669774297
Soga3	Soga3	0.008376533914510353	0.03384126092383798
Psme1	Psme1	0.0038993580972043417	0.002931690346399967
Rfxap	Rfxap	0.0020011340935948536	0.0020013442528462417
Thrb	Thrb	0.002009919552532242	0.002347087711407501
Bex2	Bex2	0.002001106053880326	0.005894437609854993
Wdtc1	Wdtc1	0.001997622900067922	0.002277479597770982
Bace1	Bace1	0.001998025652156086	0.0025662970049325604
Nrk	Nrk	0.0020706529795553076	0.0038142695301312214
Wdr44	Wdr44	0.0020027683926866946	0.005211032699656885
Atg10	Atg10	0.001999900331948014	0.002611882037427337
Ppme1	Ppme1	0.0019996499841602967	0.008341730622663726
Bcl10	Bcl10	0.002009618773331104	0.023337494243510823
Cav1	Cav1	0.002003210412990221	0.005679876227497025
Xpot	Xpot	0.0019973117863682777	0.0020329747027280918
Irf8	Irf8	0.005976596654649991	0.0459004073586457
Ogg1	Ogg1	0.002008608501428002	0.006023875202298353
Lpin2	Lpin2	0.0019978270813303957	0.002445471401620882
Dip2b	Dip2b	0.0019975987032482705	0.0022401053684468837
Tbx4	Tbx4	0.002077570280830229	0.007016250963774214
Stau1	Stau1	0.002000048620360104	0.007455958304729043
Peg3	Peg3	0.0020039252084379277	0.00787049671500749
Rdh13	Rdh13	0.0020027480265183955	0.002703277510491539
Ccdc8	Ccdc8	0.001999260054772012	0.0020343768096022815
Strbp	Strbp	0.00200043989102384	0.022536946910914693
Sarm1	Sarm1	0.0020307895126924656	0.01891464024418724
Mmab	Mmab	0.0025595581017043754	0.003528669814715431
Ttc28	Ttc28	0.0020021274355897737	0.015524694932305053
Slit2	Slit2	0.003972149936206399	0.002063465401107213
Praf2	Praf2	0.0019995261352168505	0.02569284983844285
Mylk2	Mylk2	0.002088326389847222	0.010871194002217878
Rnf31	Rnf31	0.00829808444112361	0.010770191910351066
Fyn	Fyn	0.002000633268709012	0.016933609633447484
Kcnc1	Kcnc1	0.0038909968960943258	0.008260076412613114
Klf4	Klf4	0.0023851796680377994	0.017949204384496386
Blnk	Blnk	0.001996396522747419	0.0025625571328929705
Tulp3	Tulp3	0.001999772542795177	0.0030543960140045575
Hdac7	Hdac7	0.007528319682597698	0.08272833963057852
Taf1c	Taf1c	0.0020095899363255514	0.0023834083162257427
Ilf3	Ilf3	0.0024548253518616096	0.0038588690192995203
Scfd1	Scfd1	0.002283002234333936	0.0022903028032504463
Dsg1a	Dsg1a	0.002095205937832545	0.046001073621971325
Foxe3	Foxe3	0.0020843655881500845	0.0022694721417359696
Kif1b	Kif1b	0.0028732817494915874	0.009734053027035247
Stx11	Stx11	0.002020360937577081	0.0027657935008468426
Wtip	Wtip	0.0020051245282030066	0.006105313378484618
Acsl6	Acsl6	0.0019998114485854914	0.002946686334571442
Zfr	Zfr	0.003195558448302317	0.0033107921033485354
Ddx41	Ddx41	0.002003066616400667	0.004197989675586283
Psmd4	Psmd4	0.0020012371029491634	0.0028142028322450893
Prc1	Prc1	0.002000438853263891	0.03873450700153307
Haus4	Haus4	0.0020074754191875665	0.007041116408454645
Cdk1	Cdk1	0.0020170865129456404	0.0615849501172076
Fras1	Fras1	0.0020052690232335462	0.0020541149049068856
Tns2	Tns2	0.022620709352858516	0.07273363187492438
Pgk1	Pgk1	0.001999879236058241	0.00228386619623176
Impa1	Impa1	0.00200038136390681	0.0022743463080407943
Gria4	Gria4	0.0049767845915056974	0.005528809682694084
Rab3a	Rab3a	0.002338707526981786	0.0066140749033803655
Taf1	Taf1	0.002000975063690596	0.0058402388967014884
Bub1b	Bub1b	0.0020026414858773708	0.02776952076415509
Kcna1	Kcna1	0.0020022047917019536	0.0024698435702132115
Glod4	Glod4	0.00199964681788584	0.013654921387429044
Ccnc	Ccnc	0.0019991124105843924	0.0020003084429749793
Ypel3	Ypel3	0.002000949517706822	0.0024817605014889085
Bmf	Bmf	0.00200310960933703	0.014607866110315115
Parp2	Parp2	0.00200082145055778	0.01987278887160611
Nxt2	Nxt2	0.001997190925675606	0.0020782852428078056
Arl8a	Arl8a	0.001997342633789175	0.0047662428638342875
Chodl	Chodl	0.002020327868361162	0.0020394269898675673
Inhbb	Inhbb	0.00201364338898818	0.007321604256600838
Mgst1	Mgst1	0.0020110537661742482	0.0020378253541453676
Fanci	Fanci	0.002008483476305916	0.009682080872671939
Ccr5	Ccr5	0.0020258305497610277	0.042172947646872946
Naf1	Naf1	0.0022461065821767602	0.012897866588761641
Lamp2	Lamp2	0.005447128297402584	0.007689624730655309
Limd1	Limd1	0.002000612893511262	0.0022755619764954957
Cbr1	Cbr1	0.002002999767656167	0.011342962331260463
Pqbp1	Pqbp1	0.002492089560281715	0.02180199385038444
Taf13	Taf13	0.0020033329282606567	0.024663271291105335
Hunk	Hunk	0.0027995281013052102	0.004815334051051016
Ipo7	Ipo7	0.001996518180638541	0.015024074433288596
Peo1	Peo1	0.001999661117051172	0.0020433414204789396
Rrp1b	Rrp1b	0.002850975098524971	0.005426220169263169
Slu7	Slu7	0.002003240957857817	0.0023173790864563877
Tle3	Tle3	0.001999093919816949	0.010997583153377951
Dtx2	Dtx2	0.002003567374272187	0.03060543703538714
Sox8	Sox8	0.03912376954676068	0.1620341318067991
Ngly1	Ngly1	0.0019988104957630944	0.0020317054137448734
Vrk3	Vrk3	0.0019973095932749605	0.01070619027161452
Ghr	Ghr	0.002483280565465818	0.009035886085680947
Bcl6b	Bcl6b	0.03128046032783846	0.13566072890271907
Glis2	Glis2	0.0020052346568361448	0.020004448047322737
Bcor	Bcor	0.0025558577428482004	0.004943371839246017
Esco1	Esco1	0.0020063860286526247	0.014087712018737408
Abt1	Abt1	0.006640676947558426	0.016660651061586818
Synj2	Synj2	0.0019974990262889704	0.0024124469058319953
Thoc2	Thoc2	0.0020102895345776115	0.003838964029435755
Mafk	Mafk	0.001997751946016877	0.00589175273144537
Psmd8	Psmd8	0.0020002880246795906	0.019550762158496954
Rbm33	Rbm33	0.0019999976505033538	0.03672656674866304
Mutyh	Mutyh	0.011602922631170355	0.020390362246535093
Ubxn1	Ubxn1	0.002000535023746899	0.002937839655101877
Naga	Naga	0.0019981811323103323	0.005274139398002028
Prps1	Prps1	0.002004110517889047	0.01685945219626046
Cd80	Cd80	0.0020472313427543436	0.07996311138858643
Cxcr4	Cxcr4	0.029010110648018603	0.029248838487792993
Myo1g	Myo1g	0.0020229823194551216	0.04648654133448328
Kdm3b	Kdm3b	0.002003832163833363	0.002386808768115272
Nubp2	Nubp2	0.002004148111044108	0.013964887980958966
Vdr	Vdr	0.002003263132152614	0.002116268756113598
Acsl5	Acsl5	0.0019978807410875677	0.018568773094942516
Klc1	Klc1	0.001999213886440795	0.002581682777622842
Tekt4	Tekt4	0.0020495071830701566	0.0022674751912384735
Ing3	Ing3	0.0019982210832576366	0.0037502003534373588
Med19	Med19	0.0019990179481164483	0.003747767341228432
Pld2	Pld2	0.0020052045669276732	0.03207055516797535
Bspry	Bspry	0.0038973157004371863	0.12569327011427345
Ap3b2	Ap3b2	0.0019976008968180924	0.0024871056564936297
Ltn1	Ltn1	0.0037345208529010417	0.01827911430999027
Foxk1	Foxk1	0.002002275772437936	0.011349891382601207
Cept1	Cept1	0.001997080438448045	0.0023812250317856603
Ubxn7	Ubxn7	0.001997938372186888	0.004617710419869061
Cer1	Cer1	0.0020108905714577717	0.0027760728822231804
Reln	Reln	0.0020099535568801345	0.0026215359867986163
Med25	Med25	0.0019985121746859944	0.0020751541736850356
Ski	Ski	0.0019964822241012982	0.002782860786260217
Fbln1	Fbln1	0.0020240268900561104	0.017624845171302413
Gria3	Gria3	0.0020048410641291025	0.0038718305442275516
Il33	Il33	0.002009221547029309	0.0020874381194474043
Map4	Map4	0.0019965639317080872	0.002558099607615851
Hdhd2	Hdhd2	0.0019984659009330595	0.012176085251129476
Smad5	Smad5	0.0019969509366282254	0.0020209239872556826
Icam1	Icam1	0.002018111598070758	0.007379133001838831
Efna1	Efna1	0.0019992432208924197	0.0020076344475510616
Ing2	Ing2	0.0070478218621286845	0.010018123868109914
Sox2	Sox2	0.003224136784812331	0.04419943647111684
Foxp4	Foxp4	0.001996790615934052	0.01030688701988851
Ipo8	Ipo8	0.0019997697132518874	0.0034985515399456562
Taf5	Taf5	0.001997678681569659	0.017346947069632235
Esam	Esam	0.004177468752188391	0.010605555047830369
Eps15	Eps15	0.0020734488897284037	0.008865195097127626
Tpp1	Tpp1	0.0019968675442527664	0.0020131461739820006
Grb7	Grb7	0.0020309963407561305	0.012630666977383471
Tacc3	Tacc3	0.0020088620788919053	0.007712286996702865
Kcna2	Kcna2	0.001997868987550602	0.00844068234173699
Ubl7	Ubl7	0.0020034024171473653	0.01481404814541803
Ash1l	Ash1l	0.0020017261533459368	0.0063194989532815524
Sde2	Sde2	0.002347197032483068	0.01885473296750236
Ap3s2	Ap3s2	0.0023244112071167584	0.002341954812783147
Dctn6	Dctn6	0.002001339816913782	0.01673470498694139
Psrc1	Psrc1	0.0020012792278127772	0.020720141598930233
Rpap3	Rpap3	0.0019981527350536577	0.0020251232862195296
Copz1	Copz1	0.0019984397312830817	0.007997730875858792
Lyn	Lyn	0.0020114439416320682	0.0025495489873699254
Pgam5	Pgam5	0.0020025523715849706	0.005298041700619616
Dolk	Dolk	0.002319599542867215	0.03082055413211743
Dcakd	Dcakd	0.0027007505113667125	0.011295228602471135
Plrg1	Plrg1	0.0019999912575459733	0.002693876421779115
Wbp1	Wbp1	0.0020059883302431148	0.006066624620548141
Api5	Api5	0.001997676480705586	0.0027563303770490617
Inmt	Inmt	0.0020155049433370213	0.0360359934970149
Casp2	Casp2	0.002314095139090053	0.020147187674854072
Ptprc	Ptprc	0.0025583673084316723	0.09498161543196446
Crip2	Crip2	0.0019978454598522885	0.008602803668528995
Plec	Plec	0.0029201807068114276	0.023663525950610106
Psme3	Psme3	0.001998560095328593	0.002335590422294627
Wsb2	Wsb2	0.00224898158562347	0.005299916459960219
Gpm6a	Gpm6a	0.00428658847116714	0.01278423357475165
Sv2c	Sv2c	0.0019995127418606655	0.0020048950909947547
Pick1	Pick1	0.0020015838284216303	0.010836484859707314
Epha4	Epha4	0.0020159126839859143	0.0023185472725730195
Trpc6	Trpc6	0.0020036337206667926	0.0021263560061495377
Taf2	Taf2	0.0019980644685401207	0.008662755573134256
Rarb	Rarb	0.001997400214801522	0.03771457160709374
Myc	Myc	0.002754165475225597	0.007703252415655329
Btbd9	Btbd9	0.0020007396379228474	0.002531594447662103
Cdc27	Cdc27	0.002002368647811515	0.0021686201523738818
Eya1	Eya1	0.002039684171663357	0.015435770704666575
Net1	Net1	0.02416664196375111	0.030394740249343955
Rbm39	Rbm39	0.0020020302208255754	0.003935016175430641
Nosip	Nosip	0.0019972912701969677	0.0036214607498131976
Sf3a3	Sf3a3	0.0019968166016752294	0.004655474585622911
