source	target	score
YBR081C	YBR111W-A	0.7578707013732621
YDL208W	YLR175W	0.757854867372375
YDR484W	YDR027C	0.7578311157507321
YNL290W	YJR068W	0.757823198378091
YPR173C	YKR035W-A	0.757803404584593
YFL039C	YOR181W	0.757771733439563
YOL069W	YMR117C	0.757771733439563
YML016C	YKR072C	0.757759856418905
YHR172W	YAL047C	0.7577321426467272
YIL126W	YFR037C	0.7577321426467272
YAL021C	YNL288W	0.757720265005497
YGL201C	YLR103C	0.757720265005497
YKR081C	YOR294W	0.7576965091644541
YPL240C	YAL005C	0.7576885903852579
YOR341W	YBR154C	0.757684630964625
YDL140C	YBR154C	0.757684630964625
YNL232W	YOL021C	0.757684630964625
YJL128C	YER118C	0.757672752578579
YPR190C	YNR003C	0.757621277420322
YPL031C	YER059W	0.75760147835125
YNL232W	YOR001W	0.757573758785242
YKR048C	YOL012C	0.757557918577847
YJL124C	YDR378C	0.757518316610232
YDL030W	YJL203W	0.7575064356162259
YCR057C	YJL069C	0.7575064356162259
YML007W	YBR216C	0.7574945544358721
YER012W	YGR253C	0.7574905940010079
YGR195W	YOR001W	0.7574905940010079
YER012W	YMR314W	0.7574905940010079
YGL115W	YGL208W	0.7574905940010079
YGL066W	YGR252W	0.7574905940010079
YER012W	YGR135W	0.7574905940010079
YER012W	YML092C	0.7574905940010079
YDL140C	YML010W	0.7574905940010079
YOL082W	YBL078C	0.7574866335454381
YBL016W	YDR480W	0.7574866335454381
YGR163W	YML121W	0.7574866335454381
YFL013C	YGL150C	0.7574787125721751
YGL066W	YDR448W	0.7574787125721751
YKL203C	YER093C	0.7574787125721751
YDR392W	YBR081C	0.7574787125721751
YLR229C	YNL298W	0.7574628703771559
YLR175W	YNL124W	0.7574509885134479
YBL026W	YLR438C-A	0.757447027850793
YDR113C	YGL003C	0.757439106463351
YGL112C	YDR167W	0.757395537351522
YML001W	YDL077C	0.757391576398893
YAL029C	YKL130C	0.7573796934167171
YLR212C	YNL126W	0.7573678102480991
YML121W	YKR007W	0.757348004552729
YKR038C	YGR262C	0.7573361208868891
YAL043C	YLR115W	0.7573242370345742
YHR069C	YOR001W	0.7573202757090289
YKR002W	YAL043C	0.7573202757090289
YMR231W	YDR080W	0.7573083916080691
