Node	Core	Weight_1	Weight_2	Weight_3	Weight_4	Weight_5	Weight_6	Weight_7	Weight_8	Weight_9	Weight_10	Weight_11	Weight_12	Weight_13	Weight_14	Weight_15	Weight_16	Query_1	Query_2	Query_3	Query_4	Query_5	Query_6	Query_7	Query_8	Query_9	Query_10	Query_11	Query_12	Query_13	Query_14	Query_15	Query_16
YPL153C	True	0.36987523358272495	0.2527094055216297	0.24701202121860824	0.09685964660514497	0.046072116307839264	0.2112947395748677	0.3940037051830175	0.5326076034093452	0.4965462528887335	0.3603955774502744	0.07186221350887	0.11592314059581135	0.13485535192287776	0.1679356525483965	0.12883598433889615	0.11404506540228893	True	True	False	False	False	False	True	True	True	True	False	False	False	False	False	False
YLR079W	True	0.15570467428495915	0.20442545588391808	0.2846143208577779	0.4147750981476927	0.37936170035164735	0.4039889432335884	0.4206158134255256	0.3391375410760249	0.021362562596050436	0.4856294021890738	0.4185464261662149	0.4512210120368338	0.4001809093020751	0.2913452917926331	0.24974167584392146	0.2106446010142104	False	False	True	True	True	True	True	True	False	True	True	True	True	True	False	False
YPR120C	True	0.3177466048526228	0.2183575166980219	0.14008049170255624	0.0643551802082479	0.08662168486674479	0.17398759001575498	0.3094806269813834	0.4065647147421293	0.4075587086741718	0.3183569986338726	0.016842614855736047	0.08503776379652543	0.13803958642247946	0.13180228484237466	0.11536695917499246	0.10130223786939123	True	False	False	False	False	False	True	True	True	True	False	False	False	False	False	False
YHR166C	True	0.006169938774402122	0.02310975965869215	0.018286370488362156	0.019767419018700425	0.04494057353520087	0.04983706085209404	0.038337520680469764	0.006060890270298197	0.05083531503525651	0.04948556211123696	0.023701142052991224	0.036242161468801166	0.027803729205551662	0.03150935585019782	0.014368724434686038	0.028258965922228336	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YLR272C	True	0.0665418621299228	0.1245297693406713	0.15853554515458865	0.16686630972157626	0.135275274568646	0.13490604427512795	0.05932264719474493	0.05323812142033147	0.06677821649087233	0.20765836236647411	0.15662403330328095	0.13840267260203626	0.13553682806044565	0.06835511339184193	0.03589767738507421	0.04776827422725805	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YBL023C	True	0.12676939532572196	0.03647701339573446	0.2347469440651239	0.3401649335415712	0.377441465259986	0.4012913775602987	0.16566378210451466	0.04729800688147598	0.20161761762499575	0.26413442871734805	0.1792412590419004	0.2332606701264121	0.22451206175442365	0.1428584285271718	0.08804488819350582	0.02934975303874556	False	False	False	True	True	True	False	False	False	True	False	False	False	False	False	False
YAR071W	True	0.1827761588529795	0.11482069138987523	0.11073984709189548	0.11859393844315387	0.06169000897575769	0.06182706140907554	0.05829036454495923	0.09512860356569243	0.09915019251652564	0.15437561937431765	0.06602941506336236	0.09398690375543342	0.07464350611847557	0.1113038620115148	0.0694259210823034	0.036655798652189736	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YJL157C	True	0.22882921768456335	0.2067506477375755	0.2857222308470019	0.12204834817953344	0.0293196156850825	0.024941706201182988	0.05680362771710783	0.033694064886582574	0.08496309670219705	0.2549964451343634	0.24007283718657896	0.2024076113473015	0.14157432773361514	0.08664487555662792	0.038867202878992334	0.04752636547216908	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False
YDL017W	True	0.1077113152979162	0.07396694665202866	0.05061332874256631	0.08505631806854852	0.027057180825483286	0.011120736346787341	0.09171572087959867	0.1844120442751172	0.1599133044717979	0.07527396609743503	0.06424822014778975	0.00748779148286077	0.009038089724636213	0.01136510867213944	0.039279176847960715	0.029073979644690717	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YLR127C	True	0.030068170656454164	0.0013108316082528265	0.01257558646056671	0.030009000426517482	0.041860776900810144	0.007112616715485362	0.022960914105131784	0.008843332367348463	0.043928431465206065	0.02021558632543791	0.0280499611518792	0.030712913936961562	0.046331762575499084	0.013971682258158627	0.04489960348024382	0.03222574799312486	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YJR090C	True	0.08740866245111119	0.08052035900583193	0.093209910170152	0.04198659358456455	0.031305945325869826	0.002321029255065317	0.029134607863742876	0.001986112590749259	0.023057301954315323	0.03080390657154218	0.12485134870331095	0.011648997751760738	0.042645993036836964	0.05250921300007808	0.036040940601271367	0.010643338148962577	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YPR019W	True	0.05430429758758525	0.08173601212071675	0.2598257606292533	0.3280790683075022	0.3387162098986317	0.2217294989792727	0.04035974195715196	0.10431241867942423	0.16791763796177991	0.23069256669977525	0.18794989313633748	0.1821357803571903	0.1536648768231678	0.1360148810352658	0.07277136460128611	0.012342078480364069	False	False	True	True	True	False	False	False	False	False	False	False	False	False	False	False
YLR176C	True	0.06784879722201388	0.08272904363567543	0.09445430044707748	0.11573736855407465	0.056816965481352816	0.012801727401123456	0.008765704784873957	0.013226363726990636	0.03202621959501778	0.06474849348802916	0.16679186254000655	0.08805146612046802	0.042879296191621716	0.014646140063066469	0.027617307547619985	0.02782869544601949	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YDL179W	True	0.2811720355924992	0.2960806862050627	0.5067041438439825	0.4917726771603776	0.5825230007003079	0.578203496762683	0.6106063028347906	0.7613845899392628	0.08908365677381325	0.7298214715472378	0.6899280706823564	0.6616697517335289	0.5986140787393803	0.44570028038046505	0.3849571253900933	0.3595876972116395	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True
YNL289W	True	0.4228155410343459	0.2865615874671095	0.3184837600066196	0.196159173874482	0.07103046045483574	0.10279630886296733	0.24577035872499484	0.5156973372447151	0.6183506921520081	0.6892186317982804	0.2463560258107312	0.08590905425906002	0.054680492330622464	0.1786250668232428	0.21125499841248602	0.19392778820782436	True	True	True	False	False	False	False	True	True	True	False	False	False	False	False	False
YJL030W	True	0.061996725981510764	0.036970308246914114	0.05142752688237286	0.03580113624676917	0.017519760999116375	0.03804184118781353	0.006020867793332126	0.01073653060340329	0.01745431961471059	0.05391686952309675	0.03931141394971343	0.035203423968702977	0.029781526163849624	0.03593877100159445	0.03130248476135433	0.00784804143149092	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YPL256C	True	0.4122293793185829	0.2950004644933044	0.2889287973549053	0.19499878377768498	0.04581335298838279	0.11779493131432987	0.35332107022507714	0.6669423530825391	0.7092645232023881	0.6739432567548045	0.22774622827585955	0.01154099127164262	0.14772288344305412	0.2218412775979648	0.227734728676236	0.2615936020155753	True	True	True	False	False	False	True	True	True	True	False	False	False	False	False	True
YBL084C	True	0.043163811545625735	0.019678753029797703	0.01999765696094306	0.031552564587898166	0.05156549369228503	0.06096614539214749	0.01845225669930567	0.04395493990624857	0.012351944631947984	0.02989252456952394	0.03652827962612662	0.020235920032621604	0.0618221623751424	0.024463002581862882	0.025457359384794463	0.05875070023161751	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YGL201C	True	0.08575444897962918	0.04707578141926549	0.2021421699815604	0.2363772947880531	0.20991688036030534	0.1297207621822309	0.04092314839408226	0.02631745995690596	0.09308428823241544	0.1297963224124815	0.1289316276285446	0.1739013427012462	0.14039759951633518	0.08335284727601608	0.013951788806231605	0.017133471737780643	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YDR110W	True	0.07251237067240636	0.05538787958199575	0.03379960466482715	0.001809890846210722	0.037145046681691184	0.04931073888013756	0.054754798815833464	0.00952117910931354	0.03816387679048303	0.031811412286637315	0.01560894680969849	0.0066071282875230725	0.011648462004835769	0.01585620247363274	0.009926526715197745	0.010311443092511668	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YDL106C	True	0.00717785942567851	0.005452962849066875	0.015920675582282686	0.014330730604882672	0.03933293667414595	0.04961308557672135	0.05124631430617948	0.038671834842490926	0.05601464841062063	0.022050031697343132	0.02467479292126599	0.0032403405368454648	0.03505795122972385	0.017554147014101715	0.02395315297217911	0.021745862445177868	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YBR135W	True	0.02111836647043362	0.024449473075258882	0.06782153994447841	0.026241910025304908	0.009612955425533051	0.030257186598103662	0.050148452270554665	0.045976951372842925	0.039736465877641736	0.07218488227773655	0.04297590129122409	0.04596127483205669	0.006401219306334765	0.02409526601107722	0.017614695850545627	0.0015974659347789096	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YIL026C	True	0.3466753155283149	0.2485733214253789	0.212550742713095	0.0659800335270138	0.040000876862826704	0.15663131429919014	0.295899695641628	0.4721358274841022	0.3956327574446981	0.2406144211026239	0.10801153801420056	0.054250696712253216	0.08838520711919243	0.1210929395871612	0.08048906915883522	0.08889992320023654	True	False	False	False	False	False	True	True	True	False	False	False	False	False	False	False
YJL194W	True	0.024343991144831826	0.1154668567611656	0.14287651848605576	0.1113339548055652	0.0384044607948731	0.03156956395650748	0.11414852683236225	0.22280409002905024	0.020213618354775986	0.19410242616252715	0.1904067411053648	0.20936323758600095	0.15959053400359827	0.034899158467515214	0.023940701720364232	0.012435847382280669	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YGL240W	True	0.058141367718470165	0.02621074377692778	0.008438755309646759	0.09550926471323937	0.0456246518418855	0.0728761533798405	0.038914437796590234	0.03646322634495791	0.014904441855507612	0.08141340634600698	0.050363735283597874	0.08939023330567868	0.04777714416380127	0.009282666676303385	0.03665819228042043	0.041526767614580185	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YJL076W	True	0.03811379475089522	0.029717073019776087	0.015415604115076434	0.0036057162527694327	0.06690151586842114	0.10993548649325027	0.09774659279558058	0.05523896377861948	0.06583420706799717	0.012718983090973605	0.04323358504308703	0.01491882865213887	0.04333828857492155	0.04520213281644255	0.05012111153392618	0.060136302066131166	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YNL261W	True	0.026894479951778055	0.02682179933951719	0.052031416021431486	0.035309269687447374	0.03187842693053189	0.07495911763067832	0.06460643608189531	0.0025188082373365345	0.035876438221213953	0.0207183563708584	0.005578131898556499	0.04651944667932634	0.07793374660134636	0.043607161501123315	0.06692202089039037	0.0650414884801439	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YFR036W	True	0.11265242008327778	0.08426464745999174	0.11619936170645682	0.18221504057570356	0.04783486685569955	0.02017498840352128	0.04333054212762186	0.16833825226056096	0.15315987072103487	0.045410138557151286	0.10012251517726968	0.02561244318942464	0.040912630708854265	0.05950416918229105	0.003476380252906116	0.06638904114576416	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YDL132W	True	0.0751327494461301	0.08457063804228772	0.10257177658793028	0.07522657516406142	0.004287229990145686	0.03327950852131671	0.02011033562058287	0.05027045802519397	0.08751517756712715	0.0208461574927454	0.037835474469157984	0.030996334741153788	0.018391725756176987	0.04695160909021224	0.022088627619970463	0.024327430523887767	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YCL061C	True	0.2975065887462061	0.21834160009755535	0.17769456794330998	0.05058452237928753	0.05664421128509736	0.1868547157660021	0.3263716381632241	0.4943404294318352	0.3970906978337533	0.2200712349141992	0.04338371638011769	0.10611801285946908	0.1454940731679341	0.1142586153332294	0.12448141441491925	0.09019067461037326	True	False	False	False	False	False	True	True	True	False	False	False	False	False	False	False
YFR031C	True	0.07904560187597512	0.05277914326837011	0.050208921153806665	0.1015116875436716	0.10542996945872367	0.07571629772943693	0.030719510848916262	0.01658697625741144	0.047727809168567434	0.11269340249611301	0.11961181950482	0.02235326971914095	0.02761675206109648	0.039621296394045526	0.08971801555071658	0.05007955344240144	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YGL003C	True	0.053485153958152995	0.0587433452419602	0.05322051853973592	0.02406169815410525	0.01510932584550492	0.043994792581462994	0.08866255037742808	0.038161494721126066	0.02725081616142231	0.0529353571929358	0.007785799468317142	0.011835835014322126	0.008379899110320083	0.04754835564410358	0.015002207910832819	0.004102612147943628	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YDL003W	True	0.4793473767849528	0.3505185894001132	0.3164845407330624	0.11654216154033074	0.03829377994070185	0.19404626297777972	0.3404154675494557	0.5924631988469156	0.7022459234904146	0.6375358304701543	0.19989283423669954	0.10570448279690783	0.17948222351653215	0.16757382691160336	0.17270551958886546	0.1736756306443813	True	True	True	False	False	False	True	True	True	True	False	False	False	False	False	False
YJR046W	True	0.0047785813565954455	0.01730035269151579	0.02946876028479816	0.026255535766421426	0.04451082768317825	0.0024246273571148264	0.002318403111710134	0.05748081897375755	0.03330562420773053	0.03414195469560538	0.020637618981479252	0.010349804331388029	0.018117120488247648	0.01099170439208772	0.007142053877796877	0.015786137775008615	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YHR118C	True	0.07638879184540155	0.03693543871890668	0.028919123247774906	0.01185915165794623	0.0249726487958817	0.046826409042187433	0.017489011958119426	0.04345207044221081	0.007226621055679516	0.006931609154626271	0.0380756992283991	0.023893983480768682	0.027281542506140653	0.0065163170091061115	0.006728192193677625	0.038491045006018666	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YMR036C	True	0.03729377873714578	0.009153907158389856	0.03675542621966905	0.08801009389350786	0.08526455040516295	0.09046729814548772	0.05950430655593145	0.05169255717625755	0.011945966779179258	0.008286181586252644	0.08947724980668523	0.08597473595980941	0.002842276546390881	0.07285163239626595	0.04394866029548362	0.02041147969516803	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YIL046W	True	0.02553897919749861	0.013683652222139736	0.10995257481434767	0.08038005840069902	0.07002616183412468	0.07164186404717908	0.03681602983424546	0.01979707780100653	0.060814013758799024	0.029027087100431226	0.02476566776174124	0.028535635332754036	0.03989258202255876	0.021723346532650758	0.05404679534171277	0.06927795466451518	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YDR499W	True	0.08978758651009633	0.06546934323347671	0.06856917703416003	0.06415926307241501	0.0010319709702731634	0.02242561170703164	0.045224554349640136	0.12281061024236102	0.024764161125090216	0.1969482534430576	0.05380440766046962	0.04328215661469994	0.01149556659902419	0.05539086930833613	0.02971984957810465	0.013394926313292064	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YDL056W	True	0.04275242690404064	0.025966844752901	0.05593417630550862	0.04204252976103657	0.11520946607043288	0.09025687715859036	0.10207577148928706	0.08631246071227479	0.05036038713105291	0.029301583993374843	0.02109908825351615	0.05324715620789758	0.08069901443359516	0.0942031285897205	0.06791279672812532	0.049869283322792314	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YGR092W	True	0.1915591342138328	0.3029783114643373	0.3912852719964609	0.44893118959614975	0.3707477979031317	0.15954298311791842	0.10125222989172096	0.3340964426464055	0.39981289500342027	0.4381279161739933	0.28398810484028864	0.2643421273384938	0.18336526630890546	0.08727302225513182	0.06214807486531915	0.012876278170959364	False	True	True	True	True	False	False	True	True	True	True	True	False	False	False	False
YDL134C	True	0.02894621529321105	0.04222563906287265	0.058735246136891385	0.009159716061012398	0.0045625262066812	0.00885884892199593	0.03625379572136194	0.02683007480399541	0.0372503905031816	0.04099311015108815	0.032649858566581785	0.002944643523640464	0.001403476639979679	0.010254123438218452	0.005990163169673482	0.010464406112912241	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YLR102C	True	0.05738059033858405	0.0570722219400278	0.08189740612317145	0.02398920144872437	0.031220005330921306	0.0227337714612362	0.05768999503773905	0.11700047064598912	0.023199499706027776	0.03780773677602586	0.1111964469770107	0.033299493156389394	0.05366309118764297	0.005980076926817506	0.012604592354809315	0.014385164619067971	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YOL001W	True	0.0090675333236363	0.03349537928523563	0.04254372145476018	0.019886648037505558	0.009438062902155991	0.007915685769474497	0.020823513677369947	0.010840377948537934	0.06985113554776863	0.06246235665146145	0.0021734951389620143	0.009712493383882505	0.03096133365212532	0.009276958884558937	0.02184646749107628	0.0012302615839458898	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YGR108W	True	0.6148963101737225	0.4784677412649862	0.26954195742507725	0.10047578229416114	0.3021942410608092	0.4339932350898786	0.4437947650002405	0.4894752621667921	0.4648968338162236	0.2891714768390405	0.11441791370805528	0.04171159657394556	0.07607366504630172	0.15363194608531602	0.2245721925478538	0.2483992779537391	True	True	True	False	True	True	True	True	True	True	False	False	False	False	False	False
YDL188C	True	0.06402242221733846	0.07283039677928464	0.08289057230852091	0.022604356483224515	0.005940281671178257	0.006956963031678379	0.016146065618186392	0.032823701902397764	0.01988097340594288	0.027523193539336785	0.04051325298024715	0.05203960068208692	0.07963033744049645	0.05460099558618939	0.05660819405371195	0.0552019178362448	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YML064C	True	0.1347034660013018	0.0733677651809656	0.024360200417208933	0.047133159342029135	0.06462571436520362	0.07906510559613572	0.09230393578207258	0.15079928856799735	0.14447884139143555	0.166073013796483	0.089963667417138	0.02449573398266581	0.08173597384223825	0.038622994642435834	0.04979297138563979	0.1482001591719847	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YPR119W	True	0.5486044954035108	0.3995771026049387	0.20297035432313085	0.04057623025123678	0.20790403422656456	0.3050861475696325	0.3556781410325361	0.4885253139368618	0.4711990405015261	0.3404922813632012	0.11592810470598965	0.03630662996961415	0.09481129722159498	0.15298695777294555	0.2090329935363851	0.18324792724280986	True	True	False	False	False	True	True	True	True	True	False	False	False	False	False	False
YDL155W	True	0.0361499453030561	0.0481442845696388	0.12745661986667034	0.10316783614743742	0.06516733351299445	0.082040452453094	0.05875181378318808	0.0013835484555520835	0.05408038132276929	0.0953879702412942	0.05281597432223455	0.053936051743165535	0.07600794184379883	0.0670521928159897	0.015954275705074576	0.037813962983643715	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YOL133W	True	0.0821584457972737	0.07455474404164178	0.1304504724473581	0.08453833378599768	0.03306123274604242	0.058870905985952925	0.01149801202509072	0.01241424309507167	0.009581947610126507	0.050162015888814714	0.17849915517772225	0.05855630894953144	0.0625188495069654	0.08023380415163646	0.04409744065151066	0.015358256588453325	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YGL190C	True	0.08680735112707871	0.06486102132297303	0.03693136662620252	0.0027647466437514595	0.01330356060288058	0.041931498058464266	0.04145264437453302	0.047370535707153834	0.07534138088591187	0.03442886272580326	0.015599195361706075	0.0126256633568207	0.00318168743434708	0.03169811163611338	0.016837185380584554	0.006941274280616245	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YJL187C	True	0.21436071525711453	0.19700404833892374	0.18309451661339102	0.11293311052170595	0.03065132224037658	0.06716865210349998	0.15263289497925184	0.28109386973412986	0.3068293239969184	0.3231512429150165	0.1456339244444958	0.03090668814205469	0.057202586895534216	0.049926663496633716	0.08337131758461283	0.08343826863771135	False	False	False	False	False	False	False	True	True	True	False	False	False	False	False	False
YAR019C	True	0.04302956796553227	0.013149277220772537	0.010618604827615372	0.0344352404166655	0.030799029711609076	0.029113487050294564	0.031624662400438014	0.043969411547329515	0.1078257079828665	0.024282636229943384	0.018234533795302096	0.006733294719423032	0.008740271185152863	0.032048205235371816	0.022197317250732148	0.004729931755787789	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YDR146C	True	0.894023146243777	0.5356865225086389	0.381188386659222	0.043983338762401736	0.2279226964706903	0.423438720287984	0.4741202174625739	0.6014881031688862	0.5099960908706654	0.4410755738057337	0.21299452383939765	0.11833343450314987	0.012456668204593931	0.03468782859190109	0.20120911361753646	0.2217663483345412	True	True	True	False	False	True	True	True	True	True	False	False	False	False	False	False
YAL040C	True	0.12007065056600642	0.18566507735404011	0.22279320347868936	0.11138260236287027	0.036628451537642416	0.020120661236768426	0.05888467841138656	0.13535197265657187	0.2301209710583841	0.2698601774935941	0.12981488906969282	0.0678141304836318	0.04900769572145747	0.0057718443454713815	0.029801642940153094	0.06496123441490495	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False
YER147C	True	0.06250924266000234	0.05233845965740083	0.0474631059542413	0.0025316739638711647	0.01578293805247947	0.028692649339552588	0.037241498894525334	0.0587631434027709	0.016237806366273002	0.02440514033465808	0.001931914860728971	0.012287957712957657	0.035871192287043684	0.007082848927405334	0.026944372473553156	0.020322817142513033	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YNL172W	True	0.12445081625296545	0.14962082162123172	0.12662433999491446	0.011926144442491021	0.10386990997041758	0.1454253671609798	0.14105131664066164	0.1927942929378237	0.14342229528426662	0.1140910038320472	0.02214385936456615	0.0018736537122346316	0.07995016622177678	0.06720934435187388	0.05842316993144325	0.07533055277583094	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YOR249C	True	0.016504899461187227	0.01241202533989947	0.023475402344333256	0.006759165290219689	0.03916043124539339	0.040274344530111625	0.05384688867832545	0.06290261588899816	0.0026154069204289533	0.020938478821811126	0.07228636367377762	0.007080629148929427	0.012400308584456524	0.06747410311408365	0.022914627692960137	0.021630258270630268	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YMR043W	True	0.13189758819360525	0.09687951946728368	0.08125261445612514	0.0602546967578497	0.012852963572795351	0.0402743499197493	0.04706840301941434	0.02177353916522631	0.03088909471129105	0.059227339853055824	0.10694625669351696	0.07150186819241187	0.03613529243602594	0.041100912171869744	0.013326537008120792	0.013963336725815154	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YKL022C	True	0.03973384190639063	0.031992740666747316	0.028613950642921524	0.004861687874668285	0.030900298236411574	0.06889597175756641	0.07690004903022507	0.029890799380273145	0.026710314379503927	0.012827902240937994	0.023694450653961918	0.014819910587607604	0.04361578959050241	0.009699651189961715	0.010488370002137856	0.02262090121292159	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YBR112C	True	0.03287195477065634	0.06936121764084083	0.11807988371346627	0.1098347217229522	0.12660127823122308	0.10528583261842918	0.04704755347251178	0.04008616528530255	0.10192085549668173	0.1046081286317703	0.09685582396308104	0.08769811337468644	0.10097118412345417	0.03990916421447547	0.023608818997144284	0.051159522004072006	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YDR217C	True	0.04797094141440462	0.04737480304206977	0.013513851131537049	0.03407220428546921	0.044125832284996704	0.050879739030156884	0.060991723772153374	0.05415721831379501	0.003211228975047004	0.04344774913246719	0.03552921309946137	0.02277843714855657	0.014574085463156982	0.021192560819903603	0.00503916809012894	0.006977489494182721	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YER173W	True	0.03638588704911675	0.04661522640827872	0.014156761326705796	0.02241016741499501	0.002753736048545237	0.03361254936114267	0.00783573005846912	0.026511288311619637	0.010244300426945466	0.02621838211959741	0.044203674494538714	0.039356100757966736	0.054374799607126566	0.03196826956418112	0.02275413315864939	0.04187870898303119	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YLR288C	True	0.04385337131596123	0.02776677730633577	0.11579659044475253	0.1079758085888957	0.13844601377751906	0.11629679082047885	0.1008012523035243	0.012191934797776251	0.04286593624172615	0.07863787250003287	0.057528127295176174	0.12479058001652793	0.11073633555385963	0.07483014415742686	0.03864558284844565	0.0231959901494844	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
YJL013C	True	0.07565700174258344	0.022509848184138263	0.08757805782960335	0.11763991435505484	0.16392941718098175	0.14635748477484195	0.11190976100970364	0.10808205702757112	0.08857459575609475	0.041801023942949336	0.1981110193176987	0.07506125818544047	0.12366889246801414	0.1056567804675865	0.11180064038797503	0.017203886680130183	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
