source	target	Weight	edge type
YAL001C	YAL005C	0.203297811104793	PPI
YAL001C	YBR123C	0.3652122670447971	PPI
YAL001C	YDL229W	0.203297811104793	PPI
YAL001C	YDR362C	0.3250399975387645	PPI
YAL001C	YDR449C	0.246659684585868	PPI
YAL001C	YGR047C	0.300591916058965	PPI
YAL001C	YGR246C	0.229153332945432	PPI
YAL001C	YIL149C	0.23934285032145855	PPI
YAL001C	YKR095W	0.23934285032145855	PPI
YAL001C	YLL024C	0.2227015940670385	PPI
YAL001C	YMR039C	0.2398483896131055	PPI
YAL001C	YMR093W	0.246659684585868	PPI
YAL001C	YNL030W	0.229153332945432	PPI
YAL001C	YNL039W	0.229153332945432	PPI
YAL001C	YNL209W	0.251863058029557	PPI
YAL001C	YOR110W	0.31697633981103396	PPI
YAL001C	YPL007C	0.2563849644577465	PPI
YAL001C	YPL106C	0.203297811104793	PPI
YAL001C	YPR190C	0.229153332945432	PPI
YAL002W	YAL005C	0.251863058029557	PPI
YAL002W	YBR169C	0.203297811104793	PPI
YAL002W	YDL077C	0.2676074550531055	PPI
YAL002W	YDL229W	0.251863058029557	PPI
YAL002W	YDR171W	0.1522732987099185	PPI
YAL002W	YDR495C	0.33719653023125856	PPI
YAL002W	YKR014C	0.29197003270883803	PPI
YAL002W	YLL024C	0.203297811104793	PPI
YAL002W	YLR148W	0.36945500402620046	PPI
YAL002W	YLR396C	0.371362356735305	PPI
YAL002W	YMR186W	0.203297811104793	PPI
YAL002W	YMR231W	0.374827960536564	PPI
YAL002W	YNL093W	0.24033414239346	PPI
YAL002W	YNL209W	0.203297811104793	PPI
YAL002W	YOR089C	0.37039775917248746	PPI
YAL002W	YPL045W	0.364251973227325	PPI
YAL002W	YPL106C	0.203297811104793	PPI
YAL002W	YPL240C	0.203297811104793	PPI
YAL003W	YAL005C	0.275902156570042	PPI
YAL003W	YBL075C	0.2227015940670385	PPI
YAL003W	YBR118W	0.3663952783538565	PPI
YAL003W	YBR160W	0.218489130164409	PPI
YAL003W	YDL229W	0.285410231070997	PPI
YAL003W	YDR135C	0.24690078979217556	PPI
YAL003W	YDR457W	0.218489130164409	PPI
YAL003W	YER151C	0.2563849644577465	PPI
YAL003W	YFR004W	0.279712128803883	PPI
YAL003W	YHR064C	0.203297811104793	PPI
YAL003W	YJL034W	0.203297811104793	PPI
YAL003W	YJR125C	0.2398483896131055	PPI
YAL003W	YKL081W	0.33832898190962	PPI
YAL003W	YKL188C	0.24690078979217556	PPI
YAL003W	YLL024C	0.2227015940670385	PPI
YAL003W	YLL026W	0.2605427028339115	PPI
YAL003W	YLR249W	0.2642680930418955	PPI
YAL003W	YMR186W	0.285410231070997	PPI
YAL003W	YNL209W	0.275902156570042	PPI
YAL003W	YPL048W	0.26778536181053647	PPI
YAL003W	YPL106C	0.2227015940670385	PPI
YAL003W	YPL240C	0.23934285032145855	PPI
YAL004W	YML109W	0.162654634117814	PPI
YAL005C	YAL007C	0.251863058029557	PPI
YAL005C	YAL011W	0.2227015940670385	PPI
YAL005C	YAL012W	0.3165770048503205	PPI
YAL005C	YAL016W	0.275902156570042	PPI
YAL005C	YAL017W	0.2227015940670385	PPI
YAL005C	YAL019W	0.275902156570042	PPI
YAL005C	YAL020C	0.2227015940670385	PPI
YAL005C	YAL021C	0.2227015940670385	PPI
YAL005C	YAL023C	0.203297811104793	PPI
YAL005C	YAL027W	0.2227015940670385	PPI
YAL005C	YAL028W	0.218489130164409	PPI
YAL005C	YAL029C	0.2227015940670385	PPI
YAL005C	YAL030W	0.23934285032145855	PPI
YAL005C	YAL031C	0.213220543100331	PPI
YAL005C	YAL034C	0.2227015940670385	PPI
YAL005C	YAL034W-A	0.2227015940670385	PPI
YAL005C	YAL035W	0.275902156570042	PPI
YAL005C	YAL036C	0.285410231070997	PPI
YAL005C	YAL038W	0.3331913864432875	PPI
YAL005C	YAL040C	0.2940459147820285	PPI
YAL005C	YAL041W	0.2227015940670385	PPI
YAL005C	YAL043C	0.203297811104793	PPI
YAL005C	YAL044W-A	0.203297811104793	PPI
YAL005C	YAL049C	0.213220543100331	PPI
YAL005C	YAL053W	0.2227015940670385	PPI
YAL005C	YAL055W	0.213220543100331	PPI
YAL005C	YAL060W	0.3165770048503205	PPI
YAL005C	YAL061W	0.2227015940670385	PPI
YAL005C	YAL062W	0.2227015940670385	PPI
YAL005C	YAL063C	0.2227015940670385	PPI
YAL005C	YAR002C-A	0.203297811104793	PPI
YAL005C	YAR002W	0.3359352616204495	PPI
YAL005C	YAR007C	0.2227015940670385	PPI
YAL005C	YAR015W	0.26778536181053647	PPI
YAL005C	YAR018C	0.2227015940670385	PPI
YAL005C	YAR027W	0.23934285032145855	PPI
YAL005C	YAR031W	0.23934285032145855	PPI
YAL005C	YAR042W	0.2227015940670385	PPI
YAL005C	YAR071W	0.2227015940670385	PPI
YAL005C	YBL002W	0.203297811104793	PPI
YAL005C	YBL003C	0.203297811104793	PPI
YAL005C	YBL004W	0.2227015940670385	PPI
YAL005C	YBL005W	0.285410231070997	PPI
YAL005C	YBL005W-B	0.2227015940670385	PPI
YAL005C	YBL007C	0.2227015940670385	PPI
YAL005C	YBL008W	0.203297811104793	PPI
YAL005C	YBL009W	0.2227015940670385	PPI
YAL005C	YBL013W	0.203297811104793	PPI
YAL005C	YBL016W	0.2227015940670385	PPI
YAL005C	YBL017C	0.2227015940670385	PPI
YAL005C	YBL021C	0.203297811104793	PPI
YAL005C	YBL022C	0.2227015940670385	PPI
YAL005C	YBL023C	0.26778536181053647	PPI
YAL005C	YBL024W	0.292149790347349	PPI
YAL005C	YBL026W	0.2227015940670385	PPI
YAL005C	YBL027W	0.279712128803883	PPI
YAL005C	YBL030C	0.266695050572747	PPI
YAL005C	YBL032W	0.2227015940670385	PPI
YAL005C	YBL033C	0.2227015940670385	PPI
YAL005C	YBL035C	0.26415620378859145	PPI
YAL005C	YBL037W	0.2889939445732385	PPI
YAL005C	YBL039C	0.275902156570042	PPI
YAL005C	YBL045C	0.203297811104793	PPI
YAL005C	YBL046W	0.2227015940670385	PPI
YAL005C	YBL047C	0.275902156570042	PPI
YAL005C	YBL050W	0.2227015940670385	PPI
YAL005C	YBL051C	0.2227015940670385	PPI
YAL005C	YBL052C	0.2227015940670385	PPI
YAL005C	YBL054W	0.2227015940670385	PPI
YAL005C	YBL056W	0.2227015940670385	PPI
YAL005C	YBL057C	0.26778536181053647	PPI
YAL005C	YBL058W	0.26778536181053647	PPI
YAL005C	YBL060W	0.213220543100331	PPI
YAL005C	YBL063W	0.2227015940670385	PPI
YAL005C	YBL067C	0.27884135274381394	PPI
YAL005C	YBL068W	0.2227015940670385	PPI
YAL005C	YBL069W	0.292149790347349	PPI
YAL005C	YBL071W-A	0.2227015940670385	PPI
YAL005C	YBL074C	0.2227015940670385	PPI
YAL005C	YBL075C	0.285410231070997	PPI
YAL005C	YBL076C	0.2227015940670385	PPI
YAL005C	YBL079W	0.2227015940670385	PPI
YAL005C	YBL080C	0.2227015940670385	PPI
YAL005C	YBL085W	0.2227015940670385	PPI
YAL005C	YBL086C	0.203297811104793	PPI
YAL005C	YBL088C	0.2227015940670385	PPI
YAL005C	YBL091C	0.2227015940670385	PPI
YAL005C	YBL099W	0.3359352616204495	PPI
YAL005C	YBL101C	0.2227015940670385	PPI
YAL005C	YBL103C	0.2227015940670385	PPI
YAL005C	YBL104C	0.2227015940670385	PPI
YAL005C	YBL105C	0.2227015940670385	PPI
YAL005C	YBL113C	0.203297811104793	PPI
YAL005C	YBR001C	0.2227015940670385	PPI
YAL005C	YBR002C	0.203297811104793	PPI
YAL005C	YBR003W	0.203297811104793	PPI
YAL005C	YBR006W	0.2227015940670385	PPI
YAL005C	YBR011C	0.2227015940670385	PPI
YAL005C	YBR015C	0.203297811104793	PPI
YAL005C	YBR017C	0.26778536181053647	PPI
YAL005C	YBR019C	0.2227015940670385	PPI
YAL005C	YBR020W	0.2227015940670385	PPI
YAL005C	YBR021W	0.213220543100331	PPI
YAL005C	YBR023C	0.2227015940670385	PPI
YAL005C	YBR025C	0.3331913864432875	PPI
YAL005C	YBR026C	0.203297811104793	PPI
YAL005C	YBR028C	0.2227015940670385	PPI
YAL005C	YBR030W	0.2227015940670385	PPI
YAL005C	YBR031W	0.303099406136007	PPI
YAL005C	YBR033W	0.2227015940670385	PPI
YAL005C	YBR034C	0.2227015940670385	PPI
YAL005C	YBR039W	0.203297811104793	PPI
YAL005C	YBR042C	0.2605427028339115	PPI
YAL005C	YBR046C	0.2227015940670385	PPI
YAL005C	YBR047W	0.203297811104793	PPI
YAL005C	YBR048W	0.279712128803883	PPI
YAL005C	YBR049C	0.3041607305356825	PPI
YAL005C	YBR054W	0.2227015940670385	PPI
YAL005C	YBR055C	0.203297811104793	PPI
YAL005C	YBR056W	0.2227015940670385	PPI
YAL005C	YBR057C	0.2227015940670385	PPI
YAL005C	YBR058C	0.275902156570042	PPI
YAL005C	YBR059C	0.292149790347349	PPI
YAL005C	YBR060C	0.203297811104793	PPI
YAL005C	YBR065C	0.2227015940670385	PPI
YAL005C	YBR066C	0.2227015940670385	PPI
YAL005C	YBR067C	0.2227015940670385	PPI
YAL005C	YBR068C	0.23934285032145855	PPI
YAL005C	YBR070C	0.203297811104793	PPI
YAL005C	YBR072W	0.3331913864432875	PPI
YAL005C	YBR073W	0.2227015940670385	PPI
YAL005C	YBR074W	0.2227015940670385	PPI
YAL005C	YBR078W	0.2227015940670385	PPI
YAL005C	YBR079C	0.3331913864432875	PPI
YAL005C	YBR081C	0.251863058029557	PPI
YAL005C	YBR083W	0.2227015940670385	PPI
YAL005C	YBR084W	0.2227015940670385	PPI
YAL005C	YBR086C	0.3165770048503205	PPI
YAL005C	YBR087W	0.2227015940670385	PPI
YAL005C	YBR090C	0.213220543100331	PPI
YAL005C	YBR095C	0.275902156570042	PPI
YAL005C	YBR101C	0.377370507591677	PPI
YAL005C	YBR103W	0.275902156570042	PPI
YAL005C	YBR105C	0.285410231070997	PPI
YAL005C	YBR106W	0.266695050572747	PPI
YAL005C	YBR107C	0.203297811104793	PPI
YAL005C	YBR108W	0.203297811104793	PPI
YAL005C	YBR112C	0.2227015940670385	PPI
YAL005C	YBR114W	0.2227015940670385	PPI
YAL005C	YBR115C	0.26778536181053647	PPI
YAL005C	YBR117C	0.2227015940670385	PPI
YAL005C	YBR118W	0.3331913864432875	PPI
YAL005C	YBR123C	0.203297811104793	PPI
YAL005C	YBR125C	0.2227015940670385	PPI
YAL005C	YBR126C	0.275902156570042	PPI
YAL005C	YBR127C	0.3165770048503205	PPI
YAL005C	YBR128C	0.213220543100331	PPI
YAL005C	YBR130C	0.275902156570042	PPI
YAL005C	YBR133C	0.3165770048503205	PPI
YAL005C	YBR135W	0.2227015940670385	PPI
YAL005C	YBR136W	0.2227015940670385	PPI
YAL005C	YBR138C	0.213220543100331	PPI
YAL005C	YBR139W	0.203297811104793	PPI
YAL005C	YBR142W	0.2227015940670385	PPI
YAL005C	YBR143C	0.275902156570042	PPI
YAL005C	YBR148W	0.203297811104793	PPI
YAL005C	YBR149W	0.2227015940670385	PPI
YAL005C	YBR150C	0.2227015940670385	PPI
YAL005C	YBR152W	0.275902156570042	PPI
YAL005C	YBR155W	0.32028424875413397	PPI
YAL005C	YBR156C	0.213220543100331	PPI
YAL005C	YBR158W	0.2227015940670385	PPI
YAL005C	YBR159W	0.2444534720555225	PPI
YAL005C	YBR160W	0.3359352616204495	PPI
YAL005C	YBR162C	0.2227015940670385	PPI
YAL005C	YBR164C	0.2227015940670385	PPI
YAL005C	YBR166C	0.2227015940670385	PPI
YAL005C	YBR169C	0.341275548494175	PPI
YAL005C	YBR172C	0.2227015940670385	PPI
YAL005C	YBR175W	0.2227015940670385	PPI
YAL005C	YBR177C	0.203297811104793	PPI
YAL005C	YBR185C	0.218489130164409	PPI
YAL005C	YBR187W	0.213220543100331	PPI
YAL005C	YBR189W	0.16500516658577696	PPI
YAL005C	YBR190W	0.203297811104793	PPI
YAL005C	YBR191W	0.292149790347349	PPI
YAL005C	YBR193C	0.203297811104793	PPI
YAL005C	YBR194W	0.2227015940670385	PPI
YAL005C	YBR195C	0.2227015940670385	PPI
YAL005C	YBR196C	0.31188699876718146	PPI
YAL005C	YBR197C	0.2227015940670385	PPI
YAL005C	YBR198C	0.2744016217153245	PPI
YAL005C	YBR207W	0.2227015940670385	PPI
YAL005C	YBR211C	0.2227015940670385	PPI
YAL005C	YBR212W	0.275902156570042	PPI
YAL005C	YBR214W	0.2227015940670385	PPI
YAL005C	YBR215W	0.26778536181053647	PPI
YAL005C	YBR217W	0.2227015940670385	PPI
YAL005C	YBR218C	0.2227015940670385	PPI
YAL005C	YBR221C	0.203297811104793	PPI
YAL005C	YBR223C	0.2227015940670385	PPI
YAL005C	YBR227C	0.2227015940670385	PPI
YAL005C	YBR229C	0.203297811104793	PPI
YAL005C	YBR230C	0.23934285032145855	PPI
YAL005C	YBR231C	0.26778536181053647	PPI
YAL005C	YBR234C	0.203297811104793	PPI
YAL005C	YBR237W	0.2227015940670385	PPI
YAL005C	YBR238C	0.275902156570042	PPI
YAL005C	YBR241C	0.2227015940670385	PPI
YAL005C	YBR245C	0.2227015940670385	PPI
YAL005C	YBR247C	0.2227015940670385	PPI
YAL005C	YBR249C	0.2227015940670385	PPI
YAL005C	YBR251W	0.2444534720555225	PPI
YAL005C	YBR253W	0.203297811104793	PPI
YAL005C	YBR255W	0.2227015940670385	PPI
YAL005C	YBR260C	0.2227015940670385	PPI
YAL005C	YBR263W	0.203297811104793	PPI
YAL005C	YBR265W	0.2227015940670385	PPI
YAL005C	YBR267W	0.2227015940670385	PPI
YAL005C	YBR272C	0.2227015940670385	PPI
YAL005C	YBR274W	0.2227015940670385	PPI
YAL005C	YBR275C	0.2227015940670385	PPI
YAL005C	YBR276C	0.2227015940670385	PPI
YAL005C	YBR279W	0.2227015940670385	PPI
YAL005C	YBR281C	0.2227015940670385	PPI
YAL005C	YBR284W	0.2227015940670385	PPI
YAL005C	YBR286W	0.203297811104793	PPI
YAL005C	YBR287W	0.218489130164409	PPI
YAL005C	YBR288C	0.203297811104793	PPI
YAL005C	YBR290W	0.285410231070997	PPI
YAL005C	YBR295W	0.23934285032145855	PPI
YAL005C	YBR299W	0.2227015940670385	PPI
YAL005C	YCL009C	0.3041607305356825	PPI
YAL005C	YCL011C	0.275902156570042	PPI
YAL005C	YCL014W	0.203297811104793	PPI
YAL005C	YCL017C	0.2227015940670385	PPI
YAL005C	YCL019W	0.292149790347349	PPI
YAL005C	YCL024W	0.2227015940670385	PPI
YAL005C	YCL025C	0.2227015940670385	PPI
YAL005C	YCL027W	0.218489130164409	PPI
YAL005C	YCL028W	0.2398483896131055	PPI
YAL005C	YCL029C	0.203297811104793	PPI
YAL005C	YCL030C	0.2227015940670385	PPI
YAL005C	YCL031C	0.213220543100331	PPI
YAL005C	YCL032W	0.2881171636678385	PPI
YAL005C	YCL035C	0.2227015940670385	PPI
YAL005C	YCL037C	0.26778536181053647	PPI
YAL005C	YCL039W	0.23934285032145855	PPI
YAL005C	YCL040W	0.2227015940670385	PPI
YAL005C	YCL043C	0.3165770048503205	PPI
YAL005C	YCL044C	0.2227015940670385	PPI
YAL005C	YCL050C	0.2227015940670385	PPI
YAL005C	YCL055W	0.2227015940670385	PPI
YAL005C	YCL059C	0.218489130164409	PPI
YAL005C	YCL063W	0.213220543100331	PPI
YAL005C	YCR002C	0.203297811104793	PPI
YAL005C	YCR004C	0.275902156570042	PPI
YAL005C	YCR005C	0.2227015940670385	PPI
YAL005C	YCR008W	0.26778536181053647	PPI
YAL005C	YCR009C	0.3214832810582845	PPI
YAL005C	YCR011C	0.23934285032145855	PPI
YAL005C	YCR012W	0.31188699876718146	PPI
YAL005C	YCR014C	0.213220543100331	PPI
YAL005C	YCR016W	0.2227015940670385	PPI
YAL005C	YCR024C-A	0.23934285032145855	PPI
YAL005C	YCR032W	0.2227015940670385	PPI
YAL005C	YCR033W	0.2227015940670385	PPI
YAL005C	YCR034W	0.285410231070997	PPI
YAL005C	YCR035C	0.2227015940670385	PPI
YAL005C	YCR036W	0.23934285032145855	PPI
YAL005C	YCR043C	0.31188699876718146	PPI
YAL005C	YCR044C	0.23934285032145855	PPI
YAL005C	YCR048W	0.203297811104793	PPI
YAL005C	YCR052W	0.203297811104793	PPI
YAL005C	YCR053W	0.2227015940670385	PPI
YAL005C	YCR057C	0.275902156570042	PPI
YAL005C	YCR059C	0.2227015940670385	PPI
YAL005C	YCR060W	0.2227015940670385	PPI
YAL005C	YCR061W	0.213220543100331	PPI
YAL005C	YCR065W	0.2227015940670385	PPI
YAL005C	YCR066W	0.2227015940670385	PPI
YAL005C	YCR069W	0.2227015940670385	PPI
YAL005C	YCR073C	0.2227015940670385	PPI
YAL005C	YCR075C	0.23934285032145855	PPI
YAL005C	YCR077C	0.23934285032145855	PPI
YAL005C	YCR079W	0.203297811104793	PPI
YAL005C	YCR081W	0.203297811104793	PPI
YAL005C	YCR082W	0.26778536181053647	PPI
YAL005C	YCR084C	0.2227015940670385	PPI
YAL005C	YCR087C-A	0.203297811104793	PPI
YAL005C	YCR088W	0.2227015940670385	PPI
YAL005C	YCR089W	0.2227015940670385	PPI
YAL005C	YCR091W	0.2227015940670385	PPI
YAL005C	YCR095C	0.3331913864432875	PPI
YAL005C	YCR105W	0.218489130164409	PPI
YAL005C	YDL001W	0.2227015940670385	PPI
YAL005C	YDL003W	0.2227015940670385	PPI
YAL005C	YDL005C	0.26415620378859145	PPI
YAL005C	YDL007W	0.2227015940670385	PPI
YAL005C	YDL017W	0.2227015940670385	PPI
YAL005C	YDL018C	0.285410231070997	PPI
YAL005C	YDL019C	0.3054553977260835	PPI
YAL005C	YDL020C	0.2227015940670385	PPI
YAL005C	YDL021W	0.2227015940670385	PPI
YAL005C	YDL024C	0.2227015940670385	PPI
YAL005C	YDL025C	0.2227015940670385	PPI
YAL005C	YDL028C	0.2227015940670385	PPI
YAL005C	YDL031W	0.2227015940670385	PPI
YAL005C	YDL033C	0.213220543100331	PPI
YAL005C	YDL035C	0.213220543100331	PPI
YAL005C	YDL039C	0.203297811104793	PPI
YAL005C	YDL040C	0.2227015940670385	PPI
YAL005C	YDL042C	0.2227015940670385	PPI
YAL005C	YDL045C	0.2227015940670385	PPI
YAL005C	YDL047W	0.275902156570042	PPI
YAL005C	YDL054C	0.213220543100331	PPI
YAL005C	YDL055C	0.2227015940670385	PPI
YAL005C	YDL058W	0.27884135274381394	PPI
YAL005C	YDL059C	0.2227015940670385	PPI
YAL005C	YDL060W	0.3165770048503205	PPI
YAL005C	YDL061C	0.2227015940670385	PPI
YAL005C	YDL063C	0.2227015940670385	PPI
YAL005C	YDL064W	0.2227015940670385	PPI
YAL005C	YDL067C	0.218489130164409	PPI
YAL005C	YDL070W	0.2227015940670385	PPI
YAL005C	YDL072C	0.218489130164409	PPI
YAL005C	YDL074C	0.2227015940670385	PPI
YAL005C	YDL076C	0.2227015940670385	PPI
YAL005C	YDL077C	0.23934285032145855	PPI
YAL005C	YDL078C	0.275902156570042	PPI
