	logFC	logCPM	F	PValue	FDR
Xkr4	-0.318579552705705	2.46556469029381	2.90023371869777	0.109907153916861	0.491943884861642
Sox17	0.173110324296409	3.23416340942001	1.04760902306181	0.323430778404888	0.709149503758054
Mrpl15	0.0809608236992283	4.8256115391837	1.26237862805055	0.279467778758896	0.677510352943701
Lypla1	-0.0865974952881761	5.566957540528	1.64131895787363	0.220264605524581	0.622945465792118
Tcea1	-0.137535855977534	5.49016570625206	4.54850362092123	0.0504932341238042	0.384382975120039
Rgs20	-0.207690651661615	1.2974178655391	0.80529704530687	0.384179051762152	0.749144589862129
Atp6v1h	-0.041887807016208	7.45517633495904	0.986745995551724	0.336834765954174	0.71728582036968
Oprk1	-0.373823069136949	1.47839300824417	1.63707225921903	0.220876921017858	0.623550877712195
Rb1cc1	-0.0211850302219535	7.1530935026046	0.233438131880451	0.636203370487568	0.882473327271238
St18	2.30960211913782	-3.01844918720322	1.78589316583862	0.202030140788161	0.604729362511185
Pcmtd1	0.0638419762842268	6.23552695778542	1.17104409810919	0.296863443413108	0.688823308058436
Sntg1	0.198520269630198	2.75453144372571	1.92767455301067	0.185984041460942	0.586327527778805
Rrs1	-0.232909332530204	4.14424533826786	5.1994925434796	0.038190671008475	0.348849734968294
Adhfe1	0.41436652367673	1.4912963977088	3.16769159432205	0.0960780735504999	0.471182615495477
2610203C22Rik	0.201942143001505	-0.00541684789549478	0.266323876664192	0.613591416162937	0.875173375017235
Mybl1	0.239052378313008	2.49199938241454	1.84593137949208	0.195028236731242	0.596654181864223
Vcpip1	-0.0786100776751625	6.57878038865063	2.42730410736492	0.140801473809951	0.53156365208396
1700034P13Rik	-0.190014282310751	3.34619446370349	2.32303931688562	0.148990951137572	0.541961180216346
Sgk3	0.00239393083916799	3.74167096214971	0.000448932833535883	0.983384604252604	0.994519157915358
Mcmdc2	-1.06193146500533	-1.0830311447601	2.69002507266825	0.122495193932637	0.50622387800256
Snhg6	-0.128378498490757	2.31429797569743	0.594729350524751	0.452986201963385	0.792713597811061
Tcf24	1.16967993157059	-0.728165085031001	4.65111441245251	0.0482752432346194	0.378765904569059
Cops5	-0.0247154725961933	6.92694865418513	0.177393343280663	0.679816368843972	0.898040177974424
Cspp1	0.364595815713277	3.57008066295571	7.12038257410571	0.0179351321106884	0.26676392207211
Arfgef1	0.0356612915127638	7.67350497484031	0.777747306461477	0.392222564243708	0.754707245136485
Cpa6	0.950355293884639	-2.23987520964539	1.15397544379618	0.300278168113797	0.691457820209419
Prex2	-0.501194904022675	5.28707641664622	25.9067022235975	0.000222405024255964	0.0344092344670299
A830018L16Rik	-0.0965336238679455	6.15105825466362	3.09036416004028	0.0998489387491381	0.476050365787641
Sulf1	-0.221202279207714	5.33179560974025	3.40042667321019	0.0965848170386889	0.471274292467817
Slco5a1	0.157956148518209	5.96895935934567	4.59588929278448	0.0500067382615131	0.384003263462328
Ncoa2	-0.00295969456825288	6.60787966169631	0.00326060128611313	0.95524398922127	0.989174862926296
Tram1	-0.0442368952294986	5.46893239577898	0.420815791915862	0.52667606368683	0.832755429536689
Lactb2	-0.0200972475855443	4.78008274732221	0.0685120991609128	0.797198871655645	0.938275227781261
Eya1	0.816218396684905	0.914384160414257	5.42319302433209	0.0348302007676451	0.341696312922879
Msc	0.505438785131762	2.22753842003526	6.84468954358005	0.0198811300515271	0.280766276717898
Trpa1	-0.367104821434905	5.93730058726473	46.136524011211	7.26588952772564e-06	0.00491167222162699
Kcnb2	-0.368814244241951	5.74917785100588	22.9969283809982	0.000276990785166672	0.0374976275419382
Terf1	0.249197526258513	3.42286285947906	3.46995294898944	0.082886468799932	0.451299280366807
Sbspon	-0.626214092784635	4.083324720759	19.9591913499466	0.000641028846715237	0.0603681948689219
4930444P10Rik	-0.538606499484149	-0.363516892210503	1.28634726602995	0.275133613282664	0.675003344167828
Rpl7	0.0466176805899342	7.53722291412358	1.07589668530298	0.316613999226609	0.703508162249034
Rdh10	0.0371396122019217	2.99390116469013	0.0743334576482927	0.788974796550745	0.935058749510493
Stau2	0.0837519691160737	6.40936026379018	2.65951131750609	0.124465290393207	0.50759609077394
Ube2w	-0.110514828627166	5.51577045754659	2.32252152835197	0.149033069236547	0.541961180216346
Tceb1	0.0165370261340329	6.19721209269442	0.0694142420899223	0.795900426859471	0.937884356983443
Tmem70	0.0546310597594816	4.79245004954002	0.441123109533377	0.517008585735732	0.829588366851446
Ly96	-1.20919278303955	0.349287512318732	8.16088243848258	0.0123321719651362	0.234311267337588
Jph1	-0.156381833902835	2.44968245522644	0.787731419516543	0.389278352025173	0.752248832819471
Gdap1	-0.0402526711515628	7.27845875270524	0.824511182514386	0.378715573855595	0.746289776866351
Pi15	0.161558281389492	0.871708343563067	0.272954170710425	0.60925071342558	0.872992339554986
Gm16070	0.289425273881415	-0.81017559818988	0.303127607667388	0.59031422115476	0.864227533233918
Crispld1	-0.194510015835821	2.92035174527033	1.26045688915314	0.279819278717492	0.677856628214275
Mcm3	0.212236315317337	1.8635679382086	0.876775329940122	0.364427701754066	0.738686393624479
6720483E21Rik	-0.242363965486763	-0.709319562996999	0.204104079500098	0.658115512158503	0.889840482174782
Paqr8	-0.308072442475923	6.41112576456372	35.8165275674193	2.88931886848544e-05	0.0106523653942799
Efhc1	0.267087238662255	2.09217696769773	1.96880220264165	0.181634588217528	0.58164223048063
Tram2	0.379310642129159	0.497250974468368	1.54793739541706	0.23318614062338	0.634225309169977
Tmem14a	-0.0547275302944838	4.32136972234802	0.431491434802501	0.521552750863141	0.829974057188503
Gsta3	0.529644242908751	-0.828663870611696	0.665437420865067	0.427850258527362	0.776936093229373
Kcnq5	-0.0277732694491548	5.22237206169257	0.14777900401177	0.706248516463169	0.909210383555189
Rims1	0.063022866439602	5.41612740198083	0.939300407843113	0.348354302918443	0.726562754088923
4933415F23Rik	-0.193221820851761	-2.67764549476452	0.0246924895515807	0.877303862857767	0.964691291634929
Ogfrl1	0.0333676115340098	7.59818069101595	0.570643401560827	0.462104127342824	0.798204207749982
B3gat2	-0.0808448794813889	5.66054920033888	1.51125935703672	0.238531946205453	0.639529872172071
Smap1	-0.034770484965223	6.823652516117	0.561674647752019	0.46557766814545	0.799250207924669
Sdhaf4	-0.281616375111276	3.71453209032099	5.81534640279354	0.0296664604950685	0.32311407746521
Fam135a	0.0639532729258287	5.05706276398593	0.701733989019027	0.415802539955521	0.770796364333955
Col9a1	-0.309796471831125	-2.52397564485499	0.0610828199510084	0.808273508343028	0.941326137047743
Col19a1	0.184721341197715	2.52920663420293	1.12148688240962	0.306929557975107	0.698238971224022
Lmbrd1	0.0973454873536549	7.24225169959534	5.04792681784534	0.0407079568919748	0.356311306552029
Adgrb3	0.0689525804912238	4.64626649582689	0.497494787871326	0.491784273204824	0.815536888890924
Phf3	-0.0256414660950172	5.7450603853261	0.172794949939028	0.683728861121793	0.899422712728014
Ptp4a1	-0.222408003767126	4.22975145933453	5.063956624908	0.0404327383700438	0.355463465487631
Gm13363	-0.256458434857651	3.90698963672132	5.38008583868625	0.035425080159392	0.341696312922879
Khdrbs2	0.0747510748259988	1.44393893641032	0.0811765202481718	0.779740126384194	0.931944882741434
Gm5415	-0.962968220395758	-2.41690936165127	0.702765572405702	0.415467962693934	0.770708171330759
Prim2	-0.324684070905066	1.92548579262951	2.24889793303224	0.155175060194082	0.550322030913438
1700001G17Rik	-0.200682295689764	-1.61368424858281	0.0781329995594036	0.783793125550783	0.933826133081956
Rab23	-0.30655617695812	4.36232955907462	8.36905146826155	0.0114707096608962	0.22511200974225
Bag2	-0.0659781547069898	4.68867519474083	0.399696032326437	0.537352024107566	0.836903361006557
Zfp451	-0.0146716033688888	4.7245930476776	0.0332446882555585	0.857848529408297	0.960134305489406
Bend6	0.13507340420952	6.92072708428333	8.20116561943084	0.0121598047217165	0.23322484821927
Dst	0.0656733398588313	10.8086715035646	0.670822110948108	0.438899716981295	0.785261155999161
Ccdc115	-0.0679862694825996	4.52605238190181	0.630475386435692	0.439988824037546	0.785911384694629
Imp4	-0.0298547385225654	3.63493931615115	0.036815085403459	0.850724754203317	0.957168920254209
Ptpn18	-0.178895332142598	0.595720375898708	0.314445986483754	0.583530362421626	0.861454985506348
Amer3	-0.0302243205574789	5.06536774716363	0.166600570530555	0.68911703863673	0.901551494354817
Arhgef4	0.0322840292428385	6.54169884262599	0.446110658056072	0.514683825906844	0.828206492798156
Fam168b	0.0227478744361445	7.97549333110906	0.291031832751392	0.597751022069265	0.86785334817061
Plekhb2	-0.0309566170169764	8.14445888434519	0.51491829908272	0.484423561882006	0.811611968898354
Hs6st1	-0.115805027748619	7.21382540041072	5.84345504974311	0.0293336954529751	0.322584480086309
Uggt1	0.0502414313226599	6.8102947437238	1.04793739157483	0.322766269995388	0.708499357294158
Neurl3	0.184632350846597	1.01274846147487	0.379756009878793	0.547291375118771	0.841926930757995
Arid5a	-0.152564888036457	3.7023991392659	1.98289458103465	0.180173872493077	0.580486515017608
Kansl3	0.046082152450121	6.6317997886162	0.684322732453572	0.421514023495508	0.773938523082639
Fer1l5	-0.0997643680291878	3.94649854234315	0.800251155878313	0.385633495245702	0.749636213329317
Lman2l	-0.0607008552179861	5.30899266446453	0.656456986341757	0.430916545507295	0.779221963141761
Cnnm4	0.0056224636578987	4.53078610364478	0.00452769107208913	0.94727180040287	0.986509201493356
Cnnm3	0.0113691339077242	4.99393620853883	0.0202197302549266	0.8888829275967	0.967922230403092
Ankrd23	0.320682568035101	1.80298309385151	0.984641352661567	0.341149887932171	0.720253545424398
Ankrd39	-0.0949592200239323	3.6354233627516	0.726081873131712	0.408016360678228	0.765712734945091
