	logFC	logCPM	F	PValue	FDR
YAL067C	-0.158328306068494	2.23311345225921	0.328285580608272	0.572094124038002	0.999842238639528
YAL065C	0.186458906554921	-0.238266436075601	0.162889159930578	0.719364747647702	0.999842238639528
YAL064W-B	-0.313421604164888	-0.217116887004753	0.625526007545448	0.456050339622614	0.999842238639528
YAL064C-A	-0.114805571157723	1.8726264116382	0.175225948681334	0.67929663259261	0.999842238639528
YAL064W	-0.622438173117274	-0.874119422205583	0.743846250813647	0.397118452374985	0.999842238639528
YAL063C-A	0.296777298616291	0.915874201036918	0.697280136713088	0.412079937066911	0.999842238639528
YAL063C	-0.207423571132021	3.02187363155165	1.93477612024064	0.177224076316703	0.999244057724663
YAL062W	-0.39011132254791	4.56121688473968	8.41479252195847	0.0079311077804583	0.332418681128212
YAL061W	-0.561396350957856	4.8232784340297	11.5673269389706	0.00239230740021677	0.141494108598275
YAL060W	0.213998595886914	7.70845597767958	2.86848743990988	0.103500468668677	0.92879179194264
YAL059C-A	0.0301961302088953	4.74914796967285	0.0395842793172585	0.844001149701645	0.999842238639528
YAL059W	0.0544782219339775	5.77092347424366	0.165899274993406	0.687456231662798	0.999842238639528
YAL058W	-0.0147569521275599	5.56884828757055	0.028714284120965	0.866885735978572	0.999842238639528
YAL056C-A	-0.0522296167936852	3.55496936439499	0.0759354013701745	0.78528355231737	0.999842238639528
YAL056W	-0.0526771268619493	5.76776215901573	0.304440544421057	0.586303480225789	0.999842238639528
YAL055W	0.0775855395670165	3.36603115634787	0.166903036843554	0.686565336723614	0.999842238639528
YAL054C	-0.122429824969957	4.81222145348035	0.220128148153385	0.643575118961361	0.999842238639528
YAL053W	-0.0990766856475241	7.93327778273393	0.505641048493621	0.484007044729551	0.999842238639528
YAL051W	0.0669027247999271	5.19569322220843	0.359889151302171	0.554289528332528	0.999842238639528
YAL049C	0.092293696634634	6.45927416208552	0.618762305470675	0.439342031553551	0.999842238639528
YAL048C	-0.0905926930645012	4.44977931779092	0.19501795476574	0.66280159244576	0.999842238639528
YAL047W-A	0.0671021165145688	0.527302392585765	0.0261282874607165	0.872964438208794	0.999842238639528
YAL047C	0.0113391465613366	3.82968197860119	0.00507775744575645	0.943793045769476	0.999842238639528
YAL046C	0.0457985824144849	5.04299792705346	0.129848010678911	0.721797418244784	0.999842238639528
YAL045C	-0.0431298837664428	4.99106895018294	0.083099165414293	0.775659340034431	0.999842238639528
YAL044W-A	0.00506544716034128	5.43171483241017	0.00109546238502981	0.973875190581549	0.999842238639528
YAL044C	-0.113028043700362	6.69909478668683	0.726264065145782	0.402669686648647	0.999842238639528
YAL043C	-0.0599322361620979	6.36105501130098	0.345071268132443	0.562499869022683	0.999842238639528
YAL042C-A	-1.10163092299443	5.96593722968648	55.457049734556	1.22421185804524e-07	0.000289437001953708
YAL042W	-0.523481293002933	8.36969956731808	46.6273450501273	5.07115904050071e-07	0.000603526487759135
YAL041W	-0.0925758945194384	6.29174715715751	0.70236050083681	0.410406511593624	0.999842238639528
YAL040C	0.145453576152781	6.82838729067972	0.306709802454666	0.585553295512215	0.999842238639528
YAL039C	-0.733572121368291	5.4152607589552	17.8565628081611	0.00030687136609861	0.0363000928697737
YAL038W	-0.09604070081148	12.838919625564	1.04110442554132	0.317919696191627	0.999842238639528
YAL037C-B	-0.139880169243376	12.3565233714563	2.13092707219714	0.157548648688695	0.991910347408207
YAL037C-A	-0.0914537561040679	3.76436622571284	0.0236954429312778	0.87919801547712	0.999842238639528
YAL037W	0.0478263526119488	3.09116551439738	0.053998856200136	0.818250581691898	0.999842238639528
YAL036C	-0.101733140970163	7.37470910083132	1.45079430933627	0.240351351865223	0.999842238639528
YAL035W	-0.0173949437057779	8.39656416433415	0.037706028692195	0.847697776518832	0.999842238639528
YAL034C-B	0.159762367499789	2.89394513677135	0.66670675613655	0.422374831090922	0.999842238639528
YAL034W-A	-0.251257894081756	3.77995716037225	2.08585564892593	0.16182578449597	0.996850030244038
YAL034C	-0.0374027587616705	4.24982792809913	0.0781139375035428	0.782306669283789	0.999842238639528
YAL033W	0.0371823872772393	4.87158819673767	0.0498332193206384	0.825276284331946	0.999842238639528
YAL032C	0.170349330192786	4.18322686810292	0.973909382667996	0.333725825633617	0.999842238639528
YAL031W-A	0.111843645676591	2.92824739392141	0.239261274680155	0.629259178449109	0.999842238639528
YAL031C	-0.0674301339860995	5.05588670446474	0.161487562186923	0.691409759222479	0.999842238639528
YAL030W	0.27008954097336	5.55884214581922	3.87597816358867	0.0608441601669253	0.806689119523234
YAL029C	-0.0738313527755574	6.69379717306031	0.767482473470799	0.389834319679025	0.999842238639528
YAL028W	0.0662272125066741	2.75058645894985	0.0304553712116421	0.862999994854467	0.999842238639528
YAL027W	0.0535236601920151	3.64319186721304	0.177730054725333	0.677149694831263	0.999842238639528
YAL026C-A	-0.00137209964220422	4.02484633581989	4.24608993887645e-05	0.994855674570737	0.999842238639528
YAL026C	0.0120405769178891	6.4817786675774	0.0229968200536844	0.880755307870178	0.999842238639528
HRA1	-0.283424834087791	2.45655314914975	0.559339335704791	0.46205133618386	0.999842238639528
