	25min	30min	35min	40min	45min	50min	55min	60min	65min	70min	75min	80min	85min	90min	95min	100min
YDR070C	0.21449237304454	0.26678754493542	0.516997609821081	0.752071274478395	0.470405972584939	0.757171097834372	1.1154440613307	0.786616232604802	0.567399867130879	0.858036294505845	1.0678988871519	1.08875538544134	0.656512724037423	0.81512550218486	1.0821382051442	1.31583847260959
YDR071C	7.06989023468461	7.01112985126447	6.94261443555758	6.98770480853156	7.07032585506485	7.03668827681129	7.15855760337599	7.2867651786674	7.37611120480843	7.27893800101859	7.36426934298432	7.35946483470833	7.40050976820041	7.40437473952531	7.20406333152602	7.2445849125904
YDR072C	6.71568752531834	6.69786529163174	6.56632909817543	6.66696772016802	6.90865966699304	6.94766514749984	7.01507086631251	7.08276422496669	7.0477130292661	7.07967175762129	7.17424417118428	7.01370746275235	7.03980176375037	7.12351700761669	7.05522184810055	6.93691810376535
YDR073W	4.4961010799346	4.54500119961985	4.42856773043217	4.61195256712371	4.93640401031413	4.90381500367576	4.97143138301991	4.90271247061315	4.95331021951963	5.10798844384312	4.99367846526566	4.9705240492673	4.99596319784176	5.2926333772006	5.07233073524116	4.9309460390466
YDR074W	6.01648806484081	5.676377648319	5.50022202889511	5.60806003421812	5.87845062558213	6.05514145051593	6.11263032693639	6.35107174117356	6.52257060982175	6.61601047384418	6.59092007947991	6.61233973118594	6.88605173573714	6.90118671572207	6.65693149186361	6.5781689788912
YDR075W	5.33300510751131	5.33934885130953	5.4172376023999	5.26828873224094	5.34921634188877	5.39055605542232	5.42569831116089	5.08566432797028	5.25053923795256	5.01205629626316	5.19666071440019	5.06418482945769	4.99051072040704	5.17520962181599	5.23327589899104	5.28408360106489
YDR076W	4.22569153687171	4.03391404231329	3.7802221222894	3.73321383280454	3.65019349838122	3.99191115797422	3.99923891962567	4.04914968161366	4.26061428440399	4.26495554896741	4.29140694919153	3.99376806451243	3.90669821433713	3.78903985963954	4.00848266645623	4.00103959908881
YDR077W	11.6371382959155	11.2193504362245	10.8308334254541	10.8934582900814	11.2099138834882	11.784641874446	12.2102502256926	12.4765689397727	12.66379370766	12.7849577948085	12.4178625551226	12.3841704998	12.3136141684778	12.0452262105366	12.0856051815056	11.7762752967701
YDR078C	4.34457734926882	4.04955520021932	4.08346586401429	3.98446128648187	3.75133814334627	4.03254833128336	3.89282278963052	3.87932510474282	3.76181843659695	4.17653383248535	3.94086566221966	4.2605057955691	4.16083812983378	4.40570663270446	4.52875530345956	4.10352955476999
YDR079W	4.24538398021256	4.02339159351955	4.12363462670054	4.09537929447011	3.93992348214841	4.04395176863479	4.1720395576691	4.24369570580682	4.19300454093359	4.11068600955928	4.79870676385642	4.40337038555926	4.2818353333547	4.29043377180244	4.13777016393317	4.15497810571552
YDR079C-A	3.78237228612068	3.86150609524968	3.66828706035835	3.68243000012408	3.27033039794734	3.225319697599	3.39853797930951	3.60924532558754	3.07634209644389	3.67483794241002	4.49366228946135	3.99864296414695	4.06552293494437	4.24744554604627	4.28608511161886	3.95662601919325
YDR080W	5.13873212878204	5.18267543377288	5.14351056230381	5.08248165797502	5.04498442726971	5.23756740360548	5.30202923229093	5.47962318504866	5.48604575655882	5.26000277733272	5.29017061750017	5.39517903108196	5.24752832803184	5.30666147107138	5.24238463217555	5.19129943724796
YDR081C	5.84800388580332	5.77846171376851	5.674517121006	5.71457529021519	5.63051762158504	5.86089129612386	5.85363355993034	5.73000425909638	5.8825207828159	5.79695962377417	5.75911101668658	5.61745424419414	5.71905058575732	5.76605217345166	5.68466125394811	5.63956111782164
YDR082W	4.81552013501533	5.06704335189466	5.08658395219708	4.92483450214096	4.90106954232967	5.05518289375378	5.00139204100052	4.94637646350206	4.83204587344524	4.84661809185917	4.70401517738786	4.71612019725878	4.67075889444386	4.61746873818511	4.53864835728492	4.83606463821761
YDR083W	6.01074627288813	6.04091874464607	6.00916506382471	5.90102826640564	5.95466374108675	5.95298994747035	6.03047654625448	6.06448632307582	6.041776907976	6.01211635955662	5.79017457297147	6.03073024272131	5.89424289270307	5.54424188088509	5.55662915927063	5.72526393832846
YDR084C	5.54051396099867	5.73559274534173	5.67837497238276	5.57537924765735	5.56950034468434	5.48561406325975	5.56170328089614	5.67914916875634	5.72940796971973	5.97866846775815	5.92456865094354	5.76064481463593	5.91309832799884	5.79619438100544	5.96332998462426	5.80078599403603
YDR085C	3.58784837899111	3.55312217144625	3.63691046642433	3.75180617072626	3.61035812316552	3.88817614729907	4.2421547362599	4.36449368317579	4.92152816001436	4.73449683858154	4.67657014873774	4.75409236643014	4.67075889444386	4.6342524969229	4.43652560559906	4.41153955671909
YDR086C	7.53544908022007	7.66599635999462	7.6813666367958	7.60683688018837	7.42965514215565	7.42852496310062	7.37114347900746	7.45088148742313	7.22156239957217	7.4726787525219	7.66656730179664	7.64906241935769	7.74899944415224	7.64005727586412	7.7382411753256	7.70301458110252
YDR087C	6.49389056525776	6.64736369682077	6.67458747048153	6.72927642380756	6.66632124139984	6.66338201532001	6.68832874718606	6.63788799931457	6.55711022786998	6.5419557665952	6.47781045518658	6.63990382018034	6.57876635312928	6.55106903816449	6.62246122641739	6.47060127761458
YDR088C	3.80908344576899	3.94192740814413	3.66050665438399	3.46679703874995	3.5968314295071	3.64777692143988	4.02067594340474	4.16702787015164	4.22980298920902	4.23950694474285	4.53092059679118	4.35856767175346	4.20858389769436	4.05311258961624	4.05747310509285	4.1661661662737
YDR089W	5.38275424610514	6.13555859896742	6.37634748216485	6.51743797138722	6.47902162188408	6.40496661802442	6.17967635539605	5.83904153998848	5.73124240460226	5.27761340417003	5.19666071440019	4.66183676128321	4.78854472954653	5.04737489461587	5.06207843689465	5.47161656298093
YDR090C	5.48154139540493	5.4515243890554	5.42414677510502	5.37007659523276	5.3592656313281	5.4038932504212	5.55437251481519	5.50125466210703	5.58471894957349	5.50394409613407	5.94771368400791	5.46728879558792	5.51010954762308	5.317093746366	5.67796307172236	5.4806067418951
YDR091C	8.8058649724021	8.88845787552042	8.92976963566906	8.98543573847811	8.99949729779971	8.96143246700014	8.83930049758045	8.69778062671956	8.66736539956144	8.46557328571054	8.32400070393042	8.46462522974236	8.41960646174572	8.37372947137686	8.41389790371288	8.51265160016528
YDR092W	3.78909658307593	3.79501458726956	3.7873845032036	3.69529452910691	3.74522015580812	3.64777692143988	3.58995248371791	3.81168171005647	3.7972756127705	3.97540412515662	4.03031301934807	4.09283363639997	4.06032757510023	4.11021567556743	4.07117015730001	4.13803163255045
YDR093W	7.8062897084987	7.89247728749835	7.77351673112929	7.63381738836957	7.58245380663394	7.48713521282704	7.46649371985673	7.48631866669494	7.54258292438076	7.39124283991138	7.346963802016	7.42837711128266	7.53065052164168	7.43023342083288	7.53209234920375	7.50410761387774
YDR094W	4.81880983013047	4.93853195475989	4.90094234250643	4.48805270034462	4.50091667902213	4.26956201443925	4.2237880137006	4.56828092446826	4.48594175380296	4.62869109522173	4.02161375327737	4.25644121993999	4.48549239261771	4.16514436465296	4.27429154452428	4.54609120002972
YDR095C	1.92443273369556	2.12355177028589	1.96073845681555	1.6686384524685	1.00888890083196	0.757171097834372	0.703085336449342	1.46819872117055	1.27911598010217	1.5958570815337	1.3157391331486	1.22810707563618	1.7319195684836	1.22275796464293	1.69108424066278	1.57283009350609
YDR096W	4.92946382712855	5.00689118566627	5.07492403107982	5.05529711508946	5.17356021278317	5.352083683097	5.34939129441827	5.40855514134384	5.3987122152087	5.42034487056121	5.41831237953776	5.44603176926094	5.43983352963899	5.36815270710837	5.22717130263169	5.30953309135925
YDR097C	7.72314618995936	7.53461950375676	6.88117648189291	6.3657660310921	5.82868839015299	5.37934675977407	4.57480885665711	4.530526752156	4.24529088893217	5.04474760624984	5.74332476583463	6.51021441395154	6.81456775878417	6.80687310103356	6.60843915859428	6.60102155786508
YDR098C	7.3079696924991	7.2010918634706	7.17881165901872	7.09959320773884	7.10478081540888	7.03311641555066	6.99354976911515	6.90163974288703	6.8432371515812	7.04703775448945	6.90537782778296	7.12378219884206	7.21015275343645	7.14904555962693	7.1470029127492	7.28041958331027
YDR098C-B	0.366096079789001	0.58565758544122	0.123109983821422	-0.283234575039365	0.138240813781164	-0.134516844767961	0.200625755113993	0.153463408877132	0.0133901986674259	-0.0914835112816507	-0.682865220753955	-0.0079064564006036	-0.129403542184725	-0.00942751448415985	0.403827858641739	-0.277156818702981
YDR099W	8.76487984522766	8.62673521598161	8.55751091367085	8.57949572495025	8.5590344134325	8.6955775574445	8.69154728425808	8.53809599907778	8.42000451580616	8.39874598804323	8.22232627426602	8.27623474586532	8.36587233851522	8.22654788754188	8.29782315220435	8.4718131670742
YDR100W	6.39927461688526	6.22092102914683	5.76799742918033	5.96084939449542	6.03585035206726	5.85927849819483	5.98621458749313	6.08546847842279	6.10114638660161	6.22157784165506	5.49886933083725	6.15710929689825	6.23928846658763	6.00847464011257	6.31230510005789	6.46721307815935
YDR101C	8.28197077064922	8.34873047805415	8.35668565514477	8.3286090575548	8.25300286612006	8.2721578336479	8.24271705921729	7.99464383435429	7.96479108343256	7.757216518274	7.93559465434395	7.75873104087862	7.69554783895438	7.80107755063042	7.80174942207908	7.7905649605153
YDR102C	1.13014978119221	1.22280119475709	0.8260853353412	0.847358867912888	0.346559253989922	0.305259460807639	0.534497859296231	0.374146512772663	0.106788205001507	0.350175554777477	-0.124035780867094	1.0136837297575	0.350873058734835	0.734400193746479	0.567394721057355	0.311827668034681
YDR103W	6.26583617268991	6.19536977928418	6.08668969262324	6.15610705724364	6.11033251610578	6.17925934582436	6.28419013505729	6.23027363924227	6.2143353544597	6.23193872496205	6.32002603853044	6.23972625492396	6.25187661522052	6.32163197279624	6.2992706954396	6.23059790840316
YDR104C	4.11765105272475	4.25689494772157	4.33390823169079	4.27749683103485	4.24318297186759	4.30790457839927	4.36456378136177	4.35588441921099	4.43732468138907	4.19783175180835	3.92229091063481	4.03706027083332	4.09630822510089	4.02793055748328	4.29778305129766	4.2889545275992
YDR105C	6.52845874784499	6.75065129909043	6.7535082724486	6.69925691234622	6.5735524344124	6.44207194613782	6.49319401035897	6.5882175189294	6.5978972225114	6.53045979495027	6.41940306656412	6.52465045360412	6.5696537365656	6.50314333581758	6.70054578867896	6.68994462398331
YDR106W	0.997088093678699	1.5208844450036	1.25597057358146	1.02090689223295	1.33642465550731	0.811558493496996	1.03345498760299	0.504498423646115	1.01569739929989	1.10348291239142	0.591677091958997	0.338163739825549	0.908585104072869	0.734400193746479	1.82645942579681	1.09946363130305
YDR107C	4.5366231988459	4.86087382599477	4.93035762667812	5.26181722353228	5.30414845321799	5.09135445390826	5.046504659882	5.20790452601911	5.07963928200597	4.87994124098225	5.10080286949979	4.79669943769617	4.8134629295075	4.89322421568877	5.09261931777548	5.20763508037222
YDR108W	5.18024766717043	5.3811560583232	5.52614223003942	5.4912062700571	5.48207130408172	5.47722663639203	5.58886659808311	5.35771723313116	5.37544063931494	5.28011175091912	4.96674007883765	5.22258127260337	5.10342456825668	5.25695451818755	5.37805466050666	5.30700824962206
YDR109C	5.13873212878204	5.24513811725523	4.95601036692782	4.90282045799259	4.93102394911735	4.76256066498891	4.78983197009218	4.98317826115552	4.99970788614209	4.97552734000174	5.05037464372637	4.99023856252716	4.83795804006829	5.1636949084117	4.96637376408593	5.03835302044319
YDR110W	6.05883820502175	6.01592417799855	5.87272214203183	5.76120353330631	5.63879175847657	5.60205120243206	5.5870715353531	5.78715460594068	5.6559823134001	5.67885734468437	5.81555952620236	5.74332263188717	5.72562931306151	5.82084058001676	5.72853826414293	5.72904112182449
YDR111C	5.53051672663549	5.71285256275845	5.86935107081296	5.77944088650189	5.56950034468434	5.65878089979086	5.65376096647575	5.65829434410253	5.54146279567527	5.67316593351742	5.67839352588909	5.78624425308228	5.83767042750356	5.8853558721911	5.80019684512522	5.68304882797712
YDR112W	3.46725227926962	3.61750247930051	3.64481882119002	3.58210580347614	3.46157696465301	3.6402835300036	3.47040741975675	3.55762293958567	3.36804678299526	3.19232465397454	3.70043042924577	3.62902519000526	3.69506257057633	3.67470827188854	3.33037939723013	3.20411406430235
YDR113C	5.54449353766879	5.79247289444671	5.83000678092859	5.68101499440795	5.47654240529354	5.18703261480969	4.7029936240527	4.16209811018747	3.40529119107928	3.04733149650282	3.06748431975738	3.95917459649955	4.22724837902047	4.76192492978936	4.9479322416982	5.06250414372719
YDR114C	2.10773311851343	1.79279842225736	2.17249428385587	1.50292078602812	1.87381131891137	0.449436953011656	0.901012172539166	1.10700146323217	-0.0864753763839659	1.56340645788406	0.0226834113122558	1.49972889376315	1.4435130387252	0.557987880898881	1.65515809802035	0.602794050069313
YDR115W	6.18401546354635	6.08712121132689	5.79134172946581	5.64001688491047	5.36725496540309	5.14264085939086	5.31075697225686	5.29604954764107	5.29586701526468	5.42260806394951	5.82558974880624	5.83475703872667	5.97928282782283	5.81594490851885	5.79607873530613	5.89457939752082
YDR116C	5.27190962827491	5.27870556198628	5.12100874268072	4.94920530240676	4.79844728590169	4.74520073342197	4.87173879640088	4.9348613369291	5.03578073814347	5.41580780486432	5.32946976428873	5.51740278175587	5.49671021195896	5.4620193525192	5.37529700062241	5.36641733163981
YDR117C	5.4711255309346	5.59344269923385	5.71075676014435	5.7535360646021	5.71589839415476	5.82828771451108	5.7722427265622	5.67223100278277	5.6540495769481	5.54607203002261	5.58405520676515	5.6047213698481	5.56249602642018	5.57064001617391	5.70895857311176	5.70622824314755
YDR118W	4.84808432457554	4.94968944241757	4.93035762667812	4.88046529022978	4.72262816398815	4.90068231430866	4.78357571886897	4.89381882040018	4.75118218775837	4.85334458167793	4.82893810202041	4.71612019725878	4.90325091804374	4.78715842622589	4.84804105567612	4.72318289480389
YDR118W-A	0.366096079789001	1.36293112873078	1.41239835383576	1.02090689223295	0.788621972734542	1.22620340681182	1.19302315390431	0.624042427504085	0.752201848424683	1.19105186970103	1.6676236929125	1.47195389304845	1.37820598012482	0.891572214532401	1.72613744083908	1.27508204830024
YDR119W	8.04480653274853	8.11630345658694	8.04890203436242	8.01640738597362	7.85416175130866	7.76892872089138	7.83764101476094	7.91995258719354	7.98415145949359	8.01065779913839	8.23225688370364	8.0291433864822	8.07623056898154	8.16387108457294	8.14633206909912	8.03137143054623
YDR119W-A	-0.630313413966774	0.0350152020090469	-1.07804384973504	-0.500724935890112	0.211074134672723	-0.241199371204384	0.592910182443669	1.26248721757246	0.808891807961214	1.23292055299468	0.998663405300445	0.398425839956226	1.16242042914479	1.54022472444928	0.714291050698583	0.602794050069313
YDR120C	6.9639331213766	7.12562284112955	7.10548916885952	7.0782673274469	7.11014663237985	7.06634782323648	7.06041133517445	7.00780740008452	6.95656284355581	6.90291495856767	7.04391900790718	6.84193337826583	6.8184196945671	6.81056955250077	6.77984298542284	6.59482484980388
YDR121W	4.7307410071831	4.86382585011601	5.02429034353305	4.71345624069951	4.7895565941347	4.84961145419081	4.97418093591902	5.03533115300736	4.77271791344375	5.03590500754549	4.99367846526566	4.94549591683477	4.96293487815725	5.05985228743055	5.07233073524116	4.69642310170343
YDR122W	5.26950733792974	5.10994526199418	4.97181474508201	4.87482195037392	4.8620235727674	5.00062992449006	5.16435101777203	5.35123466064034	5.44191997354006	5.60106099185416	5.69763555385493	5.71546325917058	5.75003576315157	5.86416972371789	5.72204118111308	5.68110029392584
YDR123C	4.82536680161382	4.88432259865653	5.04535515935312	4.93571682545025	4.83347208294801	4.9918245541317	4.82376465013307	4.59413302743638	4.63448462746828	4.74176557077197	4.63154233695813	4.67102702896872	4.51996342228021	4.6342524969229	4.73642383279602	4.55036711785307
YDR124W	3.85467002800182	3.98594662642111	4.01189104897883	3.75180617072626	3.72048541383934	3.76954760343003	3.58995248371791	3.6164714455236	3.80426366276606	3.84648335999483	3.22734115901662	3.83384550264802	3.83549506482051	3.9406668626384	3.86645825402668	4.10352955476999
YDR125C	3.37193302584931	3.69247728597668	3.8226725493249	3.45171319625114	3.39279590993893	3.36824985306248	3.26119971109912	3.4962715053988	3.38678917073654	3.10483530783498	3.42500598549808	3.55152694718904	3.27821253490911	3.77901249133944	3.62781811000954	3.61670610890999
YDR126W	4.70608196164777	4.74397108198782	4.60513157542512	4.4429990601131	4.52967717365974	4.38166169806888	4.27374438438818	4.47197577195473	4.17694183731008	4.24974031763444	4.40279123317553	4.15091670744148	4.19442534590707	4.3926135295614	4.49358540097612	4.56734517349468
YDR127W	8.88567627745523	8.52481131756213	8.12825813035366	8.01287906500296	7.83087933295596	7.82288282564865	7.72829070133028	7.7193669483492	7.78174538834076	7.85639468124576	7.88972264949522	7.9292767682644	7.95093919290287	8.04338318982459	7.98430417873553	7.97840683108655
YDR128W	5.58948665960696	5.70299596308825	5.71639650146868	5.77490311589517	5.74684832899663	5.88010553715194	5.80349811187207	5.87262426139056	5.94075717404136	5.87505762200069	5.6839174858986	5.75777218902822	5.62012581698846	5.59941566458026	5.58554864570408	5.65155199756187
YDR129C	8.15008904734753	8.0253011481386	7.89536368887037	7.91454242735162	7.90375443504497	7.98473916825699	7.95119479887568	7.88110496884529	7.92807480547199	7.94013607950701	7.80987123921684	8.05189396980685	8.21740912967014	8.0877237379895	8.05105515231923	8.25677060314158
YDR130C	3.60319226557124	4.03914662597975	4.34850919521771	4.31131565300605	4.43022091977697	4.65139942138274	4.50807448395741	4.42336154481293	4.36827249073244	4.21360136363565	3.80552122998599	3.73214304527224	3.79853078692724	3.71733906632122	3.95037756368746	3.98217237795913
YDR131C	4.8286341457049	4.69508512909806	4.75147844140215	4.61872115833991	4.72573867949311	4.47307660833935	4.48897587309258	4.59046811142527	4.64230514631243	4.69385069368999	4.47466598069343	4.41070407885406	4.6362586504879	4.54831021860747	4.53371031036277	4.57155865090054
YDR132C	4.55646528294981	4.55599421983241	4.50875611739701	4.68148681720211	4.60593404647596	4.7062572648076	4.65924183441715	4.45595235847907	4.54553896677957	4.45825631787003	4.68761089069735	4.41800068104114	4.58291022928397	4.5947822747523	4.33231830602061	4.41153955671909
YDR133C	8.96167490190815	9.49938494072193	9.36315235911898	9.38759775617788	9.29832513683982	9.12253931088315	8.93237217801015	8.69308903572967	8.63073481400806	8.43422998003358	8.68516071656701	8.73784706947123	9.04218071165905	9.13064930452809	9.25914365461974	9.34064842734943
YDR134C	9.14419236581305	9.68702042219833	9.47397918638441	9.62261478047677	9.43822090215343	9.23780928098993	9.10286257328217	8.83012352275656	8.62753726968104	8.6857705400736	8.81102605225104	8.9687151420941	9.28199256050856	9.30739314493052	9.5090087987597	9.49599749815357
YDR135C	7.65897694850883	7.60069734425793	7.57311725959015	7.50045486953235	7.4917248972028	7.47875665055437	7.58139995022325	7.62264961510666	7.63660770659311	7.60361650264671	7.59213865955093	7.68239272305348	7.63218250200716	7.72346642460568	7.76798129863177	7.55925122777167
YDR136C	0.436314208099736	0.116480573854346	0.0295606161053054	0.540244648218665	0.528558006403656	0.145057143074653	-0.136372764387262	-0.425532379148822	-0.726657413852672	0.803506253678916	0.494433528687619	-0.0079064564006036	-0.705397151841245	0.123311561712313	0.642711716091448	0.0471858130565896
YDR137W	5.84639292577556	5.86055758742611	5.70698464706127	5.49488994376487	5.4258050352933	5.49395300968139	5.47117542455278	5.56986296792101	5.58674676733028	5.5687285283337	5.64479808964959	5.57075286774002	5.54957665950559	5.37482604950489	5.48680682342453	5.45802537167901
YDR138W	5.62186319747542	5.49596524501441	5.50891394273473	5.43862217412851	5.51660404155261	5.70261134890896	5.74674153938809	5.5680005856665	5.716501196062	5.54814647746264	5.57218944456343	5.55263543409852	5.35751132822337	5.39137559344108	5.37253405947353	5.39522895800725
YDR139C	5.79219619567877	5.7177557241928	5.84381378356246	5.67615629577983	5.46542063293658	5.47722663639203	5.61904582089362	5.84366729403601	5.56222278555468	5.81257598727737	6.31112972774425	6.05667352324341	5.99298127385715	6.22522325865118	6.15237620336841	6.01084544190769
YDR140W	5.43728024009269	5.57554777901351	5.55790101655004	5.57711787064942	5.38507082683465	5.4645533522051	5.437700804276	5.45363339610221	5.30574933669646	5.36257945330998	5.68115814974049	5.22881822110964	5.28809479137397	5.39137559344108	5.27529975595679	5.27893938386669
YDR141C	6.31558716673297	6.19771141044006	6.27807736873337	6.37379054291898	6.5064099734691	6.49184216817704	6.41844672888486	6.40735740021	6.48718375217996	6.38252676388071	6.33062970025534	6.41769909982987	6.3381198212017	6.39240149327201	6.39495472901576	6.29953369520307
YDR142C	4.71317051627181	4.69176640541825	4.66079077729088	4.70075335542185	4.62937600855542	4.77971418598909	4.93802140121705	4.67940872249194	4.63448462746828	4.69009816879132	4.60849021521408	4.71315744161319	4.71441010920503	4.66724536572534	4.84405746099018	4.77525793000199
YDR143C	6.15046440330892	6.3601802084232	6.22499433895379	6.321852502197	6.259439444427	6.30187553395558	6.21845759805508	6.0697605398162	6.17982430432046	6.23580495294447	6.25842045328475	6.19582887517761	6.3689140139082	6.42169988791597	6.34649853609046	6.36896104314881
YDR144C	8.7264232711912	8.7840244647486	8.62902286547592	8.54681939850229	8.37935744288185	8.18342608845608	7.96266218954923	7.91556543721654	7.83047866369841	7.8862192388677	8.04749006109932	8.07486849259593	8.15754496025988	8.27015395115344	8.26616816872057	8.2132746415761
YDR145W	6.03922940713305	6.1046966848265	5.92236519016361	5.91896231013825	5.96917242602005	6.00058688411979	5.81734510931843	6.1278037239064	5.98601813018738	6.02259827820699	6.22660222666397	6.16363515565141	6.15284458585667	6.14746447721646	6.12801014714593	5.95549636111991
YDR146C	1.53402248758716	2.73961293325137	3.95577882567254	5.07757696180043	6.00289656661501	6.63255660853149	6.77366240936029	6.86038815606425	6.69508827607707	6.43167040683347	5.96823141875275	5.6472519119095	5.25891168413401	5.08855327634269	4.42590420275217	4.39261250971275
YDR147W	4.9949101444602	5.39142126655992	5.46492104438301	5.73807778303527	5.90201525782012	6.05373192077331	6.02385685675228	5.93753175006751	5.89730174626804	5.65979800262453	5.264592937396	5.37282403712534	5.1844562288164	5.12858885982499	5.03087701781736	5.39522895800725
YDR148C	6.27304936260324	6.16696967984027	6.08232857815694	6.18375695403056	6.16635238929335	6.30187553395558	6.43749974135356	6.42186581837202	6.53732489235015	6.61502128314805	6.3842071586726	6.565469775892	6.70064471549617	6.57878944015025	6.69834094392598	6.73572105106686
YDR149C	-0.781519829196026	-0.0513270749497666	0.210960916614346	0.291873550548886	1.00888890083196	0.863969836222201	0.99064424750139	0.230836407943501	0.277194081423037	0.5620942800059	-0.287383004296746	-0.17349847512727	-0.0374191798010599	0.356958879326139	-0.240386067124752	-0.868173400554158
YDR150W	4.97440656907288	5.34991477986414	5.74242765456831	5.95551245732779	6.20364180437908	6.36005522445245	6.1974335278437	6.34998835242491	6.30211046590343	6.02110551584	5.81555952620236	5.67034922832271	5.54957665950559	5.59370626796977	5.95411921551508	5.91627697020026
YDR151C	6.32023708844313	6.37887342190551	6.26659115849181	6.33937376214988	6.27968719523398	6.31957710972614	6.39504073989598	6.2255556707106	6.28097538111657	6.23193872496205	6.27132080726384	6.2252416984559	6.27672811693317	6.29724907958435	6.15720041802131	6.2622227663077
YDR152W	6.44043383128357	6.41554854168151	6.50030141190382	6.27548981915374	6.44545415019495	6.42581946669596	6.456304405673	6.53962948578814	6.66852820159105	6.57081145304701	6.95419515378173	6.61233973118594	6.66686014967228	6.68194508650619	6.55094694918472	6.40127760536649
YDR153C	5.52649835451376	5.52609254523904	5.65702797839344	5.5892299156624	5.68905861434684	5.76078321854679	5.83711457547858	5.80939555809932	5.79752704623576	5.66554228983148	5.41499462893917	5.59348716799222	5.63592787606721	5.39137559344108	5.40804603786952	5.39997544773322
YDR154C	10.7170242575117	10.5706081607658	10.3068736326934	10.0640762158286	9.79773769382385	9.74039954765063	9.79487027488691	9.84335391800651	10.0489394757891	9.96966158494647	10.5855696980571	10.3373806841733	10.5501632545737	10.6657403809654	10.7194994322844	10.8399602682928
YDR155C	11.3413518357852	11.1744702860151	10.8801872130893	10.6799005689141	10.4133986364323	10.3117531585402	10.3840968259342	10.4378077112716	10.50503378864	10.5753065816794	10.8578225042527	10.8745507282628	11.048525711285	11.0386214953101	11.1750775942443	11.3529896469166
YDR156W	6.00786678468836	6.02650103269621	5.94014798207306	5.98200187890361	5.89788466329636	5.82993551202625	5.83711457547858	5.77590421718897	5.74037975311395	6.10522951782092	5.78247116313655	5.64569886300474	5.9626711342199	5.43991476444927	5.46362674921049	5.49176625219308
YDR157W	4.29347025872615	4.30980918947824	4.43770084761041	4.23407705197364	4.27750256662349	4.11595487922269	4.0983419227497	3.90905400333147	4.02371311221649	4.36248523303326	4.29140694919153	3.96914337584754	4.16568444337975	3.94963461928236	3.82663732171321	3.92404349451491
YDR158W	10.3575606139655	10.2312297559248	10.0044756705003	9.83122762171025	9.59165359152312	9.45197625929552	9.42720062510042	9.33322073552146	9.31169512328236	9.29108425211775	9.41807983939487	9.24715675515504	9.25197258842608	9.33353482050419	9.35673764845001	9.28784893915612
YDR159W	5.07687942016307	5.15883712463749	5.32180653842494	5.27687249992595	5.41235435346347	5.50224403288455	5.50579245042868	5.44959308220204	5.55602609498473	5.48674233081549	5.51755164408011	5.58540883887333	5.42576205987584	5.56481536552849	5.32473592356847	5.18030533469369
YDR160W	5.70776871810268	5.64067876580369	5.57248587394035	5.52762647632479	5.43723521358167	5.34288028756583	5.624306645271	5.65303319102314	5.75488019470951	5.58498533418366	5.55118659132057	5.70207655750955	5.7272693181813	5.58797418689291	5.66898351042071	5.68693801861539
YDR161W	6.83502497138477	6.93668122552376	7.01685851005575	6.89456454782272	6.86841475753151	6.72046205585885	6.78779733881642	6.92073737306586	6.93841502180309	6.8882513107245	6.88992670449997	6.80831609615533	6.76353358851389	6.60598723918842	6.7180642806527	6.68119745864229
YDR162C	4.72022441213234	4.62721525319942	4.47809912639492	4.32793235076817	4.09229488364051	4.3635729092087	4.43011452182456	4.43566953828004	4.65782014190427	4.67498969572145	4.96674007883765	4.81616015396607	4.81962580756998	4.80208935868764	4.78294467925869	4.6292905930749
YDR163W	4.15976884749951	4.02339159351955	4.03614601942101	3.78828711571544	3.61707420556957	3.8690698058831	3.91588777978832	4.21065369029962	4.17154761338362	4.19253667556026	4.13080732390394	4.41800068104114	4.32579794982281	4.48186390590211	4.21999389976245	4.33429429342181
YDR164C	6.03357759011947	6.07316011894834	6.04993777849226	5.95015570399119	5.81706906178727	5.93931543423694	5.99029498768333	5.96468175520237	5.96746135918716	5.95071320349693	6.21329386545871	5.97740071227643	5.93597173820238	5.93361286106582	5.84672903138775	5.77178249054183
YDR165W	7.38766384693516	7.46439721114974	7.30706754345296	7.32894235302556	7.12435866909152	7.14125575246587	7.19731478231582	7.0957489873928	7.11318842987662	7.10807274204279	7.08937558179848	7.01551237813587	7.05424728920284	7.0048478578258	6.93115156643626	6.99845811780191
YDR166C	5.57982420894595	5.60936051716768	5.62340306357637	5.64499861827671	5.62052560825825	5.70799769825578	5.62080156140788	5.73166893856451	5.81666001041638	5.55021794634245	5.29739600241006	5.61586876698505	5.58437785567452	5.54719897367131	5.35023794789301	5.47611865523346
YDR167W	5.22060187957887	5.36249258989839	5.37031099564011	5.14007312210699	5.20064063441269	5.06920256246998	5.05691748198509	5.24800487242251	5.3894485821949	5.48023842040082	5.50512368806414	5.56089884667004	5.58437785567452	5.65255690005515	5.5221403504331	5.50063212310034
YDR168W	6.56809435984699	6.34968946743276	6.27807736873337	6.17574699496687	6.14327454367452	6.2362888169295	6.25396266913863	6.4922968597336	6.63560515737697	6.57285065591535	6.59092007947991	6.62105961231582	6.641861961953	6.61869360985983	6.37438674880443	6.44441941875783
