	0min	5min	10min	15min	20min	25min	30min	35min	40min	45min	50min	55min	60min	65min	70min	75min	80min	85min	90min	95min	100min	105min	110min	115min	120min	125min	130min	135min	140min	145min	150min	155min	160min	165min	170min	175min
YIL048W	6.55829396431474	6.9234514002086	6.57442563607534	6.54565036989428	6.41029074929381	6.23551777802484	6.29042050366637	6.3791616179306	6.52861180894429	6.64642445840981	6.58621085589898	6.66087581638432	6.71207511859669	6.73783350794965	6.61222990840947	6.52303907087633	6.48699665799605	6.46749479631761	6.43978704234231	6.41056993263822	6.38431235973194	6.41358813770359	6.50440872142078	6.56386352019814	6.48859575523139	6.47193072428648	6.54428848173116	6.53413378675512	6.57161764747817	6.09207465230197	6.23222761969231	6.27929510652498	6.29832842412598	6.32660348741236	6.25398380152442	6.11438585124905
YIL047C-A	5.56838331020785	5.8545705454281	5.48312501881389	5.62711982605682	5.83116528270861	6.03141032583082	6.29471343321282	6.39081562042096	6.32782124447174	6.34598489431826	6.2854646269236	6.18042001643055	6.23021537131648	6.19409948936115	5.9743371064993	5.85755065830683	5.92711215754447	5.96271754827999	5.93357984084029	6.02751314703718	6.19165245647757	6.21845063779871	6.155319774024	6.24818725689105	6.06635833692647	6.00085696301211	5.87871077546799	5.97132650823353	6.01803746926857	6.49505694481243	6.00340957255763	6.1580840809389	6.06101636730868	6.01769847828978	6.06978797936343	6.46040715555825
YIL047C	7.46509584354675	7.94920424742282	7.40374924403991	7.61777182122643	7.7666853765918	8.09251271055856	8.35947582464926	8.38008606866478	8.30196939627011	8.35573904340024	8.30146666126101	8.22469405294975	8.16363289912341	8.12244663487233	8.00937119760393	7.8636392910924	7.8713880153868	7.89454495237245	7.99020447254209	8.10421367212814	8.09428445939744	8.1594991387879	8.11556626321557	8.21810487453256	8.11351103087706	8.05894768560752	7.78288386362076	7.79738045863548	7.90776422799647	7.59323517160334	7.77120961485021	7.6844491035119	7.81243582547936	7.79182778570778	7.74264725534267	7.71734705174617
YIL046W-A	-0.170528876174328	-0.368091067427643	-0.174274984697288	0.113603536328131	-0.862309361857549	-1.37837213394933	-0.266803374659065	0.0129805416855185	0.213563811149919	0.200874004609011	-1.1384519616777	-0.587596486318231	-0.842845382876827	-0.440120253930682	-0.581628243102358	0.767999655759526	-0.176322683421278	-1.6861803810263	-1.63626855958446	-0.122511479341503	-1.56704328935384	-1.74994537899436	-0.781729671402645	-0.315783254317973	-0.745684800669872	0.0208062271900444	-0.829965747865297	-1.07849968584549	-1.0007037820819	-0.626471495288531	-1.06563987617677	-0.11814783715774	-0.802104483305668	-1.20577208897686	-1.94711401351429	-1.84333047552557
YIL046W	5.67484867433269	6.20043616406664	6.07679278504645	5.88587516205599	5.66452616604641	5.71229876712053	5.86468586430045	6.17862951852051	6.08481602323678	6.06322148185987	6.06387509491597	5.94085219751777	5.77450440109489	5.65735500902172	5.75526627133805	5.75107485925882	5.73199293413434	5.68612135308116	5.74682002923668	5.61286392170352	5.56675828488883	5.80211805262092	5.87078389858171	5.90412753708972	5.99627725823763	5.86238302928522	5.50239731332249	5.42089320967068	5.63371415432272	5.56504412853012	5.54232635763138	5.51242059257593	5.50314851704974	5.59734710180963	5.55720797459966	5.49590115276525
YIL045W	3.88204222273519	3.93365164334495	3.54908703128809	3.57013074390919	3.35747039055804	3.42871019749877	3.34502095187828	3.45951988433599	3.40385390002012	3.38190712074756	3.36021779195497	3.3106927333063	3.50245928007199	3.43719033008936	3.54509265942476	3.51432948995208	3.28779955678699	3.44528221204515	3.45655597664667	3.40613634436399	3.51076770968367	3.38105478328885	3.31649184087543	3.45887046674133	3.52652671796151	3.23946240335598	3.61769832970404	3.44736522058858	3.39206268119097	3.5500028728933	3.81185879635076	3.53052693193104	3.49961029765456	3.70073710484511	3.64864743490111	3.42435672814418
YIL044C	6.0493734777037	5.62419488021133	5.83910256546823	5.70804682079253	5.72668047842967	5.77869409435704	5.8102521421688	5.86940110193887	5.78496629396533	5.84495629833468	5.94188885860934	5.9968881288436	5.84189875024818	5.88140844376853	5.9384806017223	5.83786620317165	5.7623531566064	5.69113827734038	5.84560892132015	5.76262136780986	5.81581482839449	5.76077624968695	5.80259009104803	5.7032381249534	5.68033359674855	5.75923594347175	5.75938580228958	5.74308845927686	5.85052620571346	5.8330225875866	5.82832723913388	5.81611785690999	5.78676913734376	5.8449406721896	5.82966741171759	5.72808647323046
YIL043C	9.00155427473546	8.72720353092215	8.82664010680062	8.74742852945476	8.81757850749762	8.86594854947327	8.87891376917831	8.8705202716121	8.83615098939133	8.67785027891913	8.60807576672899	8.62388965733754	8.74817078159646	8.74964321322522	8.83465487974178	8.86292798166328	8.88484832453124	8.89595828580557	8.93395406823369	8.9945651767734	8.91125767308323	8.92143233063866	8.82538163806879	8.7573715045622	8.76170031876175	8.77691496879132	8.69510577912185	8.75491820151578	8.65317793112925	8.93776354385622	8.67316285336402	8.73116909704652	8.66352267464076	8.71129908570826	8.67537833573622	8.86688379557353
YIL042C	4.6721423105433	4.77242412414889	4.78102181153867	4.01992942038874	3.76541122001197	3.51912634745821	3.51655194920668	3.85909964179229	3.67942018642575	3.89650389903905	3.89898519614395	3.85714223861335	3.71132782252475	3.83429646321177	3.84368104747465	3.8254588231748	3.86893743596377	3.97043227136163	3.92263006426492	3.95980467128941	3.8363215591373	4.0201911184053	4.01043455451326	3.89877337575745	4.13492166038575	4.0240201580804	3.74686417361731	3.88614202498101	3.82060179183873	4.13259734780482	4.00058746597425	4.08439990872939	4.12409145228498	3.82896169637843	4.09992002332006	4.13017505934793
YIL041W	8.15768330578353	7.82706045659974	8.03094379679641	7.92718484950205	7.88383707152726	7.80130025654094	7.74399977173255	7.72318958212684	7.77035765164989	7.73972485009689	7.79648329740107	7.82079490931199	7.76060898344684	7.75638362688967	7.78591125972613	7.9572680988866	7.73370013552438	7.79785954661368	7.9273098947238	7.9120206847643	7.8351553241868	7.83197035995842	7.80246760419626	7.67305849834207	7.78588920120527	7.8014306066855	7.85092148853993	7.82594015330712	7.80593466075073	7.90523323851909	7.73492102390341	7.75432768870334	7.76379290167093	7.69080691843149	7.75679751657459	7.85678671022297
YIL040W	5.91462748208882	5.56124972533815	5.36918365238909	5.70991939248172	5.85048621184684	5.92418090241418	5.9556050965815	5.66191082619133	5.84927204682631	5.64587318309005	5.65810738955045	5.67201264988604	5.67487226104325	5.69719776569919	5.90655978941118	5.80275860446458	5.97604553369507	5.88165375511168	5.91322420805609	5.92282857408588	5.83156469117603	5.82341019595482	5.75727131251433	5.70013337129384	5.69551553842639	5.74850373753308	5.68072696819794	5.94753012146549	5.77212138177773	6.19734182305759	6.00600370439529	5.9652920720871	5.98680604900581	6.00417954801404	5.94950019701064	6.20789925394924
YIL039W	7.84877169768868	7.53794574451586	7.53235431357623	7.70720067031961	7.82289756440938	8.02818575774619	7.99017554956324	7.83873961569127	7.8964137004721	7.84957305859581	7.70345866910706	7.67425968340956	7.72161106042701	7.66939646116182	7.56344266763069	7.3606668048848	7.54949648980864	7.53731890725967	7.46068057976211	7.50069855634286	7.59433759861443	7.44649535787316	7.47686728136468	7.47748927672199	7.37619429672098	7.38615712557444	7.39471294731685	7.39086063397191	7.49140855768159	7.45511323327267	7.48962579158362	7.44535075896897	7.54656765986471	7.54811152851608	7.46819654605942	7.52713638957915
YIL038C	5.09919498350994	5.82212408826897	6.04140711892501	6.11795261896206	6.08655146460303	6.07406516013314	6.00359923479767	6.13771652207858	6.02912094612271	6.13811722720836	6.27226770755524	6.33263387995187	6.37586842797029	6.47296994759614	6.36806231115131	6.40760522107876	6.3763767602899	6.28928551152203	6.18255390888515	6.19343431499134	6.07152477303165	6.07492060973063	6.259329539025	6.28802163295412	6.25237796901405	6.20775714973514	6.27787974064435	6.28370276763673	6.30690560797707	5.94953609705666	6.10974267001408	6.0563687467454	6.12769125940251	6.1227696018467	6.1064150414149	5.8080093194401
YIL037C	8.90026296384634	8.75871651668648	6.80697248214097	4.95529944438219	4.6055462910942	4.37656369004662	4.38481525270804	4.44194351233129	4.47857311406233	4.02735615412315	4.04721487233686	3.96523243782501	4.13778882240715	4.10643165139104	3.70209780010476	4.00386839762237	3.8742426165537	3.9759241210212	4.02735760474036	4.20734513570543	4.07849009297056	4.04215217143291	4.06966387392164	4.1332281282026	4.07647747897388	4.07301599695967	4.01397451554914	3.89169503836254	3.69726586158747	3.86686802197571	4.01611292456388	4.03177213084643	3.95813270708565	3.96357663941402	3.88562642458001	4.21270994359207
YIL036W	5.47077592299532	6.11535575021499	6.21024646959705	5.78999513306337	5.38025116350742	5.04679467205434	4.98546038403805	5.11393129940205	5.16314474697294	5.2509681714026	5.39139157472343	5.50485847560141	5.46024076469755	5.65927744298687	5.66847068394376	5.69199893358368	5.57794960969527	5.51937530086112	5.54699267223013	5.39536337140191	5.28601356785466	5.33212434811951	5.4130286440562	5.46063508943886	5.60882048008993	5.56495143480506	5.79342977784297	5.67387396185391	5.76655379411877	5.62880485246868	5.62565440233939	5.58361797631117	5.49306788177687	5.59374114831764	5.61107096759757	5.43335208254116
YIL035C	6.45126601236484	6.2807773031079	6.40593882506915	6.6102394641076	6.53928124755361	6.59712438170677	6.48047651398495	6.47534324350809	6.4768153402151	6.41931713217132	6.61785574839642	6.62749672173806	6.79429718959173	6.82090439077725	6.77134421433426	6.73342123854244	6.68564164682966	6.68260095008726	6.6333448071415	6.55646326799799	6.55002403549166	6.56915517327917	6.55364620333211	6.47945827895074	6.5849158604009	6.63813403576118	6.74125510852019	6.75356803710322	6.7351879088919	6.80495218119794	6.7789189228365	6.69597897007183	6.69996608324686	6.74349333647903	6.68014748250979	6.61472673967785
YIL034C	8.33660150145589	7.99391653525981	7.99297676903875	7.75014620615707	7.37258754329698	7.18990456032713	7.06692899286296	6.88436231549813	6.93709614421252	7.02781707417588	7.15032890253518	7.15528762114217	7.17405764309269	7.21453954070985	7.18261974222834	6.90993973719092	7.1306460978451	7.16905951513913	7.16220742082592	7.18513207995164	7.31696505959378	7.22998998022314	7.20331066526843	7.26017639737592	7.22446751183776	7.27313791968595	7.32594996617849	7.31074082181515	7.44467225553479	7.43064755412627	7.44778211999126	7.42253616468757	7.43672820439993	7.38817692618771	7.34418362640156	7.5190501092981
YIL033C	8.21835475444979	7.99722300835861	8.14817906493266	7.79317564911208	7.38046325339875	7.13247184105507	7.04670916076568	7.00301030936652	7.21847328638503	7.2434655828046	7.39188824973173	7.40603685369024	7.31365187770531	7.41501169019606	7.45892526544691	7.49398371358032	7.63558245752424	7.7360915479084	7.65912129295324	7.53171652408164	7.66441152915226	7.42784923771351	7.49378526254214	7.52432188309156	7.56869673931268	7.55518661556212	7.59351860705651	7.65076242345515	7.73572337984486	7.78154880488092	7.73609338247457	7.7876406956999	7.79776870030182	7.77042579973659	7.7606327125329	7.76550284115005
YIL032C	-0.440082606165046	-0.0735705892054825	0.599534956175938	-0.0798791907588317	0.796035046540498	0.608160411268772	0.95540204322901	0.499888540688573	0.838238389618586	0.336289764442256	-0.142034955377927	0.0306723810002181	0.221971535395306	0.102404661153027	0.269061874119685	0.0220058914356645	0.206749330789209	-0.23648471616152	0.452383517735846	-0.00389123815632365	0.832066950923828	0.370526757611169	0.492799112403526	-0.0418332619858776	0.187607400031375	0.417558351914521	0.436141517274641	0.211353887101952	0.306238461681195	1.03514464540636	0.36283314315199	0.775130732715283	0.342859805863055	0.661457849506662	0.207786719376183	0.925083410077537
YIL031W	4.78341624170619	5.38264117475213	4.73405590576864	4.90714471112839	4.94972861520038	5.05231088318794	5.01957734494569	5.20388255905509	5.30954828155349	5.59276123229661	5.60741772887842	5.50108284381052	5.32874128900286	5.46634483221199	5.27731751183654	5.24213360255087	5.11186243388063	5.06828606578826	4.8369441012164	4.91281453505885	5.11637830722433	4.92654712889413	5.26321227870083	5.22822308511942	5.19202191958508	5.04649662514131	5.24794941462496	4.91286501254336	5.06811470009367	4.71395292282235	4.90576600945808	4.9024300389977	4.88575943870553	5.04194857631875	4.9614780952455	4.69110589198243
YIL030W-A	2.22469766012387	2.849785766361	2.62525675433662	2.28808055942688	2.32652543187909	2.54342240538052	2.57598198665327	2.68030675674894	2.69414053418358	2.96771281120569	2.73400748222074	2.94988234492586	2.65078931079547	2.72070920130228	2.78841033237154	2.72549771633401	2.61024171112407	2.73290488102503	2.47372075819148	2.61213054399145	2.70501537014118	2.39913602213409	2.73560362241313	2.54684922770498	2.71452256663026	2.76447901573987	2.91318079161635	2.57229463016635	2.61598789616027	3.17905250893233	2.85437544261136	2.7943817474261	2.64567414815748	2.77377816956508	2.82865771127764	3.04123876674781
YIL030C	7.71895857688075	7.49274608238516	7.73549492269858	8.09312764328881	8.13260221764709	7.95166133870077	7.92969904514115	7.7863186210988	7.85963328586528	7.91052658515888	7.88505401935212	7.91815266824346	8.00481256998713	8.03038093887589	7.95851643747709	8.03658024896654	7.93432920406446	7.91934094287032	8.03118561077735	8.01614890174879	7.89883433525759	7.83721350976543	7.89406820884195	8.00127938817174	7.90215748332384	7.91951602715805	7.86076674358371	7.8486018563782	7.79811054107221	7.47379281468725	7.54016755348361	7.56406823196139	7.64043595403211	7.67468333883781	7.59055098749674	7.50332597434768
YIL029W-A	3.82152251806859	3.22853230544968	3.66092848182406	3.81944406390818	3.54163996439808	3.36807483317225	3.46415347447258	3.43271090453047	3.56571085881951	3.29313427002875	3.59418189136939	3.3106927333063	3.21150239065188	3.0368744975458	3.51153193005717	2.98016021359097	3.36519885484074	3.17621380888403	3.44399772475729	3.52928239699132	2.90351483404395	3.15786534393716	3.10627559460271	3.46619952729137	3.27257503390242	3.25167456781207	3.22175683739186	3.09938222708361	2.9366847564393	1.87663617063651	2.51878260187705	2.35454127063781	2.64567414815748	2.72186510247553	2.8156079357134	1.3570276811667
YIL029C	3.75025814103655	3.87734340312735	3.38505067847333	2.71840303351614	2.63278234347094	2.0647190630896	2.56180350198968	2.58612953401677	2.7068180393273	2.84816505502106	2.78895567350731	2.76073771267586	2.84665036242972	2.66055839872687	2.95995654354714	2.7677232144207	2.44894058494588	2.59695455307987	2.44879493293112	2.770307418924	2.56128537926515	2.81085792410414	3.06805656165372	2.58774226426224	3.28409863755538	2.95576702763773	3.15349313251021	3.17419638156269	3.00447625883865	2.74342839963275	3.01753345549691	2.90385619852383	3.16571030296305	3.06172091563492	3.06755774320971	3.01519292809689
YIL028W	2.15283000584186	1.95415385297819	1.4384829592295	1.16101423659685	1.107687576127	1.1510627487132	0.720323395004911	1.23833378757229	1.33937790853977	1.0778165150778	1.50759367900979	1.60361270087651	1.17768608462764	1.19214294884666	0.800611103820564	1.83555151989687	0.890501527264563	1.07333359201062	1.43314645853472	1.71376856481617	1.1325399914001	1.47824310586125	1.46362046679607	1.55162867681046	1.72632038226532	2.02337794442802	1.36433007984294	1.70821143834954	1.01851040693425	1.27390420020633	1.44844728534954	1.09539548101711	1.4441052225373	1.34966943710253	1.3209385603003	1.3570276811667
YIL027C	5.92365298112044	5.4766041197834	5.07017497720815	5.40007408748324	5.66254003024871	5.57533092475322	5.60604919069829	5.6734072854342	5.81308699998681	5.79145400472528	5.77669825494463	5.73926312926726	5.78569237308208	5.73596969584624	5.77661466858421	5.94755031509557	5.78787717758693	5.68779560038125	5.86693409394626	5.95796526289538	5.8744331156041	5.96425624743216	5.93766672880672	5.6829367546192	5.76501124547269	5.91131674589887	5.81200163652405	5.98956720269613	5.85970704922798	6.30624653249949	6.11335610608371	5.99720949450755	6.03484944165601	6.03508580385287	6.00084425736191	6.21792512899409
YIL026C	4.17593950049699	4.64330890082827	4.48127532614085	5.80233444373053	6.53277226521257	6.90824187793091	6.62214924009171	6.18801122311613	5.70665656280782	5.35829297926102	4.9748995535355	4.522126836388	4.20600062775655	4.3544014944789	4.84044713214481	5.12520104283726	5.69649470905022	5.8081302876437	5.95586538515533	5.80589500709975	5.81932968701965	5.64595811750965	5.65784298906656	5.48067673325924	5.13589042593907	4.99657591720987	5.01131378650858	4.8600237591932	5.18541915808744	4.91781642886879	5.25014696170082	5.33483175657053	5.42682824246259	5.51966212034892	5.45361407647359	5.25843485098406
YIL025C	-0.771845259553289	-0.165222241050024	0.263900261918821	0.700518662426934	1.36383071880279	2.26803621320134	2.33048596703484	1.46692737403797	1.49365775197177	0.778166555080677	-0.0427384647624284	0.112136510359096	0.144631173066378	0.190120507086983	0.00535463681580672	0.155217882044303	0.453531415546915	0.852291733116945	0.54936902234807	0.835519239673831	0.93932994050522	1.08570875041687	0.893321055234722	0.61488569803804	0.993750903216704	0.656742810657273	0.775911136553264	0.280713205323826	0.243494235379021	1.22920916633697	0.897802610596444	0.874112170459878	1.22773013278998	1.04621770647802	1.08029310376912	1.1331430311006
YIL024C	2.959460733197	4.05029812202551	4.66060957778012	4.1525199329144	4.16951965415147	4.1688100812826	3.82629450820985	4.19844521117671	4.06143989481521	4.13808228749037	4.02449791727378	4.05036740509301	4.16741821912599	4.04893525865334	4.10226037480711	4.17051399931331	4.07649261725839	4.13165097343119	3.87664560907423	4.15092614993288	4.04285335511268	4.28864452312834	4.21082576110576	4.08167208724722	4.1412716880318	4.06611764558889	3.99459432149383	4.10271714737744	4.12903725474162	4.23787291291926	4.10106767623116	4.09982102885185	4.00995501183732	3.89491142133395	4.00539407075155	4.23544933680232
YIL023C	7.11959866096459	7.47055575777623	7.19106755511624	6.60722848557194	6.14746535448031	6.24999218964963	6.3064535442317	6.35675625572691	6.65173810608062	6.79195237521602	6.78260376227001	6.8102356084149	6.7767823397354	6.67080388463885	6.63090954777002	6.48241195542494	6.29465345521237	6.31008821823309	6.22170522073278	6.27635599132572	6.37478889835068	6.65122627079011	6.58781462252484	6.78218197009859	6.66642683896121	6.87365072978105	6.22203504219373	6.36778868965397	6.58985980507606	6.4760547953753	6.50221051587733	6.42924672115454	6.46127954099782	6.46033244794467	6.51438489083884	6.46281810872407
YIL022W	6.43746904021075	6.17145950699576	6.65046780900761	6.65660904110267	6.50643863518339	6.63713525014803	6.55573654052794	6.61404578413181	6.46193535548724	6.7749167581594	6.75957521395102	6.84639500208258	6.8870030497288	6.9754855779711	7.02356226896574	6.71869751689712	7.02072004957842	6.84970589078297	6.69558735205963	6.73231935274735	6.79283529986391	6.70842410327915	6.77542091828387	6.8516850333795	6.8665243282973	6.88741291291021	6.79825493482115	6.84227241605039	6.94813302980208	6.82480243771236	6.89122625644087	6.82142795169904	6.71044524460798	6.80404019340252	6.73749045201131	6.61038383407609
YIL021W	6.53727897278035	6.17730158539791	6.59240527683395	6.5041673849965	6.47056231965491	6.52951926530469	6.61958483305771	6.73235429981458	6.7368704977911	6.92816184804373	6.87914467297326	6.95388324424949	6.84865240682166	6.8830936288027	6.82441418283297	7.01665816368949	6.80225339606497	6.77370439776229	6.77544405424044	6.67122849417705	6.65898436726507	6.70956811533361	6.75852094814379	6.80764820952088	6.73415652802289	6.72719414038627	6.74802230730677	6.83220022277338	6.80202684895932	6.88906414796176	6.82665818161099	6.80427288067006	6.73117794575971	6.79621718818683	6.81576360592744	6.69996967495849
YIL021C-A	4.85309987282813	4.58473123380791	4.95201404820712	4.91690510252707	4.80238094269384	4.81658618920857	4.97212060877875	5.11111598861471	5.05078817549953	5.30149647135829	5.236928979311	5.2339650402938	5.17677663607027	5.29393408721766	5.12751995812707	5.30082693571098	5.08694640977716	4.9863073952513	5.03833927936906	4.9573606891516	4.94356185454667	4.98817987604088	4.95653296568331	5.10452238081831	5.03719386986016	4.94110024091161	4.95894499969125	5.01561865712268	5.08162957206927	5.13931270577944	5.09309614438406	5.09171399417336	4.94019805002876	5.03132435230868	4.98498226307317	4.81705339223344
YIL020C-A	5.00709123214474	4.62290492031423	4.90735319404754	5.00189863529453	4.93663938332434	5.13781702967881	5.12217828705115	5.38493776326616	5.25016103291859	5.43007175893241	5.39139157472343	5.50297189484151	5.4462077927223	5.43077321132836	5.30451760488382	5.70563927747039	5.40912987135102	5.33935400208295	5.42768892712795	5.41146297475253	5.25000299952993	5.37313074875533	5.33470858427508	5.40642341371133	5.3401368367046	5.29683676174151	5.38077572542098	5.41704758097914	5.41093861762625	5.81800965008389	5.48954623198246	5.56151185573467	5.42045947072222	5.37380607353091	5.45781985638087	5.66037889255802
YIL020C	4.41486780185802	4.34834897606502	4.6534156710715	4.91365897018433	5.15296923469505	5.45970607049946	5.36197690327938	5.62291386248874	5.38839261254097	5.4376219585455	5.3869459087556	5.30498095660707	5.28210256553975	5.29393408721766	5.23938015707047	5.36067826078136	5.48564643679791	5.53434119409503	5.42768892712795	5.44834442130957	5.4916470564621	5.39888955955272	5.21447287174966	5.28112565217991	5.12951661592262	5.18347860557374	5.13152353729684	5.22805727663618	5.16016334333078	5.54010226303945	5.38779448719008	5.4774285356975	5.39469945504454	5.34835261602892	5.42382522752357	5.38840345030977
YIL019W	4.22349170380655	4.19092545811802	3.89242525717778	4.06158824208358	4.61379304209853	5.14040912372494	5.38228964255357	5.4443025631729	5.44245412716965	5.50744430219304	5.46283369268321	5.2941125610602	5.44822087936747	5.13447425526111	5.16307915004351	4.71467366597091	5.10510971822966	4.9998488971388	4.74267544550724	4.71945250605768	4.85386528825964	4.75099511476836	4.67224785568894	4.95365289738873	4.56153418657566	4.64035319041894	4.51793013220586	4.53405650310956	4.73624981021894	4.95603287708714	4.91683655040987	4.88769837891072	4.83238767772541	4.73330598477491	4.82161897699101	4.75545361041266
YIL018W	11.8436086020658	11.5211414148428	11.5656877538471	11.560969118446	11.6592560241639	11.774561235428	11.8442854075135	11.7878841916373	11.8139588072702	11.6767973840505	11.6907344863804	11.7417275544986	11.7751818004496	11.7537913653348	11.835616495975	11.856317553091	11.9441447201982	11.9337438904632	11.9207142105531	12.0097453157727	11.9612463440838	11.9557008671117	11.9083552568591	11.8410713500165	11.8921783708689	11.9398670004334	11.7938036478274	11.8345799659645	11.8050342121421	12.0212287434883	11.8533158798887	11.8243553227571	11.8260720803194	11.7425419577492	11.7206165590548	11.9776002899
YIL017C	10.2125478627112	10.1861150815886	8.96217829610647	7.39960673436329	6.9686209068835	6.87982595910653	6.67826450497198	6.6590741278983	6.7267914412325	6.76369720533649	6.83983688409042	6.76529820325034	6.75824112298238	6.7195243969623	6.68271544690732	6.69427523849343	6.58973538894023	6.66910351188197	6.55521792019283	6.66564603293698	6.48401314390247	6.67132834218901	6.5844339670235	6.71532454389279	6.64870710953982	6.57393163081218	6.62947385823163	6.53590798757586	6.56120390550651	6.40625001691794	6.35431310501651	6.46342677684587	6.39244472575247	6.50613074245674	6.48067920462274	6.33309662526975
YIL015W	-2.27155415042024	-1.05185746829388	-2.92802418975639	-2.32706155732757	-0.69000703728518	-1.15853526823707	-1.05506130012836	-1.09249507294385	-0.765248508050705	-1.27169736423317	-0.626027517069688	-0.0556685002125978	-0.693338296469095	-1.58516162171658	-0.734305425520348	-0.683872572292591	-1.77165854985064	-0.713894457097599	-0.965839409889357	0.302715911202167	-0.415596822375018	0.0620482552482979	-0.606661197414339	-0.933996970081337	-0.745684800669872	-2.24004908953701	-0.501731441477227	-0.398538343008403	-0.856268962407399	-1.22951851901212	-1.25142543551963	-0.560003696437068	-0.275523326335917	-1.42233211763098	-0.49996331476141	-0.80277795889211
YIL014W	6.28332683740452	6.43014641905619	6.21147159590316	6.06040607976039	6.02758882748148	6.18493825823935	6.18798395951261	6.29359504510547	6.34007957524325	6.47173949702357	6.47227072880847	6.47223957955126	6.51968831339518	6.54959391811471	6.38437784338401	6.32870645499084	6.44126113926279	6.21111130567235	6.13256087065331	6.08719569083908	6.15595777854052	6.12551093833719	5.93235782300306	6.16843266228729	6.03771228237776	6.02773569567638	6.18546745000943	5.99344609766249	6.3059463672379	6.13964297203739	6.20426268442168	6.14575498883016	6.11985107682853	6.14634612196936	6.09700806135269	6.02421616351572
YIL013C	5.15544321069922	5.46900343337933	5.58872247642143	5.53927730844851	5.52501325147899	5.50667193249298	5.4872941308023	5.468701233033	5.4252971469134	5.43950335062443	5.55091329638257	5.50297189484151	5.54733292273609	5.41265300112086	5.31428276736186	5.31157097594052	5.33025813702542	5.23558143249031	5.39217511495689	5.3872456914349	5.4537034398987	5.45180431277808	5.46542792016511	5.53570432032132	5.46941304474703	5.4896156744083	5.42729236117124	5.42855385043637	5.38755268396273	5.16919677234986	5.26754801104012	5.21721011420829	5.34848210474679	5.36959489425567	5.30979022611962	5.13082944388237
YIL012W	-0.440082606165046	-1.05185746829388	0.104225743378746	0.759568447401734	0.39796250498094	0.666873682245656	-0.266803374659065	0.0129805416855185	0.28293639855093	-0.115328269209354	0.137439746051915	-0.722345977073911	-0.693338296469095	-0.440120253930682	0.098716389782178	0.848899548104454	-0.0107048338878905	-0.578936995173753	-0.719929895348712	-0.393749937444524	-0.065197825788103	-0.330848191550466	-0.0635632035187038	-0.7873486643852	0.0859345120013488	-0.370205792385969	0.436141517274641	0.528950990946502	0.243494235379021	0.219243611899129	0.296570210557172	0.293024856511476	-0.169241303202286	-0.125060118431691	0.359358240493401	-0.472874374307073
YIL011W	3.56885819570902	3.31586466992999	3.06548525063495	3.15216327422226	3.10008829292872	2.60477381208192	3.01114874617378	3.43271090453047	4.4220339909096	4.58483265771181	4.47342932015769	4.30544490677124	4.33780026653834	4.34964721944275	4.4903333070828	4.20165176692802	3.73538340847476	3.49202643820643	3.29812132245654	3.66080988975029	3.64358977775678	3.79728698461087	3.96955278623422	3.95715862422053	3.96634476192062	4.15332151978683	4.0519709450565	4.24833580954598	4.00685410378198	3.70492760322236	3.66857717740623	3.67479960179202	3.56266128635038	3.63208138527417	3.391567127372	3.68609706714945
YIL010W	6.60729105229787	6.25338519439596	6.39411857663991	6.20948022184685	6.08803208893173	5.7330554540345	5.4607959835901	5.20123757725451	5.09485828459151	5.03154500290773	5.11589024374914	5.0263638156771	5.24321098111611	5.14548824772055	5.21091136373704	5.17703933967773	5.22415057654735	5.28065538960067	5.30110843552896	5.16786626808327	5.28092390606516	5.27454027897936	5.1909541844996	5.26860482852842	5.28385086647829	5.32021795514559	5.41762324936518	5.45129468963907	5.41093861762625	5.67119141555553	5.56888707374894	5.58909198280826	5.49710859225629	5.47527835639805	5.48280026634347	5.67500902785423
YIL009C-A	6.1558485543101	6.10067477224205	5.97803368554179	5.77218243306388	5.37783208819579	5.12216589555874	4.79556441507969	5.07977945705058	5.08031731589919	4.94413256454659	5.06392369231883	5.02110055751313	5.00689968382824	4.93627163499679	5.23681517430328	5.22329121433921	5.09605664797177	5.24698263039277	5.32869552205709	5.30057449781605	5.40307030228887	5.40737463052662	5.23474184119676	5.09509829990198	5.29243503342555	5.27904878647158	5.20080997025332	5.25631204187167	5.28808137746882	5.70626603625694	5.4783809021313	5.41920391824013	5.45410591867903	5.32461908603741	5.45991815745517	5.63708466486346
YIL009W	5.07994744866696	5.94911515792942	6.25727188376487	6.66242271361845	6.9581337136076	6.81153217735631	6.45672796176788	6.40007151238411	6.34718246124011	6.25490176279481	6.29735796331428	6.4361145272879	6.62042587307896	6.89456346554163	7.49854347685051	7.91385962174352	8.11296021314288	8.04025647820237	7.72158592752506	7.61169878623763	7.46847622052757	7.02471412267814	6.9299172691119	6.73972142225823	6.56379764410624	6.55803921200298	6.77572451970881	7.09363287705029	7.33327472139426	7.32177516815752	7.41741127335262	7.49722231573031	7.48990771459752	7.36350746380578	7.21844898065438	7.00632532197222
